0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,45.4%,27.1%,26.8%,Alameda,2021-04-14,2021-04-13,2021-04-15 02:37:27
0.1%,36.5%,35.3%,28.1%,Alpine,2021-04-14,2021-04-09,2021-04-15 02:37:30
0.1%,20.2%,26.5%,53.1%,Amador,2021-04-14,2021-04-13,2021-04-15 02:37:32
0.7%,35.7%,24.9%,38.6%,Butte,2021-04-14,2021-04-13,2021-04-15 02:37:34
0.5%,17.8%,27.9%,53.9%,Calaveras,2021-04-14,2021-04-13,2021-04-15 02:37:37
0.2%,38.2%,27.9%,33.8%,Colusa,2021-04-14,2021-04-13,2021-04-15 02:37:39
1.3%,40.4%,28.7%,29.6%,Contra Costa,2021-04-14,2021-04-13,2021-04-15 02:37:42
0.2%,27.2%,28.8%,43.8%,Del Norte,2021-04-14,2021-04-13,2021-04-15 02:37:44
0.6%,26.0%,29.8%,43.6%,El Dorado,2021-04-14,2021-04-13,2021-04-15 02:37:47
0.8%,42.8%,26.8%,29.6%,Fresno,2021-04-14,2021-04-13,2021-04-15 02:37:49
0.4%,32.5%,27.6%,39.5%,Glenn,2021-04-14,2021-04-13,2021-04-15 02:37:51
0.4%,38.5%,23.9%,37.1%,Humboldt,2021-04-14,2021-04-13,2021-04-15 02:37:54
0.5%,42.8%,26.4%,30.3%,Imperial,2021-04-14,2021-04-13,2021-04-15 02:37:56
0.3%,29.3%,26.1%,44.3%,Inyo,2021-04-14,2021-04-13,2021-04-15 02:37:59
1.2%,42.5%,27.2%,29.0%,Kern,2021-04-14,2021-04-13,2021-04-15 02:38:01
0.7%,44.5%,28.9%,25.9%,Kings,2021-04-14,2021-04-13,2021-04-15 02:38:04
0.2%,25.6%,29.0%,45.2%,Lake,2021-04-14,2021-04-13,2021-04-15 02:38:06
0.1%,24.5%,28.0%,47.4%,Lassen,2021-04-14,2021-04-13,2021-04-15 02:38:08
0.7%,44.0%,27.9%,27.3%,Los Angeles,2021-04-14,2021-04-13,2021-04-15 02:38:11
0.8%,37.4%,26.9%,34.9%,Madera,2021-04-14,2021-04-13,2021-04-15 02:38:13
1.4%,34.1%,29.7%,34.8%,Marin,2021-04-14,2021-04-13,2021-04-15 02:38:15
0.8%,41.2%,27.5%,30.5%,Mariposa,2021-04-14,2021-04-13,2021-04-15 02:38:18
0.7%,32.8%,25.6%,40.8%,Mendocino,2021-04-14,2021-04-13,2021-04-15 02:38:20
0.6%,42.4%,26.7%,30.2%,Merced,2021-04-14,2021-04-13,2021-04-15 02:38:23
0.6%,20.9%,26.6%,51.8%,Modoc,2021-04-14,2021-04-13,2021-04-15 02:38:25
1.4%,46.7%,29.3%,22.6%,Mono,2021-04-14,2021-04-13,2021-04-15 02:38:27
0.9%,45.2%,26.2%,27.6%,Monterey,2021-04-14,2021-04-13,2021-04-15 02:38:30
0.6%,38.1%,26.7%,34.7%,Napa,2021-04-14,2021-04-13,2021-04-15 02:38:32
0.8%,25.6%,25.9%,47.6%,Nevada,2021-04-14,2021-04-13,2021-04-15 02:38:34
0.8%,40.1%,28.3%,30.9%,Orange,2021-04-14,2021-04-13,2021-04-15 02:38:37
0.8%,30.5%,27.1%,41.6%,Placer,2021-04-14,2021-04-13,2021-04-15 02:38:39
0.2%,22.5%,25.7%,51.6%,Plumas,2021-04-14,2021-04-13,2021-04-15 02:38:41
1.0%,36.1%,28.0%,34.9%,Riverside,2021-04-14,2021-04-13,2021-04-15 02:38:44
0.8%,39.3%,27.6%,32.4%,Sacramento,2021-04-14,2021-04-13,2021-04-15 02:38:46
0.4%,40.8%,29.2%,29.7%,San Benito,2021-04-14,2021-04-13,2021-04-15 02:38:49
0.9%,40.0%,29.1%,30.0%,San Bernardino,2021-04-14,2021-04-13,2021-04-15 02:38:51
0.7%,40.1%,25.4%,33.9%,San Diego,2021-04-14,2021-04-13,2021-04-15 02:38:54
