American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,21.4%,5.8%,10.5%,11.3%,0.6%,27%,8.9%,14.5%,Alameda,2021-03-18,2021-03-17,2021-03-19 04:22:40
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Alpine,2021-03-18,2021-03-17,2021-03-19 04:22:44
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Amador,2021-03-18,2021-03-17,2021-03-19 04:22:48
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Butte,2021-03-18,2021-03-17,2021-03-19 04:22:50
0.3%,0.9%,0.4%,4.4%,1.7%,0.2%,51%,8.8%,32.4%,Calaveras,2021-03-18,2021-03-17,2021-03-19 04:22:55
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Colusa,2021-03-18,2021-03-17,2021-03-19 04:22:59
0.2%,11.3%,4.6%,12.1%,12.5%,0.6%,36.2%,8%,14.6%,Contra Costa,2021-03-18,2021-03-17,2021-03-19 04:23:02
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Del Norte,2021-03-18,2021-03-17,2021-03-19 04:23:06
0.3%,2.7%,0.5%,4.9%,14.9%,0.3%,52.2%,8.1%,16.1%,El Dorado,2021-03-18,2021-03-17,2021-03-19 04:23:08
0.5%,7.1%,2.1%,31.5%,10.5%,0.2%,29.4%,7.8%,11%,Fresno,2021-03-18,2021-03-17,2021-03-19 04:23:12
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Glenn,2021-03-18,2021-03-17,2021-03-19 04:23:15
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Humboldt,2021-03-18,2021-03-17,2021-03-19 04:23:20
0.1%,0.8%,0.5%,70.1%,2.7%,0.1%,10.4%,5.7%,9.7%,Imperial,2021-03-18,2021-03-17,2021-03-19 04:23:23
1.1%,0.8%,0.2%,8.7%,22.8%,0.1%,54.3%,4.9%,7.1%,Inyo,2021-03-18,2021-03-17,2021-03-19 04:23:27
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Kern,2021-03-18,2021-03-17,2021-03-19 04:23:31
0.8%,2.7%,1.9%,41.2%,7.7%,0.1%,27.7%,5.7%,12%,Kings,2021-03-18,2021-03-17,2021-03-19 04:23:35
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Lake,2021-03-18,2021-03-17,2021-03-19 04:23:37
1%,1.3%,0.7%,6.1%,8.2%,0.2%,61.3%,3.8%,17.4%,Lassen,2021-03-18,2021-03-17,2021-03-19 04:23:42
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Los Angeles,2021-03-18,2021-03-17,2021-03-19 04:23:45
1%,1.8%,1.5%,32.6%,7.5%,0.2%,36.4%,7.8%,11.4%,Madera,2021-03-18,2021-03-17,2021-03-19 04:23:49
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Marin,2021-03-18,2021-03-17,2021-03-19 04:23:52
1.9%,0.8%,0.3%,7.9%,3%,0.2%,63.9%,6.4%,15.7%,Mariposa,2021-03-18,2021-03-17,2021-03-19 04:23:56
0.8%,1.3%,0.3%,16.3%,14.1%,0.2%,50.1%,5.3%,11.7%,Mendocino,2021-03-18,2021-03-17,2021-03-19 04:23:59
0.3%,6%,1.6%,34%,0.6%,0.3%,28.8%,8.8%,19.5%,Merced,2021-03-18,2021-03-17,2021-03-19 04:24:03
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Modoc,2021-03-18,2021-03-17,2021-03-19 04:24:07
0.4%,1.2%,0.2%,21.3%,11.5%,0.2%,59.9%,1.5%,3.9%,Mono,2021-03-18,2021-03-17,2021-03-19 04:24:10
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Monterey,2021-03-18,2021-03-17,2021-03-19 04:24:14
0.2%,4.5%,1%,17.1%,7.9%,0.4%,44.2%,6.2%,18.6%,Napa,2021-03-18,2021-03-17,2021-03-19 04:24:17
