American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,20.1%,5.2%,10.0%,9.1%,0.5%,23.4%,8.8%,22.7%,Alameda,2021-04-06,2021-04-05,2021-04-07 00:58:46
1.8%,0.5%,0.3%,0.8%,0.3%,0.000%,17.5%,0.9%,77.9%,Alpine,2021-04-06,2021-04-02,2021-04-07 00:58:48
0.8%,1.5%,0.4%,7.5%,3.5%,0.3%,67.5%,8.6%,9.9%,Amador,2021-04-06,2021-04-05,2021-04-07 00:58:50
1.1%,2.3%,0.7%,7.9%,14.6%,0.1%,55.9%,8.1%,9.3%,Butte,2021-04-06,2021-04-05,2021-04-07 00:58:52
0.4%,1.1%,0.4%,5.2%,1.3%,0.2%,55.2%,8.9%,27.3%,Calaveras,2021-04-06,2021-04-05,2021-04-07 00:58:54
0.9%,0.7%,0.4%,28.2%,5.1%,0.1%,30.4%,5.5%,28.7%,Colusa,2021-04-06,2021-04-05,2021-04-07 00:58:56
0.2%,10.5%,4.3%,12.5%,9.7%,0.5%,32.9%,7.6%,21.7%,Contra Costa,2021-04-06,2021-04-05,2021-04-07 00:58:59
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Del Norte,2021-04-06,2021-04-05,2021-04-07 00:59:01
0.3%,2.8%,0.5%,5.6%,11.5%,0.3%,48.3%,7.8%,23.1%,El Dorado,2021-04-06,2021-04-05,2021-04-07 00:59:03
0.5%,7.0%,2.1%,31.5%,8.1%,0.2%,27.9%,7.9%,14.8%,Fresno,2021-04-06,2021-04-05,2021-04-07 00:59:05
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Glenn,2021-04-06,2021-04-05,2021-04-07 00:59:07
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Humboldt,2021-04-06,2021-04-05,2021-04-07 00:59:09
0.1%,0.6%,0.4%,62.3%,1.8%,0.1%,9.4%,8.1%,17.2%,Imperial,2021-04-06,2021-04-05,2021-04-07 00:59:12
1.0%,1.0%,0.2%,9.4%,19.8%,0.2%,52.7%,5.7%,10.0%,Inyo,2021-04-06,2021-04-05,2021-04-07 00:59:14
0.3%,4.1%,2.4%,31.4%,9.9%,0.3%,28.5%,11.7%,11.5%,Kern,2021-04-06,2021-04-05,2021-04-07 00:59:16
0.7%,2.6%,2.1%,41.0%,5.8%,0.2%,26.4%,6.2%,15.0%,Kings,2021-04-06,2021-04-05,2021-04-07 00:59:18
1.6%,1.1%,1.2%,16.0%,13.9%,0.1%,54.8%,3.8%,7.5%,Lake,2021-04-06,2021-04-05,2021-04-07 00:59:20
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Lassen,2021-04-06,2021-04-05,2021-04-07 00:59:22
0.2%,12.4%,4.4%,25.1%,14.0%,0.4%,19.7%,14.9%,9.1%,Los Angeles,2021-04-06,2021-04-05,2021-04-07 00:59:24
0.9%,1.9%,1.4%,32.8%,6.0%,0.1%,32.4%,8.7%,15.8%,Madera,2021-04-06,2021-04-05,2021-04-07 00:59:26
0.1%,3.8%,0.9%,9.9%,10.1%,0.2%,47.4%,6.3%,21.2%,Marin,2021-04-06,2021-04-05,2021-04-07 00:59:28
1.8%,1.0%,0.4%,7.4%,2.2%,0.2%,62.8%,4.9%,19.4%,Mariposa,2021-04-06,2021-04-05,2021-04-07 00:59:31
0.8%,1.3%,0.3%,15.7%,13.5%,0.2%,49.7%,7.1%,11.4%,Mendocino,2021-04-06,2021-04-05,2021-04-07 00:59:33
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Merced,2021-04-06,2021-04-05,2021-04-07 00:59:35
2.3%,1.7%,1.0%,7.8%,4.6%,0.1%,69.5%,2.1%,10.9%,Modoc,2021-04-06,2021-04-01,2021-04-07 00:59:37
0.4%,1.3%,0.3%,21.5%,9.8%,0.2%,57.0%,1.9%,7.8%,Mono,2021-04-06,2021-04-05,2021-04-07 00:59:39
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Monterey,2021-04-06,2021-04-05,2021-04-07 00:59:41
0.2%,3.9%,0.9%,18.0%,6.3%,0.3%,38.8%,6.2%,25.5%,Napa,2021-04-06,2021-04-05,2021-04-07 00:59:43
0.7%,0.7%,0.3%,5.2%,15.0%,0.1%,61.4%,6.5%,10.0%,Nevada,2021-04-06,2021-04-05,2021-04-07 00:59:45
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Orange,2021-04-06,2021-04-05,2021-04-07 00:59:47
0.4%,5.2%,0.9%,8.6%,11.4%,0.4%,44.7%,7.9%,20.6%,Placer,2021-04-06,2021-04-05,2021-04-07 00:59:50
0.9%,0.6%,0.4%,2.3%,6.0%,0.04%,72.8%,3.8%,13.3%,Plumas,2021-04-06,2021-04-05,2021-04-07 00:59:52
0.3%,5.7%,3.7%,24.7%,11.6%,0.3%,31.1%,12.9%,9.6%,Riverside,2021-04-06,2021-04-05,2021-04-07 00:59:54
0.4%,10.3%,3.8%,8.2%,8.0%,0.8%,28.2%,10.5%,29.7%,Sacramento,2021-04-06,2021-04-05,2021-04-07 00:59:56
0.2%,2.1%,0.6%,28.6%,4.1%,0.2%,20.9%,10.1%,33.3%,San Benito,2021-04-06,2021-04-05,2021-04-07 00:59:58
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,San Bernardino,2021-04-06,2021-04-05,2021-04-07 01:00:00
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,San Diego,2021-04-06,2021-04-05,2021-04-07 01:00:02
0.2%,27.4%,3.0%,10.6%,6.6%,0.3%,25.7%,5.9%,20.3%,San Francisco,2021-04-06,2021-04-05,2021-04-07 01:00:04
0.4%,11.2%,3.7%,16.0%,1.7%,0.9%,23.2%,15.2%,27.9%,San Joaquin,2021-04-06,2021-04-05,2021-04-07 01:00:07
0.2%,1.3%,0.4%,7.8%,10.4%,0.2%,31.7%,14.1%,33.9%,San Luis Obispo,2021-04-06,2021-04-05,2021-04-07 01:00:09
0.2%,17.6%,1.1%,10.0%,12.0%,0.5%,27.8%,10.0%,20.8%,San Mateo,2021-04-06,2021-04-05,2021-04-07 01:00:11
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Santa Barbara,2021-04-06,2021-04-05,2021-04-07 01:00:13
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Santa Clara,2021-04-06,2021-04-05,2021-04-07 01:00:15
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Santa Cruz,2021-04-06,2021-04-05,2021-04-07 01:00:17
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Shasta,2021-04-06,2021-04-05,2021-04-07 01:00:19
0.5%,0.9%,0.1%,8.0%,8.8%,0.000%,72.6%,3.1%,6.0%,Sierra,2021-04-06,2021-04-05,2021-04-07 01:00:22
1.6%,0.9%,0.5%,6.2%,8.0%,0.05%,58.4%,4.4%,19.9%,Siskiyou,2021-04-06,2021-04-05,2021-04-07 01:00:24
