0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.3%,39.2%,20.7%,39.7%,Alameda,2021-03-19,2021-03-18,2021-03-20 00:42:53
0.2%,32.7%,33.5%,33.5%,Alpine,2021-03-19,2021-03-18,2021-03-20 00:42:57
0%,16.9%,18.8%,64.2%,Amador,2021-03-19,2021-03-18,2021-03-20 00:43:00
0.1%,30.9%,20%,49%,Butte,2021-03-19,2021-03-18,2021-03-20 00:43:04
0.2%,14.3%,19.4%,66%,Calaveras,2021-03-19,2021-03-18,2021-03-20 00:43:07
0.1%,32.9%,22.1%,44.9%,Colusa,2021-03-19,2021-03-18,2021-03-20 00:43:11
0.2%,34.4%,20.9%,44.5%,Contra Costa,2021-03-19,2021-03-18,2021-03-20 00:43:14
0.1%,24.1%,23.5%,52.3%,Del Norte,2021-03-19,2021-03-17,2021-03-20 00:43:18
0.2%,22%,21.5%,56.3%,El Dorado,2021-03-19,2021-03-18,2021-03-20 00:43:22
0.3%,38.2%,23.7%,37.9%,Fresno,2021-03-19,2021-03-18,2021-03-20 00:43:25
0.2%,34.4%,20.9%,44.5%,Glenn,2021-03-19,2021-03-18,2021-03-20 00:43:29
0.1%,31.7%,18.8%,49.4%,Humboldt,2021-03-19,2021-03-18,2021-03-20 00:43:33
0.1%,35.2%,19.5%,45.3%,Imperial,2021-03-19,2021-03-18,2021-03-20 00:43:36
0.1%,24.9%,18%,56.9%,Inyo,2021-03-19,2021-03-18,2021-03-20 00:43:40
0.2%,36.3%,22.7%,40.7%,Kern,2021-03-19,2021-03-18,2021-03-20 00:43:44
0.2%,38.9%,26%,34.9%,Kings,2021-03-19,2021-03-18,2021-03-20 00:43:47
0.1%,22.6%,19.9%,57.4%,Lake,2021-03-19,2021-03-18,2021-03-20 00:43:51
0.2%,34.4%,20.9%,44.5%,Lassen,2021-03-19,2021-03-18,2021-03-20 00:43:54
0.2%,37.6%,21.4%,40.8%,Los Angeles,2021-03-19,2021-03-18,2021-03-20 00:43:58
0.2%,31.1%,23.1%,45.6%,Madera,2021-03-19,2021-03-18,2021-03-20 00:44:01
0.7%,26.4%,22.2%,50.8%,Marin,2021-03-19,2021-03-18,2021-03-20 00:44:05
0.1%,18.1%,18.3%,63.5%,Mariposa,2021-03-19,2021-03-18,2021-03-20 00:44:09
0.5%,32.7%,23.4%,43.3%,Mendocino,2021-03-19,2021-03-18,2021-03-20 00:44:12
