American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Alameda,2021-03-19,2021-03-18,2021-03-20 00:42:53
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Alpine,2021-03-19,2021-03-18,2021-03-20 00:42:57
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Amador,2021-03-19,2021-03-18,2021-03-20 00:43:00
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Butte,2021-03-19,2021-03-18,2021-03-20 00:43:04
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Calaveras,2021-03-19,2021-03-18,2021-03-20 00:43:07
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Colusa,2021-03-19,2021-03-18,2021-03-20 00:43:11
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Contra Costa,2021-03-19,2021-03-18,2021-03-20 00:43:14
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Del Norte,2021-03-19,2021-03-17,2021-03-20 00:43:18
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,El Dorado,2021-03-19,2021-03-18,2021-03-20 00:43:21
0.5%,7.1%,2.1%,31.5%,10.3%,0.2%,29.3%,7.7%,11.3%,Fresno,2021-03-19,2021-03-18,2021-03-20 00:43:25
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Glenn,2021-03-19,2021-03-18,2021-03-20 00:43:29
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Humboldt,2021-03-19,2021-03-18,2021-03-20 00:43:33
0.1%,0.8%,0.5%,69.6%,2.6%,0.1%,10.2%,5.8%,10.4%,Imperial,2021-03-19,2021-03-18,2021-03-20 00:43:36
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Inyo,2021-03-19,2021-03-18,2021-03-20 00:43:40
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Kern,2021-03-19,2021-03-18,2021-03-20 00:43:43
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Kings,2021-03-19,2021-03-18,2021-03-20 00:43:47
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Lake,2021-03-19,2021-03-18,2021-03-20 00:43:51
1%,1.3%,0.7%,6.2%,8.1%,0.2%,61.1%,3.7%,17.6%,Lassen,2021-03-19,2021-03-18,2021-03-20 00:43:54
