American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Alameda,2021-04-15,2021-04-14,2021-04-16 12:29:20
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Alpine,2021-04-15,2021-04-08,2021-04-16 12:29:22
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Amador,2021-04-15,2021-04-14,2021-04-16 12:29:25
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Butte,2021-04-15,2021-04-14,2021-04-16 12:29:27
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Calaveras,2021-04-15,2021-04-14,2021-04-16 12:29:30
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Colusa,2021-04-15,2021-04-14,2021-04-16 12:29:32
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Contra Costa,2021-04-15,2021-04-14,2021-04-16 12:29:35
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Del Norte,2021-04-15,2021-04-14,2021-04-16 12:29:37
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,El Dorado,2021-04-15,2021-04-14,2021-04-16 12:29:39
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Fresno,2021-04-15,2021-04-14,2021-04-16 12:29:42
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Glenn,2021-04-15,2021-04-14,2021-04-16 12:29:44
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Humboldt,2021-04-15,2021-04-14,2021-04-16 12:29:47
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Imperial,2021-04-15,2021-04-14,2021-04-16 12:29:49
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Inyo,2021-04-15,2021-04-14,2021-04-16 12:29:52
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Kern,2021-04-15,2021-04-14,2021-04-16 12:29:54
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Kings,2021-04-15,2021-04-14,2021-04-16 12:29:57
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Lake,2021-04-15,2021-04-14,2021-04-16 12:29:59
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Lassen,2021-04-15,2021-04-14,2021-04-16 12:30:01
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Los Angeles,2021-04-15,2021-04-14,2021-04-16 12:30:04
0.8%,2.1%,1.6%,36.8%,7.5%,0.1%,33.9%,9.7%,7.5%,Madera,2021-04-15,2021-04-14,2021-04-16 12:30:06
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Marin,2021-04-15,2021-04-14,2021-04-16 12:30:09
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Mariposa,2021-04-15,2021-04-14,2021-04-16 12:30:11
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Mendocino,2021-04-15,2021-04-14,2021-04-16 12:30:14
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Merced,2021-04-15,2021-04-14,2021-04-16 12:30:16
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Modoc,2021-04-15,2021-04-14,2021-04-16 12:30:19
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Mono,2021-04-15,2021-04-14,2021-04-16 12:30:21
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Monterey,2021-04-15,2021-04-14,2021-04-16 12:30:24
