American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,21.4%,5.8%,10.5%,11.3%,0.6%,27%,8.9%,14.5%,Alameda,2021-03-18,2021-03-17,2021-03-19 14:20:20
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Alpine,2021-03-18,2021-03-17,2021-03-19 14:20:23
0.9%,1.4%,0.4%,6.6%,5.1%,0.2%,66.6%,9.6%,9.3%,Amador,2021-03-18,2021-03-17,2021-03-19 14:20:27
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Butte,2021-03-18,2021-03-17,2021-03-19 14:20:31
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Calaveras,2021-03-18,2021-03-17,2021-03-19 14:20:34
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Colusa,2021-03-18,2021-03-17,2021-03-19 14:20:38
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Contra Costa,2021-03-18,2021-03-17,2021-03-19 14:20:41
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Del Norte,2021-03-18,2021-03-17,2021-03-19 14:20:45
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,El Dorado,2021-03-18,2021-03-17,2021-03-19 14:20:49
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Fresno,2021-03-18,2021-03-17,2021-03-19 14:20:52
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Glenn,2021-03-18,2021-03-17,2021-03-19 14:20:56
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Humboldt,2021-03-18,2021-03-17,2021-03-19 14:20:59
0.1%,0.8%,0.5%,70.1%,2.7%,0.1%,10.4%,5.7%,9.7%,Imperial,2021-03-18,2021-03-17,2021-03-19 14:21:03
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Inyo,2021-03-18,2021-03-17,2021-03-19 14:21:07
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Kern,2021-03-18,2021-03-17,2021-03-19 14:21:11
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Kings,2021-03-18,2021-03-17,2021-03-19 14:21:14
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Lake,2021-03-18,2021-03-17,2021-03-19 14:21:18
1%,1.3%,0.7%,6.1%,8.2%,0.2%,61.3%,3.8%,17.4%,Lassen,2021-03-18,2021-03-17,2021-03-19 14:21:21
0.2%,12.6%,4.3%,24.2%,19.5%,0.4%,19.6%,13.7%,5.6%,Los Angeles,2021-03-18,2021-03-17,2021-03-19 14:21:25
1%,1.8%,1.5%,32.6%,7.5%,0.2%,36.4%,7.8%,11.4%,Madera,2021-03-18,2021-03-17,2021-03-19 14:21:29
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Marin,2021-03-18,2021-03-17,2021-03-19 14:21:32
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Mariposa,2021-03-18,2021-03-17,2021-03-19 14:21:36
0.8%,1.3%,0.3%,16.3%,14.1%,0.2%,50.1%,5.3%,11.7%,Mendocino,2021-03-18,2021-03-17,2021-03-19 14:21:39
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Merced,2021-03-18,2021-03-17,2021-03-19 14:21:43
2.4%,1.5%,0.9%,7.3%,4.8%,0.1%,73.1%,1.6%,8.3%,Modoc,2021-03-18,2021-03-17,2021-03-19 14:21:47
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Mono,2021-03-18,2021-03-17,2021-03-19 14:21:50
0.2%,4.7%,1.1%,33.6%,12.7%,0.5%,29.9%,6.8%,10.4%,Monterey,2021-03-18,2021-03-17,2021-03-19 14:21:54
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Napa,2021-03-18,2021-03-17,2021-03-19 14:21:57
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Nevada,2021-03-18,2021-03-17,2021-03-19 14:22:01
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Orange,2021-03-18,2021-03-17,2021-03-19 14:22:04
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Placer,2021-03-18,2021-03-17,2021-03-19 14:22:08
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Plumas,2021-03-18,2021-03-17,2021-03-19 14:22:12
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Riverside,2021-03-18,2021-03-17,2021-03-19 14:22:15
0.4%,10.8%,4.1%,8.2%,10.5%,0.9%,32.6%,11.5%,20.9%,Sacramento,2021-03-18,2021-03-17,2021-03-19 14:22:19
0.2%,2.2%,0.6%,29.9%,5.4%,0.3%,24.3%,10.6%,26.5%,San Benito,2021-03-18,2021-03-17,2021-03-19 14:22:22
0.2%,9.1%,4.7%,26.8%,14.5%,0.4%,26.4%,11.3%,6.6%,San Bernardino,2021-03-18,2021-03-17,2021-03-19 14:22:26
0.4%,11.4%,2.3%,19.4%,1.1%,0.6%,45.6%,10.3%,9%,San Diego,2021-03-18,2021-03-17,2021-03-19 14:22:30
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,San Francisco,2021-03-18,2021-03-17,2021-03-19 14:22:33
0.3%,10.3%,3.4%,13.8%,2.8%,0.8%,25.1%,16%,27.5%,San Joaquin,2021-03-18,2021-03-17,2021-03-19 14:22:37
0.1%,1.1%,0.4%,5.7%,12.8%,0.1%,29.8%,15.3%,34.6%,San Luis Obispo,2021-03-18,2021-03-17,2021-03-19 14:22:41
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,San Mateo,2021-03-18,2021-03-17,2021-03-19 14:22:45
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Santa Barbara,2021-03-18,2021-03-17,2021-03-19 14:22:48
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Santa Clara,2021-03-18,2021-03-17,2021-03-19 14:22:52
0.2%,2%,0.3%,19.3%,17%,0.1%,42.4%,9.8%,8.9%,Santa Cruz,2021-03-18,2021-03-17,2021-03-19 14:22:56
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Shasta,2021-03-18,2021-03-17,2021-03-19 14:22:59
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Sierra,2021-03-18,2021-03-17,2021-03-19 14:23:03
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Siskiyou,2021-03-18,2021-03-17,2021-03-19 14:23:06
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Solano,2021-03-18,2021-03-17,2021-03-19 14:23:10
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Sonoma,2021-03-18,2021-03-17,2021-03-19 14:23:13
0.4%,5%,1.6%,22.1%,1.1%,0.6%,37.2%,9.2%,22.7%,Stanislaus,2021-03-18,2021-03-17,2021-03-19 14:23:17
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Sutter,2021-03-18,2021-03-17,2021-03-19 14:23:20
1.1%,0.6%,0.2%,10.6%,9.4%,0.1%,51.1%,9.6%,17.2%,Tehama,2021-03-18,2021-03-17,2021-03-19 14:23:24
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Trinity,2021-03-18,2021-03-17,2021-03-19 14:23:27
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Tulare,2021-03-18,2021-03-17,2021-03-19 14:23:31
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Tuolumne,2021-03-18,2021-03-17,2021-03-19 14:23:34
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Ventura,2021-03-18,2021-03-17,2021-03-19 14:23:38
