0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,42.7%,24.0%,32.7%,Alameda,2021-04-02,2021-04-01,2021-04-03 04:26:38
0.1%,34.3%,34.3%,31.3%,Alpine,2021-04-02,2021-04-01,2021-04-03 04:26:41
0.1%,18.1%,24.1%,57.7%,Amador,2021-04-02,2021-04-01,2021-04-03 04:26:43
0.5%,33.2%,24.6%,41.8%,Butte,2021-04-02,2021-04-01,2021-04-03 04:26:46
0.3%,16.4%,23.2%,60.0%,Calaveras,2021-04-02,2021-04-01,2021-04-03 04:26:48
0.1%,36.4%,24.8%,38.7%,Colusa,2021-04-02,2021-04-01,2021-04-03 04:26:51
0.6%,34.5%,28.9%,36.0%,Contra Costa,2021-04-02,2021-04-01,2021-04-03 04:26:54
0.1%,24.7%,26.1%,49.1%,Del Norte,2021-04-02,2021-04-01,2021-04-03 04:26:56
0.4%,24.7%,25.8%,49.1%,El Dorado,2021-04-02,2021-04-01,2021-04-03 04:26:59
0.5%,41.0%,25.7%,32.8%,Fresno,2021-04-02,2021-04-01,2021-04-03 04:27:02
0.3%,31.1%,25.7%,43.0%,Glenn,2021-04-02,2021-04-01,2021-04-03 04:27:04
0.2%,35.1%,21.4%,43.3%,Humboldt,2021-04-02,2021-04-01,2021-04-03 04:27:07
0.2%,40.3%,24.3%,35.2%,Imperial,2021-04-02,2021-04-01,2021-04-03 04:27:09
0.3%,27.9%,23.5%,48.2%,Inyo,2021-04-02,2021-04-01,2021-04-03 04:27:12
0.7%,40.0%,25.8%,33.5%,Kern,2021-04-02,2021-04-01,2021-04-03 04:27:14
0.5%,43.1%,28.1%,28.4%,Kings,2021-04-02,2021-04-01,2021-04-03 04:27:17
0.2%,24.4%,25.5%,49.9%,Lake,2021-04-02,2021-04-01,2021-04-03 04:27:20
0.1%,22.8%,26.2%,50.9%,Lassen,2021-04-02,2021-04-01,2021-04-03 04:27:22
0.5%,42.0%,25.1%,32.4%,Los Angeles,2021-04-02,2021-04-01,2021-04-03 04:27:25
0.4%,34.8%,25.6%,39.3%,Madera,2021-04-02,2021-04-01,2021-04-03 04:27:28
1.1%,31.8%,26.5%,40.6%,Marin,2021-04-02,2021-04-01,2021-04-03 04:27:30
0.2%,18.3%,23.0%,58.5%,Mariposa,2021-04-02,2021-04-01,2021-04-03 04:27:33
0.7%,33.8%,24.9%,40.7%,Mendocino,2021-04-02,2021-04-01,2021-04-03 04:27:35
0.5%,39.6%,25.8%,34.1%,Merced,2021-04-02,2021-04-01,2021-04-03 04:27:38
0.1%,19.7%,26.3%,54.0%,Modoc,2021-04-02,2021-04-01,2021-04-03 04:27:41
1.5%,45.4%,28.5%,24.7%,Mono,2021-04-02,2021-03-31,2021-04-03 04:27:43
0.4%,41.4%,24.2%,33.9%,Monterey,2021-04-02,2021-04-01,2021-04-03 04:27:46
0.4%,36.8%,24.1%,38.7%,Napa,2021-04-02,2021-04-01,2021-04-03 04:27:48
0.5%,22.9%,21.8%,54.8%,Nevada,2021-04-02,2021-04-01,2021-04-03 04:27:51
0.6%,38.5%,24.9%,36.1%,Orange,2021-04-02,2021-04-01,2021-04-03 04:27:54
0.5%,28.9%,23.4%,47.1%,Placer,2021-04-02,2021-04-01,2021-04-03 04:27:56
0.1%,20.6%,21.9%,57.4%,Plumas,2021-04-02,2021-04-01,2021-04-03 04:27:59
0.4%,32.9%,25.4%,41.3%,Riverside,2021-04-02,2021-04-01,2021-04-03 04:28:02
0.5%,37.6%,24.8%,37.1%,Sacramento,2021-04-02,2021-04-01,2021-04-03 04:28:04
0.3%,39.0%,26.0%,34.7%,San Benito,2021-04-02,2021-04-01,2021-04-03 04:28:07
0.6%,38.0%,26.2%,35.2%,San Bernardino,2021-04-02,2021-04-01,2021-04-03 04:28:09
0.5%,37.4%,22.4%,39.7%,San Diego,2021-04-02,2021-04-01,2021-04-03 04:28:12
0.4%,46.0%,23.3%,30.3%,San Francisco,2021-04-02,2021-04-01,2021-04-03 04:28:15
0.5%,37.0%,26.3%,36.1%,San Joaquin,2021-04-02,2021-04-01,2021-04-03 04:28:17
