American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Alameda,2021-04-07,2021-04-06,2021-04-08 06:26:37
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Alpine,2021-04-07,2021-04-06,2021-04-08 06:26:40
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Amador,2021-04-07,2021-04-06,2021-04-08 06:26:42
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Butte,2021-04-07,2021-04-06,2021-04-08 06:26:45
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Calaveras,2021-04-07,2021-04-06,2021-04-08 06:26:48
0.9%,0.7%,0.5%,33.4%,6.9%,0.1%,30.8%,6.0%,20.7%,Colusa,2021-04-07,2021-04-06,2021-04-08 06:26:50
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Contra Costa,2021-04-07,2021-04-06,2021-04-08 06:26:53
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Del Norte,2021-04-07,2021-04-06,2021-04-08 06:26:56
0.3%,3.9%,0.6%,6.7%,14.7%,0.3%,61.7%,7.2%,4.6%,El Dorado,2021-04-07,2021-04-06,2021-04-08 06:26:58
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Fresno,2021-04-07,2021-04-06,2021-04-08 06:27:01
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Glenn,2021-04-07,2021-04-06,2021-04-08 06:27:04
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Humboldt,2021-04-07,2021-04-06,2021-04-08 06:27:06
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Imperial,2021-04-07,2021-04-06,2021-04-08 06:27:09
1.0%,1.1%,0.2%,11.0%,22.2%,0.2%,55.6%,3.2%,5.5%,Inyo,2021-04-07,2021-04-06,2021-04-08 06:27:11
0.3%,4.4%,2.5%,35.6%,12.7%,0.2%,29.2%,9.2%,5.8%,Kern,2021-04-07,2021-04-06,2021-04-08 06:27:14
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Kings,2021-04-07,2021-04-06,2021-04-08 06:27:16
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Lake,2021-04-07,2021-04-06,2021-04-08 06:27:18
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Lassen,2021-04-07,2021-04-06,2021-04-08 06:27:21
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Los Angeles,2021-04-07,2021-04-06,2021-04-08 06:27:24
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Madera,2021-04-07,2021-04-06,2021-04-08 06:27:26
0.1%,4.9%,1.1%,11.6%,13.2%,0.2%,59.0%,6.9%,3.0%,Marin,2021-04-07,2021-04-06,2021-04-08 06:27:29
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Mariposa,2021-04-07,2021-04-06,2021-04-08 06:27:32
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Mendocino,2021-04-07,2021-04-06,2021-04-08 06:27:34
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Merced,2021-04-07,2021-04-06,2021-04-08 06:27:37
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,72.9%,1.7%,5.4%,Modoc,2021-04-07,2021-04-06,2021-04-08 06:27:40
0.4%,1.6%,0.2%,24.5%,12.1%,0.2%,58.9%,1.4%,0.6%,Mono,2021-04-07,2021-04-06,2021-04-08 06:27:42
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Monterey,2021-04-07,2021-04-06,2021-04-08 06:27:45
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Napa,2021-04-07,2021-04-06,2021-04-08 06:27:48
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Nevada,2021-04-07,2021-04-06,2021-04-08 06:27:50
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Orange,2021-04-07,2021-04-06,2021-04-08 06:27:53
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Placer,2021-04-07,2021-04-06,2021-04-08 06:27:55
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Plumas,2021-04-07,2021-04-06,2021-04-08 06:27:58
0.2%,6.1%,3.9%,29.8%,14.9%,0.3%,32.0%,9.0%,3.7%,Riverside,2021-04-07,2021-04-06,2021-04-08 06:28:01
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Sacramento,2021-04-07,2021-04-06,2021-04-08 06:28:03
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,San Benito,2021-04-07,2021-04-06,2021-04-08 06:28:06
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,San Bernardino,2021-04-07,2021-04-06,2021-04-08 06:28:08
0.4%,12.3%,2.5%,21.3%,0.6%,0.6%,45.4%,8.9%,8.0%,San Diego,2021-04-07,2021-04-06,2021-04-08 06:28:11
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,San Francisco,2021-04-07,2021-04-06,2021-04-08 06:28:13
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,San Joaquin,2021-04-07,2021-04-06,2021-04-08 06:28:16
0.2%,1.7%,0.5%,10.0%,14.3%,0.2%,39.6%,11.0%,22.6%,San Luis Obispo,2021-04-07,2021-04-06,2021-04-08 06:28:19
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,San Mateo,2021-04-07,2021-04-06,2021-04-08 06:28:21
0.2%,3.2%,0.9%,27.9%,18.9%,0.2%,35.6%,9.8%,3.4%,Santa Barbara,2021-04-07,2021-04-06,2021-04-08 06:28:24
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Santa Clara,2021-04-07,2021-04-06,2021-04-08 06:28:27
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Santa Cruz,2021-04-07,2021-04-06,2021-04-08 06:28:29
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Shasta,2021-04-07,2021-04-06,2021-04-08 06:28:32
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Sierra,2021-04-07,2021-04-06,2021-04-08 06:28:34
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Siskiyou,2021-04-07,2021-04-06,2021-04-08 06:28:37
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Solano,2021-04-07,2021-04-06,2021-04-08 06:28:40
0.3%,13.3%,3.3%,22.3%,13.1%,0.4%,31.7%,9.8%,5.8%,Sonoma,2021-04-07,2021-04-06,2021-04-08 06:28:42
