Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
57.9%,41.8%,0.3%,Alameda,2021-03-18,2021-03-17,2021-03-19 06:19:25
56.9%,42.6%,0.4%,Alpine,2021-03-18,2021-03-17,2021-03-19 06:19:29
56.5%,43.4%,0.1%,Amador,2021-03-18,2021-03-17,2021-03-19 06:19:32
57.7%,42.2%,0.1%,Butte,2021-03-18,2021-03-17,2021-03-19 06:19:36
55.6%,43.9%,0.5%,Calaveras,2021-03-18,2021-03-17,2021-03-19 06:19:39
53.4%,44.5%,2.2%,Colusa,2021-03-18,2021-03-17,2021-03-19 06:19:43
58.1%,41.8%,0.1%,Contra Costa,2021-03-18,2021-03-17,2021-03-19 06:19:46
54.2%,45.6%,0.1%,Del Norte,2021-03-18,2021-03-17,2021-03-19 06:19:50
56.2%,43.7%,0.1%,El Dorado,2021-03-18,2021-03-17,2021-03-19 06:19:54
56.5%,43.4%,0.1%,Fresno,2021-03-18,2021-03-17,2021-03-19 06:19:57
57.6%,42.4%,0.1%,Glenn,2021-03-18,2021-03-17,2021-03-19 06:20:01
59.2%,40.7%,0.1%,Humboldt,2021-03-18,2021-03-17,2021-03-19 06:20:05
55.7%,44.3%,0%,Imperial,2021-03-18,2021-03-17,2021-03-19 06:20:08
53.9%,46%,0.1%,Inyo,2021-03-18,2021-03-17,2021-03-19 06:20:12
56%,43.3%,0.7%,Kern,2021-03-18,2021-03-17,2021-03-19 06:20:15
54.9%,44.6%,0.5%,Kings,2021-03-18,2021-03-17,2021-03-19 06:20:19
55.2%,44.7%,0.1%,Lake,2021-03-18,2021-03-17,2021-03-19 06:20:23
52.6%,47.2%,0.2%,Lassen,2021-03-18,2021-03-17,2021-03-19 06:20:26
57.2%,42.7%,0.1%,Los Angeles,2021-03-18,2021-03-17,2021-03-19 06:20:30
55.7%,44.2%,0.1%,Madera,2021-03-18,2021-03-17,2021-03-19 06:20:33
57.3%,42.6%,0.1%,Marin,2021-03-18,2021-03-17,2021-03-19 06:20:37
54.9%,44.8%,0.3%,Mariposa,2021-03-18,2021-03-17,2021-03-19 06:20:41
54.5%,44.6%,0.9%,Mendocino,2021-03-18,2021-03-17,2021-03-19 06:20:44
57%,42.7%,0.3%,Merced,2021-03-18,2021-03-17,2021-03-19 06:20:48
52.5%,47.5%,0%,Modoc,2021-03-18,2021-03-17,2021-03-19 06:20:51
47.5%,52.5%,0%,Mono,2021-03-18,2021-03-17,2021-03-19 06:20:55
55.9%,40.5%,3.7%,Monterey,2021-03-18,2021-03-17,2021-03-19 06:20:58
53.9%,46%,0.1%,Napa,2021-03-18,2021-03-17,2021-03-19 06:21:02
57.4%,42.5%,0.1%,Nevada,2021-03-18,2021-03-17,2021-03-19 06:21:05
56.8%,42%,1.2%,Orange,2021-03-18,2021-03-17,2021-03-19 06:21:09
58%,41.9%,0.1%,Placer,2021-03-18,2021-03-17,2021-03-19 06:21:13
54.5%,45.5%,0%,Plumas,2021-03-18,2021-03-17,2021-03-19 06:21:16
56.2%,43.7%,0.1%,Riverside,2021-03-18,2021-03-17,2021-03-19 06:21:21
58.1%,41.7%,0.2%,Sacramento,2021-03-18,2021-03-17,2021-03-19 06:21:25
58.1%,41.5%,0.4%,San Benito,2021-03-18,2021-03-17,2021-03-19 06:21:28
58%,41.9%,0.1%,San Bernardino,2021-03-18,2021-03-17,2021-03-19 06:21:32
58%,41.2%,0.7%,San Diego,2021-03-18,2021-03-17,2021-03-19 06:21:36
54%,45.7%,0.3%,San Francisco,2021-03-18,2021-03-17,2021-03-19 06:21:39
56.9%,42.6%,0.4%,San Joaquin,2021-03-18,2021-03-17,2021-03-19 06:21:42
57.2%,42.8%,0.1%,San Luis Obispo,2021-03-18,2021-03-17,2021-03-19 06:21:46
57.7%,42.2%,0.1%,San Mateo,2021-03-18,2021-03-17,2021-03-19 06:21:49
58.1%,41.8%,0.1%,Santa Barbara,2021-03-18,2021-03-17,2021-03-19 06:21:53
58.1%,41.9%,0.1%,Santa Clara,2021-03-18,2021-03-17,2021-03-19 06:21:56
57.7%,41.8%,0.4%,Santa Cruz,2021-03-18,2021-03-17,2021-03-19 06:22:00
57.8%,42.1%,0.1%,Shasta,2021-03-18,2021-03-17,2021-03-19 06:22:03
52.9%,47%,0.1%,Sierra,2021-03-18,2021-03-17,2021-03-19 06:22:07
55.6%,44.3%,0%,Siskiyou,2021-03-18,2021-03-17,2021-03-19 06:22:10
58.1%,41.7%,0.2%,Solano,2021-03-18,2021-03-17,2021-03-19 06:22:14
57.8%,42.1%,0.1%,Sonoma,2021-03-18,2021-03-17,2021-03-19 06:22:18
57.3%,42.4%,0.3%,Stanislaus,2021-03-18,2021-03-17,2021-03-19 06:22:21
57%,42.5%,0.6%,Sutter,2021-03-18,2021-03-17,2021-03-19 06:22:25
56.4%,43.5%,0%,Tehama,2021-03-18,2021-03-17,2021-03-19 06:22:28
50.6%,49.3%,0.2%,Trinity,2021-03-18,2021-03-17,2021-03-19 06:22:32
55.5%,44.5%,0.1%,Tulare,2021-03-18,2021-03-17,2021-03-19 06:22:35
55.4%,44.5%,0.1%,Tuolumne,2021-03-18,2021-03-17,2021-03-19 06:22:39
57.5%,42.5%,0%,Ventura,2021-03-18,2021-03-17,2021-03-19 06:22:42
55.8%,39.8%,4.4%,Yolo,2021-03-18,2021-03-17,2021-03-19 06:22:46
58.3%,41.3%,0.3%,Yuba,2021-03-18,2021-03-17,2021-03-19 06:22:49
