American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3.0%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Alameda,2021-03-24,2021-03-23,2021-03-25 08:27:13
1.8%,0.6%,0.2%,0.6%,0.3%,0.0%,17.6%,0.9%,78.0%,Alpine,2021-03-24,2021-03-22,2021-03-25 08:27:15
0.8%,1.5%,0.4%,7.3%,4.1%,0.3%,67.3%,8.8%,9.6%,Amador,2021-03-24,2021-03-23,2021-03-25 08:27:18
0.3%,11.9%,3.0%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Butte,2021-03-24,2021-03-23,2021-03-25 08:27:21
0.3%,11.9%,3.0%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Calaveras,2021-03-24,2021-03-23,2021-03-25 08:27:24
0.3%,11.9%,3.0%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Colusa,2021-03-24,2021-03-23,2021-03-25 08:27:27
0.2%,10.9%,4.5%,12.4%,11.5%,0.6%,34.7%,7.8%,17.4%,Contra Costa,2021-03-24,2021-03-23,2021-03-25 08:27:30
7.1%,1.7%,0.5%,4.9%,7.9%,0.1%,60.9%,2.5%,14.2%,Del Norte,2021-03-24,2021-03-23,2021-03-25 08:27:33
0.2%,2.8%,0.5%,5.2%,13.4%,0.3%,50.3%,8.0%,19.5%,El Dorado,2021-03-24,2021-03-23,2021-03-25 08:27:35
0.5%,6.9%,2.1%,31.4%,9.3%,0.2%,28.9%,7.9%,12.8%,Fresno,2021-03-24,2021-03-23,2021-03-25 08:27:38
2.2%,1.1%,0.2%,20.6%,8.6%,0.1%,45.0%,10.2%,11.9%,Glenn,2021-03-24,2021-03-23,2021-03-25 08:27:41
3.4%,1.3%,0.6%,5.9%,14.2%,0.2%,64.1%,3.1%,7.1%,Humboldt,2021-03-24,2021-03-23,2021-03-25 08:27:44
0.3%,11.9%,3.0%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Imperial,2021-03-24,2021-03-23,2021-03-25 08:27:46
1.1%,0.9%,0.2%,8.8%,21.7%,0.2%,54.1%,5.1%,7.9%,Inyo,2021-03-24,2021-03-23,2021-03-25 08:27:49
0.3%,4.1%,2.3%,30.9%,11.6%,0.2%,29.3%,11.2%,10.0%,Kern,2021-03-24,2021-03-23,2021-03-25 08:27:52
0.3%,11.9%,3.0%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Kings,2021-03-24,2021-03-23,2021-03-25 08:27:55
1.7%,1.1%,1.2%,16.0%,14.9%,0.1%,55.7%,3.3%,5.9%,Lake,2021-03-24,2021-03-23,2021-03-25 08:27:57
0.3%,11.9%,3.0%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Lassen,2021-03-24,2021-03-23,2021-03-25 08:28:00
0.3%,11.9%,3.0%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Los Angeles,2021-03-24,2021-03-23,2021-03-25 08:28:03
0.3%,11.9%,3.0%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Madera,2021-03-24,2021-03-23,2021-03-25 08:28:06
0.1%,4.0%,1.0%,9.0%,11.6%,0.2%,50.3%,6.4%,17.6%,Marin,2021-03-24,2021-03-23,2021-03-25 08:28:08
0.3%,11.9%,3.0%,19.1%,11.6%,0.4%,30.5%,10.8%,12.4%,Mariposa,2021-03-24,2021-03-23,2021-03-25 08:28:11
