American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,22.2%,6%,10.9%,12%,0.6%,28.4%,9%,10.8%,Alameda,2021-03-15,2021-03-14,2021-03-16 05:46:21
2.2%,0.8%,0%,0.4%,0.4%,0%,21.3%,1%,73.8%,Alpine,2021-03-15,2021-03-12,2021-03-16 05:46:29
0.9%,1.4%,0.4%,6.8%,5.2%,0.2%,68.2%,9.5%,7.3%,Amador,2021-03-15,2021-03-14,2021-03-16 05:46:36
1.2%,2%,0.7%,7%,18.5%,0.1%,57.7%,7.8%,5.1%,Butte,2021-03-15,2021-03-14,2021-03-16 05:46:44
0.3%,0.8%,0.4%,4.3%,1.8%,0.2%,50.1%,8.9%,33.3%,Calaveras,2021-03-15,2021-03-14,2021-03-16 05:46:51
1.2%,0.7%,0.5%,25.3%,6.6%,0.1%,36%,4.9%,24.7%,Colusa,2021-03-15,2021-03-14,2021-03-16 05:46:58
0.2%,11.9%,4.7%,12.2%,13.6%,0.6%,38.1%,8.1%,10.6%,Contra Costa,2021-03-15,2021-03-14,2021-03-16 05:47:06
7.7%,1.9%,0.5%,5.1%,8.8%,0.2%,61.8%,2.2%,11.9%,Del Norte,2021-03-15,2021-03-13,2021-03-16 05:47:13
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,El Dorado,2021-03-15,2021-03-14,2021-03-16 05:47:20
0.5%,7.3%,2.2%,31.9%,11.3%,0.2%,29.9%,7.9%,8.9%,Fresno,2021-03-15,2021-03-14,2021-03-16 05:47:28
2.5%,1.1%,0.2%,19.6%,9.4%,0.1%,48.6%,9.7%,8.9%,Glenn,2021-03-15,2021-03-14,2021-03-16 05:47:35
3.6%,1.3%,0.6%,5.7%,15.8%,0.2%,64.6%,2.8%,5.4%,Humboldt,2021-03-15,2021-03-14,2021-03-16 05:47:42
0.1%,0.8%,0.5%,73.8%,3.1%,0.1%,10.2%,5.5%,6%,Imperial,2021-03-15,2021-03-14,2021-03-16 05:47:49
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Inyo,2021-03-15,2021-03-14,2021-03-16 05:47:56
0.3%,4.2%,2.3%,30.1%,13.6%,0.2%,30.8%,10.7%,7.7%,Kern,2021-03-15,2021-03-14,2021-03-16 05:48:03
0.9%,2.7%,1.9%,40.6%,8.3%,0.1%,28.4%,5.7%,11.5%,Kings,2021-03-15,2021-03-14,2021-03-16 05:48:11
0.7%,1%,1.1%,14.9%,18.1%,0.1%,58.5%,2.7%,2.9%,Lake,2021-03-15,2021-03-14,2021-03-16 05:48:18
1.1%,1.1%,0.8%,5.4%,9.1%,0.2%,62.6%,3.9%,15.8%,Lassen,2021-03-15,2021-03-13,2021-03-16 05:48:25
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Los Angeles,2021-03-15,2021-03-14,2021-03-16 05:48:33
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Madera,2021-03-15,2021-03-14,2021-03-16 05:48:41
0.1%,4.3%,1.1%,8.2%,14%,0.2%,56.8%,6.6%,8.7%,Marin,2021-03-15,2021-03-14,2021-03-16 05:48:48
1.9%,0.5%,0.3%,8%,3.1%,0.2%,63.4%,6.6%,15.9%,Mariposa,2021-03-15,2021-03-13,2021-03-16 05:48:56
0.8%,1.3%,0.3%,16.2%,14.5%,0.2%,50.2%,5.2%,11.3%,Mendocino,2021-03-15,2021-03-13,2021-03-16 05:49:04
0.3%,5.7%,1.7%,33.4%,0.7%,0.3%,29.5%,8.8%,19.6%,Merced,2021-03-15,2021-03-14,2021-03-16 05:49:11
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Modoc,2021-03-15,2021-03-13,2021-03-16 05:49:19
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Mono,2021-03-15,2021-03-14,2021-03-16 05:49:26
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Monterey,2021-03-15,2021-03-14,2021-03-16 05:49:33
0.2%,4.6%,1%,17.8%,8.5%,0.4%,46.2%,6.2%,15.1%,Napa,2021-03-15,2021-03-14,2021-03-16 05:49:41
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Nevada,2021-03-15,2021-03-14,2021-03-16 05:49:49
0.1%,19.1%,0.8%,12.8%,18.2%,0.3%,32.3%,9.2%,7.3%,Orange,2021-03-15,2021-03-14,2021-03-16 05:49:56
0.5%,5.7%,0.9%,10.2%,15.1%,0.4%,49.9%,8.1%,9.2%,Placer,2021-03-15,2021-03-14,2021-03-16 05:50:04
0.8%,0.5%,0.3%,1.8%,6.4%,0%,75%,3.6%,11.5%,Plumas,2021-03-15,2021-03-13,2021-03-16 05:50:11
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Riverside,2021-03-15,2021-03-14,2021-03-16 05:50:19
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Sacramento,2021-03-15,2021-03-14,2021-03-16 05:50:26
0.2%,2.4%,0.7%,31.3%,5.9%,0.3%,25.1%,10.3%,24.1%,San Benito,2021-03-15,2021-03-14,2021-03-16 05:50:32
0.2%,9.2%,4.6%,26.9%,15.4%,0.4%,26.6%,10.7%,6.1%,San Bernardino,2021-03-15,2021-03-14,2021-03-16 05:50:39
0.4%,11.3%,2.3%,18.9%,1.1%,0.6%,45.7%,10.4%,9.2%,San Diego,2021-03-15,2021-03-14,2021-03-16 05:50:47
0.2%,31.7%,3.2%,10.7%,9%,0.3%,28.1%,5.9%,10.9%,San Francisco,2021-03-15,2021-03-14,2021-03-16 05:50:54
0.3%,10.5%,3.6%,13.7%,3%,0.9%,26.5%,16.9%,24.6%,San Joaquin,2021-03-15,2021-03-15,2021-03-16 05:51:02
0.1%,1.1%,0.4%,5.5%,13.3%,0.1%,30%,15.4%,34.1%,San Luis Obispo,2021-03-15,2021-03-14,2021-03-16 05:51:09
0.2%,19.8%,1.2%,10.2%,16.4%,0.6%,31.4%,10.1%,10.1%,San Mateo,2021-03-15,2021-03-14,2021-03-16 05:51:17
0.2%,2.6%,0.8%,19.3%,21.6%,0.2%,36.2%,13.3%,5.9%,Santa Barbara,2021-03-15,2021-03-14,2021-03-16 05:51:23
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Santa Clara,2021-03-15,2021-03-14,2021-03-16 05:51:30
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Santa Cruz,2021-03-15,2021-03-14,2021-03-16 05:51:37
0.8%,1.1%,0.4%,3.1%,23.7%,0.1%,47.1%,11.9%,11.8%,Shasta,2021-03-15,2021-03-14,2021-03-16 05:51:44
0.6%,0.8%,0.1%,8.1%,9.2%,0%,74.4%,3.1%,3.6%,Sierra,2021-03-15,2021-03-13,2021-03-16 05:51:51
1.9%,0.9%,0.5%,5.3%,9.6%,0%,61.9%,4.4%,15.7%,Siskiyou,2021-03-15,2021-03-14,2021-03-16 05:51:59
0.4%,12.8%,7.5%,8.5%,9.1%,1%,32.2%,13.2%,15.3%,Solano,2021-03-15,2021-03-14,2021-03-16 05:52:06
0.6%,2.2%,0.7%,14.2%,13.8%,0.2%,49.2%,9.3%,9.7%,Sonoma,2021-03-15,2021-03-14,2021-03-16 05:52:13
0.5%,5.2%,1.7%,21.7%,1.1%,0.7%,38.9%,9.4%,20.9%,Stanislaus,2021-03-15,2021-03-14,2021-03-16 05:52:21
0.7%,13.7%,1.1%,15.5%,14.4%,0.2%,42.7%,6.8%,4.9%,Sutter,2021-03-15,2021-03-14,2021-03-16 05:52:28
1.2%,0.7%,0.2%,10.7%,9.8%,0.1%,51.8%,9.7%,15.9%,Tehama,2021-03-15,2021-03-14,2021-03-16 05:52:35
1.2%,0.5%,0.2%,2.3%,10.8%,0.3%,67.6%,2.4%,14.6%,Trinity,2021-03-15,2021-03-13,2021-03-16 05:52:42
0.3%,2.7%,0.7%,43.5%,7.4%,0.2%,31.7%,5.7%,7.9%,Tulare,2021-03-15,2021-03-14,2021-03-16 05:52:49
0.4%,1.2%,0.3%,4.1%,1.4%,0.4%,80.4%,6.4%,5.4%,Tuolumne,2021-03-15,2021-03-14,2021-03-16 05:52:56
0.1%,5.4%,0.8%,26.5%,20.6%,0.2%,34.7%,9.5%,2.1%,Ventura,2021-03-15,2021-03-14,2021-03-16 05:53:03
0.5%,6.9%,1.1%,13.2%,9.5%,0.4%,36.1%,9%,23.3%,Yolo,2021-03-15,2021-03-14,2021-03-16 05:53:11
0.3%,12.3%,3%,18.7%,13.9%,0.4%,32%,10.5%,8.9%,Yuba,2021-03-15,2021-03-13,2021-03-16 05:53:18
