American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Alameda,2021-03-26,2021-03-25,2021-03-26 22:20:51
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Alpine,2021-03-26,2021-03-25,2021-03-26 22:20:53
0.8%,1.5%,0.3%,7.2%,4.0%,0.3%,67.1%,8.8%,9.9%,Amador,2021-03-26,2021-03-25,2021-03-26 22:20:56
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Butte,2021-03-26,2021-03-25,2021-03-26 22:20:58
0.4%,1.1%,0.4%,4.7%,1.4%,0.2%,54.2%,8.7%,29.0%,Calaveras,2021-03-26,2021-03-25,2021-03-26 22:21:01
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Colusa,2021-03-26,2021-03-25,2021-03-26 22:21:04
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Contra Costa,2021-03-26,2021-03-25,2021-03-26 22:21:06
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Del Norte,2021-03-26,2021-03-25,2021-03-26 22:21:09
0.2%,2.8%,0.5%,5.4%,12.8%,0.3%,49.7%,7.9%,20.4%,El Dorado,2021-03-26,2021-03-25,2021-03-26 22:21:11
0.5%,6.9%,2.1%,31.4%,9.0%,0.2%,28.8%,7.8%,13.3%,Fresno,2021-03-26,2021-03-25,2021-03-26 22:21:14
2.2%,1.2%,0.2%,20.9%,8.3%,0.1%,43.9%,10.5%,12.6%,Glenn,2021-03-26,2021-03-25,2021-03-26 22:21:17
3.3%,1.3%,0.7%,6.0%,13.7%,0.2%,64.1%,3.1%,7.6%,Humboldt,2021-03-26,2021-03-25,2021-03-26 22:21:19
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Imperial,2021-03-26,2021-03-25,2021-03-26 22:21:22
1.0%,1.0%,0.2%,9.1%,21.3%,0.2%,53.8%,5.1%,8.4%,Inyo,2021-03-26,2021-03-25,2021-03-26 22:21:24
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Kern,2021-03-26,2021-03-25,2021-03-26 22:21:27
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Kings,2021-03-26,2021-03-25,2021-03-26 22:21:29
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Lake,2021-03-26,2021-03-25,2021-03-26 22:21:32
1.1%,1.4%,0.7%,6.8%,7.5%,0.3%,59.8%,3.7%,18.7%,Lassen,2021-03-26,2021-03-25,2021-03-26 22:21:34
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Los Angeles,2021-03-26,2021-03-25,2021-03-26 22:21:37
0.9%,1.8%,1.5%,32.8%,6.5%,0.1%,33.8%,8.3%,14.3%,Madera,2021-03-26,2021-03-25,2021-03-26 22:21:39
