0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,42.6%,23.5%,33.4%,Alameda,2021-04-01,2021-03-31,2021-04-02 14:21:37
0.1%,34.6%,33.7%,31.6%,Alpine,2021-04-01,2021-03-31,2021-04-02 14:21:39
0.1%,18.0%,24.1%,57.8%,Amador,2021-04-01,2021-03-31,2021-04-02 14:21:42
0.3%,32.2%,24.5%,43.0%,Butte,2021-04-01,2021-03-31,2021-04-02 14:21:44
0.3%,16.2%,23.0%,60.5%,Calaveras,2021-04-01,2021-03-31,2021-04-02 14:21:48
0.1%,36.1%,24.7%,39.1%,Colusa,2021-04-01,2021-03-31,2021-04-02 14:21:50
0.6%,34.2%,28.5%,36.8%,Contra Costa,2021-04-01,2021-03-31,2021-04-02 14:21:53
0.5%,38.5%,24.4%,36.6%,Del Norte,2021-04-01,2021-03-31,2021-04-02 14:21:55
0.4%,24.6%,25.6%,49.4%,El Dorado,2021-04-01,2021-03-31,2021-04-02 14:21:58
0.5%,40.8%,25.5%,33.1%,Fresno,2021-04-01,2021-03-31,2021-04-02 14:22:00
0.2%,30.8%,25.2%,43.7%,Glenn,2021-04-01,2021-03-31,2021-04-02 14:22:03
0.2%,34.7%,20.6%,44.5%,Humboldt,2021-04-01,2021-03-31,2021-04-02 14:22:05
0.2%,39.9%,24.0%,35.9%,Imperial,2021-04-01,2021-03-31,2021-04-02 14:22:07
0.3%,27.8%,22.9%,49.0%,Inyo,2021-04-01,2021-03-31,2021-04-02 14:22:10
0.6%,39.8%,25.5%,34.0%,Kern,2021-04-01,2021-03-31,2021-04-02 14:22:12
0.5%,43.0%,27.9%,28.6%,Kings,2021-04-01,2021-03-31,2021-04-02 14:22:15
0.2%,24.3%,25.0%,50.4%,Lake,2021-04-01,2021-03-31,2021-04-02 14:22:17
0.1%,22.7%,26.0%,51.2%,Lassen,2021-04-01,2021-03-31,2021-04-02 14:22:20
0.5%,41.9%,24.7%,33.0%,Los Angeles,2021-04-01,2021-03-31,2021-04-02 14:22:22
0.3%,34.7%,25.4%,39.6%,Madera,2021-04-01,2021-03-31,2021-04-02 14:22:25
1.1%,31.7%,25.9%,41.3%,Marin,2021-04-01,2021-03-31,2021-04-02 14:22:27
0.2%,18.3%,23.0%,58.6%,Mariposa,2021-04-01,2021-03-31,2021-04-02 14:22:29
0.7%,33.8%,24.6%,41.0%,Mendocino,2021-04-01,2021-03-31,2021-04-02 14:22:32
0.5%,39.4%,25.8%,34.3%,Merced,2021-04-01,2021-03-31,2021-04-02 14:22:34
0.1%,19.2%,26.0%,54.7%,Modoc,2021-04-01,2021-03-31,2021-04-02 14:22:37
1.5%,45.3%,28.5%,24.8%,Mono,2021-04-01,2021-03-31,2021-04-02 14:22:39
0.4%,41.4%,23.7%,34.5%,Monterey,2021-04-01,2021-03-31,2021-04-02 14:22:41
0.3%,36.8%,23.9%,38.9%,Napa,2021-04-01,2021-03-31,2021-04-02 14:22:44
0.5%,22.8%,21.4%,55.3%,Nevada,2021-04-01,2021-03-31,2021-04-02 14:22:46
0.5%,38.1%,24.6%,36.8%,Orange,2021-04-01,2021-03-31,2021-04-02 14:22:49
0.5%,28.9%,23.1%,47.5%,Placer,2021-04-01,2021-03-31,2021-04-02 14:22:52
0.1%,20.3%,21.7%,57.9%,Plumas,2021-04-01,2021-03-31,2021-04-02 14:22:54
0.4%,32.8%,24.7%,42.1%,Riverside,2021-04-01,2021-03-31,2021-04-02 14:22:57
0.5%,37.6%,24.7%,37.3%,Sacramento,2021-04-01,2021-03-31,2021-04-02 14:22:59
0.3%,38.8%,25.3%,35.7%,San Benito,2021-04-01,2021-03-31,2021-04-02 14:23:02
0.6%,37.9%,25.6%,35.9%,San Bernardino,2021-04-01,2021-03-31,2021-04-02 14:23:04
0.4%,37.2%,22.0%,40.4%,San Diego,2021-04-01,2021-03-31,2021-04-02 14:23:06
0.3%,45.9%,22.9%,30.9%,San Francisco,2021-04-01,2021-03-31,2021-04-02 14:23:09
0.5%,36.8%,26.1%,36.5%,San Joaquin,2021-04-01,2021-03-31,2021-04-02 14:23:11
0.3%,28.2%,20.7%,50.8%,San Luis Obispo,2021-04-01,2021-03-31,2021-04-02 14:23:14
0.6%,39.2%,24.0%,36.2%,San Mateo,2021-04-01,2021-03-31,2021-04-02 14:23:16
0.3%,35.3%,22.5%,41.9%,Santa Barbara,2021-04-01,2021-03-31,2021-04-02 14:23:19
0.6%,39.1%,24.2%,36.1%,Santa Clara,2021-04-01,2021-03-31,2021-04-02 14:23:22
0.5%,36.2%,23.4%,40.0%,Santa Cruz,2021-04-01,2021-03-31,2021-04-02 14:23:24
0.3%,23.8%,22.9%,53.0%,Shasta,2021-04-01,2021-03-31,2021-04-02 14:23:26
0.0%,21.1%,27.7%,51.2%,Sierra,2021-04-01,2021-03-31,2021-04-02 14:23:29
0.4%,22.0%,23.1%,54.6%,Siskiyou,2021-04-01,2021-03-31,2021-04-02 14:23:31
0.4%,34.1%,26.6%,38.9%,Solano,2021-04-01,2021-03-31,2021-04-02 14:23:33
0.4%,33.3%,24.2%,42.1%,Sonoma,2021-04-01,2021-03-31,2021-04-02 14:23:36
0.6%,36.0%,26.2%,37.2%,Stanislaus,2021-04-01,2021-03-31,2021-04-02 14:23:39
0.2%,32.0%,26.0%,41.7%,Sutter,2021-04-01,2021-03-31,2021-04-02 14:23:41
0.1%,24.8%,25.6%,49.5%,Tehama,2021-04-01,2021-03-31,2021-04-02 14:23:44
0.1%,19.8%,22.5%,57.6%,Trinity,2021-04-01,2021-03-31,2021-04-02 14:23:46
0.6%,41.8%,26.3%,31.3%,Tulare,2021-04-01,2021-03-31,2021-04-02 14:23:48
0.1%,19.4%,25.3%,55.1%,Tuolumne,2021-04-01,2021-03-31,2021-04-02 14:23:51
0.5%,36.2%,24.0%,39.2%,Ventura,2021-04-01,2021-03-31,2021-04-02 14:23:53
0.6%,44.0%,22.5%,33.0%,Yolo,2021-04-01,2021-03-31,2021-04-02 14:23:56
0.2%,30.0%,25.7%,44.1%,Yuba,2021-04-01,2021-03-31,2021-04-02 14:23:58
