Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
54.6%,45.1%,0.3%,Alameda,2021-04-15,2021-04-14,2021-04-16 06:22:37
54.3%,45.3%,0.4%,Alpine,2021-04-15,2021-04-14,2021-04-16 06:22:39
55.1%,44.7%,0.2%,Amador,2021-04-15,2021-04-14,2021-04-16 06:22:41
55.3%,44.6%,0.1%,Butte,2021-04-15,2021-04-14,2021-04-16 06:22:44
53.9%,45.5%,0.7%,Calaveras,2021-04-15,2021-04-14,2021-04-16 06:22:46
50.4%,49.0%,0.6%,Colusa,2021-04-15,2021-04-14,2021-04-16 06:22:48
54.8%,45.1%,0.1%,Contra Costa,2021-04-15,2021-04-14,2021-04-16 06:22:51
53.3%,46.5%,0.1%,Del Norte,2021-04-15,2021-04-14,2021-04-16 06:22:53
54.6%,45.3%,0.1%,El Dorado,2021-04-15,2021-04-14,2021-04-16 06:22:56
54.8%,45.1%,0.1%,Fresno,2021-04-15,2021-04-14,2021-04-16 06:22:58
54.3%,45.6%,0.1%,Glenn,2021-04-15,2021-04-14,2021-04-16 06:23:01
55.3%,44.5%,0.2%,Humboldt,2021-04-15,2021-04-14,2021-04-16 06:23:03
52.9%,47.1%,0.04%,Imperial,2021-04-15,2021-04-14,2021-04-16 06:23:05
52.0%,47.9%,0.1%,Inyo,2021-04-15,2021-04-14,2021-04-16 06:23:08
54.2%,45.3%,0.6%,Kern,2021-04-15,2021-04-14,2021-04-16 06:23:10
54.1%,45.5%,0.4%,Kings,2021-04-15,2021-04-14,2021-04-16 06:23:13
54.0%,45.9%,0.1%,Lake,2021-04-15,2021-04-14,2021-04-16 06:23:15
52.1%,47.7%,0.2%,Lassen,2021-04-15,2021-04-14,2021-04-16 06:23:17
54.5%,45.3%,0.2%,Los Angeles,2021-04-15,2021-04-14,2021-04-16 06:23:20
54.1%,45.8%,0.1%,Madera,2021-04-15,2021-04-14,2021-04-16 06:23:22
54.9%,45.0%,0.1%,Marin,2021-04-15,2021-04-14,2021-04-16 06:23:25
53.6%,46.1%,0.3%,Mariposa,2021-04-15,2021-04-14,2021-04-16 06:23:27
53.3%,46.4%,0.4%,Mendocino,2021-04-15,2021-04-14,2021-04-16 06:23:29
54.6%,45.0%,0.4%,Merced,2021-04-15,2021-04-14,2021-04-16 06:23:32
52.6%,47.4%,0.000%,Modoc,2021-04-15,2021-04-14,2021-04-16 06:23:34
47.8%,52.2%,0.01%,Mono,2021-04-15,2021-04-14,2021-04-16 06:23:37
52.7%,45.7%,1.6%,Monterey,2021-04-15,2021-04-14,2021-04-16 06:23:39
53.0%,47.0%,0.1%,Napa,2021-04-15,2021-04-14,2021-04-16 06:23:41
55.1%,44.8%,0.1%,Nevada,2021-04-15,2021-04-14,2021-04-16 06:23:44
54.1%,44.8%,1.1%,Orange,2021-04-15,2021-04-14,2021-04-16 06:23:46
55.9%,44.0%,0.1%,Placer,2021-04-15,2021-04-14,2021-04-16 06:23:48
53.4%,46.5%,0.1%,Plumas,2021-04-15,2021-04-14,2021-04-16 06:23:51
54.3%,45.7%,0.1%,Riverside,2021-04-15,2021-04-14,2021-04-16 06:23:53
56.1%,43.7%,0.2%,Sacramento,2021-04-15,2021-04-14,2021-04-16 06:23:55
54.4%,45.3%,0.2%,San Benito,2021-04-15,2021-04-14,2021-04-16 06:23:58
55.4%,44.4%,0.2%,San Bernardino,2021-04-15,2021-04-14,2021-04-16 06:24:00
55.4%,43.7%,0.9%,San Diego,2021-04-15,2021-04-14,2021-04-16 06:24:03
54.3%,45.3%,0.4%,San Francisco,2021-04-15,2021-04-14,2021-04-16 06:24:05
55.0%,44.1%,0.9%,San Joaquin,2021-04-15,2021-04-14,2021-04-16 06:24:07
55.0%,44.8%,0.2%,San Luis Obispo,2021-04-15,2021-04-14,2021-04-16 06:24:10
54.7%,45.2%,0.1%,San Mateo,2021-04-15,2021-04-14,2021-04-16 06:24:12
54.1%,45.8%,0.1%,Santa Barbara,2021-04-15,2021-04-14,2021-04-16 06:24:15
53.6%,46.3%,0.1%,Santa Clara,2021-04-15,2021-04-14,2021-04-16 06:24:17
54.8%,44.8%,0.3%,Santa Cruz,2021-04-15,2021-04-14,2021-04-16 06:24:19
56.4%,43.4%,0.1%,Shasta,2021-04-15,2021-04-14,2021-04-16 06:24:22
52.2%,47.7%,0.1%,Sierra,2021-04-15,2021-04-13,2021-04-16 06:24:24
54.4%,45.6%,0.1%,Siskiyou,2021-04-15,2021-04-14,2021-04-16 06:24:27
55.7%,43.7%,0.5%,Solano,2021-04-15,2021-04-14,2021-04-16 06:24:29
55.2%,44.8%,0.1%,Sonoma,2021-04-15,2021-04-14,2021-04-16 06:24:31
55.3%,44.3%,0.5%,Stanislaus,2021-04-15,2021-04-14,2021-04-16 06:24:34
54.8%,45.1%,0.2%,Sutter,2021-04-15,2021-04-14,2021-04-16 06:24:36
55.0%,44.8%,0.1%,Tehama,2021-04-15,2021-04-14,2021-04-16 06:24:38
50.0%,49.9%,0.1%,Trinity,2021-04-15,2021-04-13,2021-04-16 06:24:41
54.3%,45.7%,0.1%,Tulare,2021-04-15,2021-04-14,2021-04-16 06:24:43
54.4%,45.5%,0.1%,Tuolumne,2021-04-15,2021-04-14,2021-04-16 06:24:45
54.6%,45.3%,0.05%,Ventura,2021-04-15,2021-04-14,2021-04-16 06:24:48
55.0%,43.3%,1.7%,Yolo,2021-04-15,2021-04-14,2021-04-16 06:24:50
55.8%,44.0%,0.1%,Yuba,2021-04-15,2021-04-14,2021-04-16 06:24:53
