American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Alameda,2021-03-19,2021-03-18,2021-03-20 02:34:06
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Alpine,2021-03-19,2021-03-18,2021-03-20 02:34:11
0.9%,1.5%,0.3%,7.1%,4.5%,0.3%,67.1%,9.1%,9.2%,Amador,2021-03-19,2021-03-18,2021-03-20 02:34:15
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Butte,2021-03-19,2021-03-18,2021-03-20 02:34:18
0.4%,1%,0.4%,4.4%,1.6%,0.1%,51.4%,8.7%,31.9%,Calaveras,2021-03-19,2021-03-18,2021-03-20 02:34:22
1.1%,0.7%,0.5%,26.2%,6%,0.1%,34.1%,5.4%,25.9%,Colusa,2021-03-19,2021-03-18,2021-03-20 02:34:26
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Contra Costa,2021-03-19,2021-03-18,2021-03-20 02:34:29
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Del Norte,2021-03-19,2021-03-18,2021-03-20 02:34:33
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,El Dorado,2021-03-19,2021-03-18,2021-03-20 02:34:37
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Fresno,2021-03-19,2021-03-18,2021-03-20 02:34:40
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Glenn,2021-03-19,2021-03-18,2021-03-20 02:34:44
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Humboldt,2021-03-19,2021-03-18,2021-03-20 02:34:47
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Imperial,2021-03-19,2021-03-18,2021-03-20 02:34:51
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Inyo,2021-03-19,2021-03-18,2021-03-20 02:34:54
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Kern,2021-03-19,2021-03-18,2021-03-20 02:34:58
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Kings,2021-03-19,2021-03-18,2021-03-20 02:35:02
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Lake,2021-03-19,2021-03-18,2021-03-20 02:35:05
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Lassen,2021-03-19,2021-03-18,2021-03-20 02:35:09
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Los Angeles,2021-03-19,2021-03-18,2021-03-20 02:35:12
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Madera,2021-03-19,2021-03-18,2021-03-20 02:35:16
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Marin,2021-03-19,2021-03-18,2021-03-20 02:35:20
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Mariposa,2021-03-19,2021-03-18,2021-03-20 02:35:23
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Mendocino,2021-03-19,2021-03-18,2021-03-20 02:35:27
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Merced,2021-03-19,2021-03-18,2021-03-20 02:35:30
2.4%,1.5%,0.9%,7.2%,4.8%,0.1%,72.6%,1.7%,8.8%,Modoc,2021-03-19,2021-03-18,2021-03-20 02:35:34
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Mono,2021-03-19,2021-03-18,2021-03-20 02:35:37
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Monterey,2021-03-19,2021-03-18,2021-03-20 02:35:41
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Napa,2021-03-19,2021-03-18,2021-03-20 02:35:44
0.7%,0.6%,0.2%,5%,17.8%,0.1%,62.6%,5.9%,6.9%,Nevada,2021-03-19,2021-03-18,2021-03-20 02:35:48
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Orange,2021-03-19,2021-03-18,2021-03-20 02:35:52
0.4%,5.4%,0.9%,9.5%,13.6%,0.4%,47.4%,8%,14.4%,Placer,2021-03-19,2021-03-18,2021-03-20 02:35:55
0.8%,0.5%,0.3%,1.8%,6.3%,0%,74.8%,3.6%,11.9%,Plumas,2021-03-19,2021-03-18,2021-03-20 02:35:59
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Riverside,2021-03-19,2021-03-18,2021-03-20 02:36:03
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Sacramento,2021-03-19,2021-03-18,2021-03-20 02:36:06
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,San Benito,2021-03-19,2021-03-18,2021-03-20 02:36:10
0.2%,9.1%,4.8%,26.9%,14.1%,0.4%,26.2%,11.5%,6.9%,San Bernardino,2021-03-19,2021-03-18,2021-03-20 02:36:13
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,San Diego,2021-03-19,2021-03-18,2021-03-20 02:36:17
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,San Francisco,2021-03-19,2021-03-18,2021-03-20 02:36:21
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,San Joaquin,2021-03-19,2021-03-18,2021-03-20 02:36:24
0.1%,1.1%,0.4%,5.8%,12.7%,0.1%,29.8%,15.3%,34.7%,San Luis Obispo,2021-03-19,2021-03-18,2021-03-20 02:36:28
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,San Mateo,2021-03-19,2021-03-18,2021-03-20 02:36:31
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Santa Barbara,2021-03-19,2021-03-18,2021-03-20 02:36:35
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Santa Clara,2021-03-19,2021-03-18,2021-03-20 02:36:38
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Santa Cruz,2021-03-19,2021-03-18,2021-03-20 02:36:42
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Shasta,2021-03-19,2021-03-18,2021-03-20 02:36:46
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Sierra,2021-03-19,2021-03-18,2021-03-20 02:36:49
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Siskiyou,2021-03-19,2021-03-18,2021-03-20 02:36:53
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Solano,2021-03-19,2021-03-18,2021-03-20 02:36:56
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Sonoma,2021-03-19,2021-03-18,2021-03-20 02:37:00
0.4%,5%,1.6%,22.1%,1%,0.6%,36.3%,9%,24%,Stanislaus,2021-03-19,2021-03-18,2021-03-20 02:37:04
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Sutter,2021-03-19,2021-03-18,2021-03-20 02:37:07
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Tehama,2021-03-19,2021-03-18,2021-03-20 02:37:11
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Trinity,2021-03-19,2021-03-18,2021-03-20 02:37:14
0.2%,2.7%,0.6%,43.7%,6.8%,0.2%,30.8%,5.8%,9.1%,Tulare,2021-03-19,2021-03-18,2021-03-20 02:37:18
0.4%,1.3%,0.3%,4.3%,1.3%,0.4%,79.5%,6.3%,6.3%,Tuolumne,2021-03-19,2021-03-18,2021-03-20 02:37:22
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Ventura,2021-03-19,2021-03-18,2021-03-20 02:37:25
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Yolo,2021-03-19,2021-03-18,2021-03-20 02:37:29
0.3%,12%,3%,18.8%,12.7%,0.4%,31%,10.6%,11.1%,Yuba,2021-03-19,2021-03-18,2021-03-20 02:37:32
