Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
57.5%,42.2%,0.3%,Alameda,2021-03-22,2021-03-21,2021-03-23 04:21:38
47.1%,52.4%,0.5%,Alpine,2021-03-22,2021-03-19,2021-03-23 04:21:41
56.2%,43.7%,0.1%,Amador,2021-03-22,2021-03-21,2021-03-23 04:21:45
57.5%,42.5%,0.1%,Butte,2021-03-22,2021-03-21,2021-03-23 04:21:48
55.1%,44.2%,0.8%,Calaveras,2021-03-22,2021-03-21,2021-03-23 04:21:51
52.1%,45.9%,2%,Colusa,2021-03-22,2021-03-20,2021-03-23 04:21:54
57.7%,42.2%,0.1%,Contra Costa,2021-03-22,2021-03-21,2021-03-23 04:21:58
53.9%,46%,0.1%,Del Norte,2021-03-22,2021-03-21,2021-03-23 04:22:01
55.9%,44%,0.1%,El Dorado,2021-03-22,2021-03-21,2021-03-23 04:22:04
56.2%,43.8%,0.1%,Fresno,2021-03-22,2021-03-21,2021-03-23 04:22:08
57.1%,42.7%,0.1%,Glenn,2021-03-22,2021-03-20,2021-03-23 04:22:11
58.5%,41.3%,0.1%,Humboldt,2021-03-22,2021-03-21,2021-03-23 04:22:14
54.9%,45%,0%,Imperial,2021-03-22,2021-03-21,2021-03-23 04:22:18
53.6%,46.3%,0.1%,Inyo,2021-03-22,2021-03-20,2021-03-23 04:22:21
55.7%,43.7%,0.6%,Kern,2021-03-22,2021-03-21,2021-03-23 04:22:24
55.1%,44.5%,0.4%,Kings,2021-03-22,2021-03-21,2021-03-23 04:22:28
54.6%,45.4%,0.1%,Lake,2021-03-22,2021-03-21,2021-03-23 04:22:31
52.8%,47.1%,0.1%,Lassen,2021-03-22,2021-03-21,2021-03-23 04:22:34
56.6%,43.2%,0.2%,Los Angeles,2021-03-22,2021-03-21,2021-03-23 04:22:37
55.1%,44.8%,0.1%,Madera,2021-03-22,2021-03-21,2021-03-23 04:22:41
56.9%,43%,0.1%,Marin,2021-03-22,2021-03-21,2021-03-23 04:22:44
53.7%,45.9%,0.4%,Mariposa,2021-03-22,2021-03-21,2021-03-23 04:22:48
54.2%,45%,0.8%,Mendocino,2021-03-22,2021-03-21,2021-03-23 04:22:51
55.5%,44%,0.4%,Merced,2021-03-22,2021-03-21,2021-03-23 04:22:54
52.7%,47.3%,0%,Modoc,2021-03-22,2021-03-20,2021-03-23 04:22:57
47.4%,52.5%,0%,Mono,2021-03-22,2021-03-21,2021-03-23 04:23:01
55%,41.7%,3.3%,Monterey,2021-03-22,2021-03-21,2021-03-23 04:23:04
53.6%,46.4%,0.1%,Napa,2021-03-22,2021-03-21,2021-03-23 04:23:07
57%,42.9%,0.1%,Nevada,2021-03-22,2021-03-21,2021-03-23 04:23:11
56.3%,42.6%,1.1%,Orange,2021-03-22,2021-03-21,2021-03-23 04:23:14
57.5%,42.4%,0.1%,Placer,2021-03-22,2021-03-21,2021-03-23 04:23:17
54.4%,45.5%,0%,Plumas,2021-03-22,2021-03-20,2021-03-23 04:23:20
55.8%,44.1%,0.1%,Riverside,2021-03-22,2021-03-21,2021-03-23 04:23:24
57.7%,42.1%,0.2%,Sacramento,2021-03-22,2021-03-21,2021-03-23 04:23:27
57.1%,42.5%,0.4%,San Benito,2021-03-22,2021-03-21,2021-03-23 04:23:30
57.6%,42.3%,0.1%,San Bernardino,2021-03-22,2021-03-21,2021-03-23 04:23:34
57.6%,41.6%,0.8%,San Diego,2021-03-22,2021-03-21,2021-03-23 04:23:37
53.4%,46.3%,0.3%,San Francisco,2021-03-22,2021-03-21,2021-03-23 04:23:41
57.1%,42.2%,0.7%,San Joaquin,2021-03-22,2021-03-21,2021-03-23 04:23:44
57%,43%,0.1%,San Luis Obispo,2021-03-22,2021-03-21,2021-03-23 04:23:47
57.2%,42.7%,0.1%,San Mateo,2021-03-22,2021-03-21,2021-03-23 04:23:51
57.2%,42.7%,0.1%,Santa Barbara,2021-03-22,2021-03-21,2021-03-23 04:23:54
57.4%,42.5%,0.1%,Santa Clara,2021-03-22,2021-03-21,2021-03-23 04:23:57
57.2%,42.3%,0.4%,Santa Cruz,2021-03-22,2021-03-21,2021-03-23 04:24:01
57.6%,42.3%,0.1%,Shasta,2021-03-22,2021-03-21,2021-03-23 04:24:04
52.2%,47.6%,0.2%,Sierra,2021-03-22,2021-03-18,2021-03-23 04:24:07
55.5%,44.5%,0%,Siskiyou,2021-03-22,2021-03-21,2021-03-23 04:24:10
57.6%,42.2%,0.2%,Solano,2021-03-22,2021-03-21,2021-03-23 04:24:14
57.2%,42.7%,0.1%,Sonoma,2021-03-22,2021-03-21,2021-03-23 04:24:17
56.6%,43%,0.4%,Stanislaus,2021-03-22,2021-03-21,2021-03-23 04:24:20
56%,43.5%,0.5%,Sutter,2021-03-22,2021-03-21,2021-03-23 04:24:23
56.1%,43.8%,0%,Tehama,2021-03-22,2021-03-20,2021-03-23 04:24:27
50.5%,49.3%,0.2%,Trinity,2021-03-22,2021-03-20,2021-03-23 04:24:30
55.2%,44.7%,0.1%,Tulare,2021-03-22,2021-03-21,2021-03-23 04:24:33
55%,44.9%,0.1%,Tuolumne,2021-03-22,2021-03-21,2021-03-23 04:24:37
56.4%,43.6%,0%,Ventura,2021-03-22,2021-03-21,2021-03-23 04:24:40
55.5%,40.4%,4.1%,Yolo,2021-03-22,2021-03-21,2021-03-23 04:24:44
57.6%,42.1%,0.3%,Yuba,2021-03-22,2021-03-21,2021-03-23 04:24:47
