Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
54.6%,45.1%,0.3%,Alameda,2021-04-15,2021-04-14,2021-04-16 12:29:20
47.1%,52.7%,0.2%,Alpine,2021-04-15,2021-04-08,2021-04-16 12:29:23
55.1%,44.7%,0.2%,Amador,2021-04-15,2021-04-14,2021-04-16 12:29:25
55.3%,44.6%,0.1%,Butte,2021-04-15,2021-04-14,2021-04-16 12:29:27
53.9%,45.5%,0.7%,Calaveras,2021-04-15,2021-04-14,2021-04-16 12:29:30
50.4%,49.0%,0.6%,Colusa,2021-04-15,2021-04-14,2021-04-16 12:29:32
54.8%,45.1%,0.1%,Contra Costa,2021-04-15,2021-04-14,2021-04-16 12:29:35
53.3%,46.5%,0.1%,Del Norte,2021-04-15,2021-04-14,2021-04-16 12:29:37
54.6%,45.3%,0.1%,El Dorado,2021-04-15,2021-04-14,2021-04-16 12:29:40
54.8%,45.1%,0.1%,Fresno,2021-04-15,2021-04-14,2021-04-16 12:29:42
54.3%,45.6%,0.1%,Glenn,2021-04-15,2021-04-14,2021-04-16 12:29:45
54.3%,45.3%,0.4%,Humboldt,2021-04-15,2021-04-14,2021-04-16 12:29:47
52.9%,47.1%,0.04%,Imperial,2021-04-15,2021-04-14,2021-04-16 12:29:50
52.0%,47.9%,0.1%,Inyo,2021-04-15,2021-04-14,2021-04-16 12:29:52
54.2%,45.3%,0.6%,Kern,2021-04-15,2021-04-14,2021-04-16 12:29:54
54.1%,45.5%,0.4%,Kings,2021-04-15,2021-04-14,2021-04-16 12:29:57
54.0%,45.9%,0.1%,Lake,2021-04-15,2021-04-14,2021-04-16 12:29:59
52.1%,47.7%,0.2%,Lassen,2021-04-15,2021-04-14,2021-04-16 12:30:02
54.5%,45.3%,0.2%,Los Angeles,2021-04-15,2021-04-14,2021-04-16 12:30:04
54.1%,45.8%,0.1%,Madera,2021-04-15,2021-04-14,2021-04-16 12:30:06
54.9%,45.0%,0.1%,Marin,2021-04-15,2021-04-14,2021-04-16 12:30:09
53.6%,46.1%,0.3%,Mariposa,2021-04-15,2021-04-14,2021-04-16 12:30:11
53.3%,46.4%,0.4%,Mendocino,2021-04-15,2021-04-14,2021-04-16 12:30:14
54.3%,45.3%,0.4%,Merced,2021-04-15,2021-04-14,2021-04-16 12:30:16
52.6%,47.4%,0.000%,Modoc,2021-04-15,2021-04-14,2021-04-16 12:30:19
47.8%,52.2%,0.01%,Mono,2021-04-15,2021-04-14,2021-04-16 12:30:21
52.7%,45.7%,1.6%,Monterey,2021-04-15,2021-04-14,2021-04-16 12:30:24
54.3%,45.3%,0.4%,Napa,2021-04-15,2021-04-14,2021-04-16 12:30:26
55.1%,44.8%,0.1%,Nevada,2021-04-15,2021-04-14,2021-04-16 12:30:29
54.1%,44.8%,1.1%,Orange,2021-04-15,2021-04-14,2021-04-16 12:30:31
55.9%,44.0%,0.1%,Placer,2021-04-15,2021-04-14,2021-04-16 12:30:33
53.4%,46.5%,0.1%,Plumas,2021-04-15,2021-04-14,2021-04-16 12:30:36
54.3%,45.7%,0.1%,Riverside,2021-04-15,2021-04-14,2021-04-16 12:30:38
56.1%,43.7%,0.2%,Sacramento,2021-04-15,2021-04-14,2021-04-16 12:30:41
54.4%,45.3%,0.2%,San Benito,2021-04-15,2021-04-14,2021-04-16 12:30:43
54.3%,45.3%,0.4%,San Bernardino,2021-04-15,2021-04-14,2021-04-16 12:30:46
55.4%,43.7%,0.9%,San Diego,2021-04-15,2021-04-14,2021-04-16 12:30:48
51.1%,48.6%,0.3%,San Francisco,2021-04-15,2021-04-14,2021-04-16 12:30:51
55.0%,44.1%,0.9%,San Joaquin,2021-04-15,2021-04-14,2021-04-16 12:30:53
55.0%,44.8%,0.2%,San Luis Obispo,2021-04-15,2021-04-14,2021-04-16 12:30:56
54.7%,45.2%,0.1%,San Mateo,2021-04-15,2021-04-14,2021-04-16 12:30:58
54.1%,45.8%,0.1%,Santa Barbara,2021-04-15,2021-04-14,2021-04-16 12:31:01
53.6%,46.3%,0.1%,Santa Clara,2021-04-15,2021-04-14,2021-04-16 12:31:03
54.8%,44.8%,0.3%,Santa Cruz,2021-04-15,2021-04-14,2021-04-16 12:31:05
56.4%,43.4%,0.1%,Shasta,2021-04-15,2021-04-14,2021-04-16 12:31:08
52.2%,47.7%,0.1%,Sierra,2021-04-15,2021-04-13,2021-04-16 12:31:10
54.4%,45.6%,0.1%,Siskiyou,2021-04-15,2021-04-14,2021-04-16 12:31:12
55.7%,43.7%,0.5%,Solano,2021-04-15,2021-04-14,2021-04-16 12:31:15
55.2%,44.8%,0.1%,Sonoma,2021-04-15,2021-04-14,2021-04-16 12:31:17
55.3%,44.3%,0.5%,Stanislaus,2021-04-15,2021-04-14,2021-04-16 12:31:20
54.8%,45.1%,0.2%,Sutter,2021-04-15,2021-04-14,2021-04-16 12:31:22
55.0%,44.8%,0.1%,Tehama,2021-04-15,2021-04-14,2021-04-16 12:31:25
50.0%,49.9%,0.1%,Trinity,2021-04-15,2021-04-13,2021-04-16 12:31:27
54.3%,45.7%,0.1%,Tulare,2021-04-15,2021-04-14,2021-04-16 12:31:29
54.4%,45.5%,0.1%,Tuolumne,2021-04-15,2021-04-14,2021-04-16 12:31:32
54.6%,45.3%,0.05%,Ventura,2021-04-15,2021-04-14,2021-04-16 12:31:34
55.0%,43.3%,1.7%,Yolo,2021-04-15,2021-04-14,2021-04-16 12:31:37
55.8%,44.0%,0.1%,Yuba,2021-04-15,2021-04-14,2021-04-16 12:31:39
