American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Alameda,2021-03-18,2021-03-17,2021-03-19 02:34:20
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Alpine,2021-03-18,2021-03-17,2021-03-19 02:34:24
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Amador,2021-03-18,2021-03-17,2021-03-19 02:34:27
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Butte,2021-03-18,2021-03-17,2021-03-19 02:34:31
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Calaveras,2021-03-18,2021-03-17,2021-03-19 02:34:34
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Colusa,2021-03-18,2021-03-17,2021-03-19 02:34:38
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Contra Costa,2021-03-18,2021-03-17,2021-03-19 02:34:41
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Del Norte,2021-03-18,2021-03-17,2021-03-19 02:34:45
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,El Dorado,2021-03-18,2021-03-17,2021-03-19 02:34:49
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Fresno,2021-03-18,2021-03-17,2021-03-19 02:34:52
2.4%,1.1%,0.2%,19.9%,9.2%,0.1%,47.1%,10.2%,9.9%,Glenn,2021-03-18,2021-03-17,2021-03-19 02:34:56
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Humboldt,2021-03-18,2021-03-17,2021-03-19 02:35:00
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Imperial,2021-03-18,2021-03-17,2021-03-19 02:35:03
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Inyo,2021-03-18,2021-03-17,2021-03-19 02:35:07
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Kern,2021-03-18,2021-03-17,2021-03-19 02:35:11
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Kings,2021-03-18,2021-03-17,2021-03-19 02:35:14
1.9%,1%,1.1%,15.6%,16.8%,0.1%,56.6%,2.9%,4%,Lake,2021-03-18,2021-03-17,2021-03-19 02:35:18
1%,1.3%,0.7%,6.1%,8.2%,0.2%,61.3%,3.8%,17.4%,Lassen,2021-03-18,2021-03-17,2021-03-19 02:35:21
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Los Angeles,2021-03-18,2021-03-17,2021-03-19 02:35:24
1%,1.8%,1.5%,32.6%,7.5%,0.2%,36.4%,7.8%,11.4%,Madera,2021-03-18,2021-03-17,2021-03-19 02:35:28
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Marin,2021-03-18,2021-03-17,2021-03-19 02:35:31
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Mariposa,2021-03-18,2021-03-17,2021-03-19 02:35:35
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Mendocino,2021-03-18,2021-03-17,2021-03-19 02:35:39
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Merced,2021-03-18,2021-03-17,2021-03-19 02:35:42
2.4%,1.5%,0.9%,7.3%,4.8%,0.1%,73.1%,1.6%,8.3%,Modoc,2021-03-18,2021-03-17,2021-03-19 02:35:46
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Mono,2021-03-18,2021-03-17,2021-03-19 02:35:50
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Monterey,2021-03-18,2021-03-17,2021-03-19 02:35:53
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Napa,2021-03-18,2021-03-17,2021-03-19 02:35:57
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Nevada,2021-03-18,2021-03-17,2021-03-19 02:36:00
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Orange,2021-03-18,2021-03-17,2021-03-19 02:36:04
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Placer,2021-03-18,2021-03-17,2021-03-19 02:36:08
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Plumas,2021-03-18,2021-03-17,2021-03-19 02:36:12
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Riverside,2021-03-18,2021-03-17,2021-03-19 02:36:15
0.4%,10.8%,4.1%,8.2%,10.5%,0.9%,32.6%,11.5%,20.9%,Sacramento,2021-03-18,2021-03-17,2021-03-19 02:36:19
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,San Benito,2021-03-18,2021-03-17,2021-03-19 02:36:22
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,San Bernardino,2021-03-18,2021-03-17,2021-03-19 02:36:26
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,San Diego,2021-03-18,2021-03-17,2021-03-19 02:36:30
0.2%,30.2%,3.1%,10.6%,8.3%,0.3%,27.1%,5.9%,14.3%,San Francisco,2021-03-18,2021-03-17,2021-03-19 02:36:34
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,San Joaquin,2021-03-18,2021-03-17,2021-03-19 02:36:37
0.1%,1.1%,0.4%,5.7%,12.8%,0.1%,29.8%,15.3%,34.6%,San Luis Obispo,2021-03-18,2021-03-17,2021-03-19 02:36:41
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,San Mateo,2021-03-18,2021-03-17,2021-03-19 02:36:45
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Santa Barbara,2021-03-18,2021-03-17,2021-03-19 02:36:48
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Santa Clara,2021-03-18,2021-03-17,2021-03-19 02:36:52
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Santa Cruz,2021-03-18,2021-03-17,2021-03-19 02:36:56
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Shasta,2021-03-18,2021-03-17,2021-03-19 02:36:59
0.6%,0.8%,0.1%,8.2%,9.1%,0%,74.3%,3.1%,3.8%,Sierra,2021-03-18,2021-03-17,2021-03-19 02:37:03
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Siskiyou,2021-03-18,2021-03-17,2021-03-19 02:37:07
0.3%,11.8%,7%,8.5%,8%,1%,29.6%,12.3%,21.5%,Solano,2021-03-18,2021-03-17,2021-03-19 02:37:11
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Sonoma,2021-03-18,2021-03-17,2021-03-19 02:37:14
0.4%,5%,1.6%,22.1%,1.1%,0.6%,37.2%,9.2%,22.7%,Stanislaus,2021-03-18,2021-03-17,2021-03-19 02:37:18
0.6%,13.4%,1%,15.6%,14.2%,0.2%,41.9%,7%,6.1%,Sutter,2021-03-18,2021-03-17,2021-03-19 02:37:21
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Tehama,2021-03-18,2021-03-17,2021-03-19 02:37:25
1.2%,0.8%,0.2%,2.4%,10.2%,0.3%,66%,2.7%,16.2%,Trinity,2021-03-18,2021-03-17,2021-03-19 02:37:29
