Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
57.7%,42%,0.3%,Alameda,2021-03-20,2021-03-19,2021-03-21 12:28:00
47%,52.5%,0.5%,Alpine,2021-03-20,2021-03-18,2021-03-21 12:28:04
56.2%,43.7%,0.1%,Amador,2021-03-20,2021-03-19,2021-03-21 12:28:07
57.6%,42.4%,0.1%,Butte,2021-03-20,2021-03-19,2021-03-21 12:28:11
55.1%,44.2%,0.8%,Calaveras,2021-03-20,2021-03-19,2021-03-21 12:28:15
52.3%,45.6%,2%,Colusa,2021-03-20,2021-03-19,2021-03-21 12:28:18
57.9%,42%,0.1%,Contra Costa,2021-03-20,2021-03-19,2021-03-21 12:28:22
56.7%,42.9%,0.4%,Del Norte,2021-03-20,2021-03-19,2021-03-21 12:28:25
55.9%,44%,0.1%,El Dorado,2021-03-20,2021-03-19,2021-03-21 12:28:29
56.3%,43.6%,0.1%,Fresno,2021-03-20,2021-03-19,2021-03-21 12:28:33
57.3%,42.6%,0.1%,Glenn,2021-03-20,2021-03-19,2021-03-21 12:28:36
58.8%,41.1%,0.1%,Humboldt,2021-03-20,2021-03-19,2021-03-21 12:28:39
55.1%,44.8%,0%,Imperial,2021-03-20,2021-03-19,2021-03-21 12:28:43
53.6%,46.3%,0.1%,Inyo,2021-03-20,2021-03-19,2021-03-21 12:28:47
55.8%,43.5%,0.6%,Kern,2021-03-20,2021-03-19,2021-03-21 12:28:50
54.9%,44.6%,0.5%,Kings,2021-03-20,2021-03-19,2021-03-21 12:28:54
54.7%,45.2%,0.1%,Lake,2021-03-20,2021-03-19,2021-03-21 12:28:57
52.8%,47.1%,0.1%,Lassen,2021-03-20,2021-03-19,2021-03-21 12:29:01
56.8%,43%,0.2%,Los Angeles,2021-03-20,2021-03-19,2021-03-21 12:29:04
55.3%,44.6%,0.1%,Madera,2021-03-20,2021-03-19,2021-03-21 12:29:08
57%,42.9%,0.1%,Marin,2021-03-20,2021-03-19,2021-03-21 12:29:12
53.7%,46%,0.4%,Mariposa,2021-03-20,2021-03-19,2021-03-21 12:29:15
54.4%,44.8%,0.8%,Mendocino,2021-03-20,2021-03-19,2021-03-21 12:29:19
55.7%,43.9%,0.4%,Merced,2021-03-20,2021-03-19,2021-03-21 12:29:22
52.6%,47.4%,0%,Modoc,2021-03-20,2021-03-19,2021-03-21 12:29:26
47.5%,52.5%,0%,Mono,2021-03-20,2021-03-18,2021-03-21 12:29:29
55.6%,41%,3.4%,Monterey,2021-03-20,2021-03-19,2021-03-21 12:29:33
53.8%,46.1%,0.1%,Napa,2021-03-20,2021-03-19,2021-03-21 12:29:36
57.1%,42.8%,0.1%,Nevada,2021-03-20,2021-03-19,2021-03-21 12:29:40
56.6%,42.3%,1.1%,Orange,2021-03-20,2021-03-19,2021-03-21 12:29:43
57.7%,42.3%,0.1%,Placer,2021-03-20,2021-03-19,2021-03-21 12:29:47
54.4%,45.6%,0%,Plumas,2021-03-20,2021-03-19,2021-03-21 12:29:51
55.9%,44%,0.1%,Riverside,2021-03-20,2021-03-19,2021-03-21 12:29:54
57.8%,42%,0.2%,Sacramento,2021-03-20,2021-03-19,2021-03-21 12:29:58
57.3%,42.3%,0.4%,San Benito,2021-03-20,2021-03-19,2021-03-21 12:30:01
57.7%,42.1%,0.1%,San Bernardino,2021-03-20,2021-03-19,2021-03-21 12:30:05
57.8%,41.4%,0.7%,San Diego,2021-03-20,2021-03-19,2021-03-21 12:30:08
53.7%,46%,0.3%,San Francisco,2021-03-20,2021-03-19,2021-03-21 12:30:11
57.4%,41.9%,0.6%,San Joaquin,2021-03-20,2021-03-19,2021-03-21 12:30:15
57.1%,42.9%,0.1%,San Luis Obispo,2021-03-20,2021-03-19,2021-03-21 12:30:18
57.5%,42.5%,0.1%,San Mateo,2021-03-20,2021-03-19,2021-03-21 12:30:22
57.5%,42.4%,0.1%,Santa Barbara,2021-03-20,2021-03-19,2021-03-21 12:30:26
57.8%,42.2%,0.1%,Santa Clara,2021-03-20,2021-03-19,2021-03-21 12:30:29
57.4%,42.2%,0.4%,Santa Cruz,2021-03-20,2021-03-19,2021-03-21 12:30:32
57.6%,42.3%,0.1%,Shasta,2021-03-20,2021-03-19,2021-03-21 12:30:36
52.3%,47.5%,0.2%,Sierra,2021-03-20,2021-03-18,2021-03-21 12:30:39
55.6%,44.4%,0%,Siskiyou,2021-03-20,2021-03-19,2021-03-21 12:30:43
57.8%,42%,0.2%,Solano,2021-03-20,2021-03-19,2021-03-21 12:30:46
57.5%,42.5%,0.1%,Sonoma,2021-03-20,2021-03-19,2021-03-21 12:30:50
56.9%,42.7%,0.4%,Stanislaus,2021-03-20,2021-03-19,2021-03-21 12:30:53
56.4%,43%,0.5%,Sutter,2021-03-20,2021-03-19,2021-03-21 12:30:57
56.2%,43.7%,0%,Tehama,2021-03-20,2021-03-19,2021-03-21 12:31:00
50.6%,49.2%,0.2%,Trinity,2021-03-20,2021-03-19,2021-03-21 12:31:04
55.3%,44.6%,0.1%,Tulare,2021-03-20,2021-03-19,2021-03-21 12:31:09
55.1%,44.8%,0.1%,Tuolumne,2021-03-20,2021-03-19,2021-03-21 12:31:12
56.6%,43.4%,0%,Ventura,2021-03-20,2021-03-19,2021-03-21 12:31:16
55.7%,40.2%,4.2%,Yolo,2021-03-20,2021-03-19,2021-03-21 12:31:19
57.7%,42%,0.3%,Yuba,2021-03-20,2021-03-19,2021-03-21 12:31:23
