0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,42.9%,24.6%,32.0%,Alameda,2021-04-03,2021-04-02,2021-04-04 01:00:54
0.1%,34.3%,34.3%,31.3%,Alpine,2021-04-03,2021-04-01,2021-04-04 01:00:57
0.1%,18.1%,24.2%,57.6%,Amador,2021-04-03,2021-04-02,2021-04-04 01:00:59
0.5%,33.4%,24.6%,41.5%,Butte,2021-04-03,2021-04-02,2021-04-04 01:01:02
0.3%,16.6%,23.3%,59.7%,Calaveras,2021-04-03,2021-04-02,2021-04-04 01:01:04
0.2%,36.8%,25.6%,37.4%,Colusa,2021-04-03,2021-04-02,2021-04-04 01:01:08
0.7%,35.0%,29.2%,35.1%,Contra Costa,2021-04-03,2021-04-02,2021-04-04 01:01:10
0.1%,25.1%,26.4%,48.4%,Del Norte,2021-04-03,2021-04-02,2021-04-04 01:01:13
0.5%,24.7%,26.5%,48.3%,El Dorado,2021-04-03,2021-04-02,2021-04-04 01:01:15
0.6%,41.2%,25.8%,32.4%,Fresno,2021-04-03,2021-04-02,2021-04-04 01:01:18
0.3%,31.2%,26.1%,42.5%,Glenn,2021-04-03,2021-04-02,2021-04-04 01:01:20
0.2%,35.7%,21.7%,42.4%,Humboldt,2021-04-03,2021-04-02,2021-04-04 01:01:23
0.3%,40.6%,24.5%,34.6%,Imperial,2021-04-03,2021-04-02,2021-04-04 01:01:25
0.3%,27.9%,24.0%,47.8%,Inyo,2021-04-03,2021-04-02,2021-04-04 01:01:27
0.7%,40.2%,26.1%,32.9%,Kern,2021-04-03,2021-04-02,2021-04-04 01:01:30
0.5%,43.2%,28.2%,28.1%,Kings,2021-04-03,2021-04-02,2021-04-04 01:01:33
0.2%,24.5%,25.7%,49.6%,Lake,2021-04-03,2021-04-02,2021-04-04 01:01:36
0.1%,23.1%,26.4%,50.4%,Lassen,2021-04-03,2021-04-02,2021-04-04 01:01:38
0.5%,38.9%,25.3%,35.3%,Los Angeles,2021-04-03,2021-04-02,2021-04-04 01:01:40
0.4%,35.0%,25.8%,38.8%,Madera,2021-04-03,2021-04-02,2021-04-04 01:01:43
