0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
1.1%,32.0%,26.8%,40.1%,Marin,2021-04-03,2021-04-02,2021-04-04 01:01:45
0.2%,19.3%,25.4%,55.1%,Mariposa,2021-04-03,2021-04-02,2021-04-04 01:01:48
0.6%,31.9%,24.2%,43.2%,Mendocino,2021-04-03,2021-04-02,2021-04-04 01:01:51
0.5%,40.0%,25.8%,33.7%,Merced,2021-04-03,2021-04-02,2021-04-04 01:01:54
0.1%,19.8%,26.2%,53.9%,Modoc,2021-04-03,2021-04-01,2021-04-04 01:01:56
1.5%,45.4%,28.5%,24.7%,Mono,2021-04-03,2021-04-01,2021-04-04 01:01:59
0.4%,41.6%,24.7%,33.2%,Monterey,2021-04-03,2021-04-02,2021-04-04 01:02:01
0.4%,37.0%,24.3%,38.3%,Napa,2021-04-03,2021-04-02,2021-04-04 01:02:04
0.5%,22.8%,23.1%,53.6%,Nevada,2021-04-03,2021-04-02,2021-04-04 01:02:07
0.6%,38.7%,25.3%,35.5%,Orange,2021-04-03,2021-04-02,2021-04-04 01:02:09
0.5%,28.9%,23.9%,46.7%,Placer,2021-04-03,2021-04-02,2021-04-04 01:02:11
0.1%,20.4%,21.9%,57.5%,Plumas,2021-04-03,2021-04-02,2021-04-04 01:02:14
0.5%,33.0%,26.0%,40.5%,Riverside,2021-04-03,2021-04-02,2021-04-04 01:02:17
0.5%,37.7%,25.2%,36.6%,Sacramento,2021-04-03,2021-04-02,2021-04-04 01:02:19
0.3%,39.4%,26.3%,33.9%,San Benito,2021-04-03,2021-04-02,2021-04-04 01:02:22
0.6%,38.1%,26.8%,34.5%,San Bernardino,2021-04-03,2021-04-02,2021-04-04 01:02:24
0.5%,37.6%,22.9%,39.0%,San Diego,2021-04-03,2021-04-02,2021-04-04 01:02:27
0.4%,46.1%,23.9%,29.7%,San Francisco,2021-04-03,2021-04-02,2021-04-04 01:02:30
0.6%,37.3%,26.6%,35.6%,San Joaquin,2021-04-03,2021-04-02,2021-04-04 01:02:32
0.3%,28.8%,22.0%,48.8%,San Luis Obispo,2021-04-03,2021-04-02,2021-04-04 01:02:34
0.6%,39.5%,25.1%,34.8%,San Mateo,2021-04-03,2021-04-02,2021-04-04 01:02:37
0.3%,35.8%,23.7%,40.1%,Santa Barbara,2021-04-03,2021-04-02,2021-04-04 01:02:40
0.6%,39.5%,25.7%,34.2%,Santa Clara,2021-04-03,2021-04-02,2021-04-04 01:02:43
0.5%,36.6%,24.4%,38.5%,Santa Cruz,2021-04-03,2021-04-02,2021-04-04 01:02:45
0.3%,24.0%,23.5%,52.2%,Shasta,2021-04-03,2021-04-02,2021-04-04 01:02:48
0.0%,21.3%,28.0%,50.8%,Sierra,2021-04-03,2021-04-01,2021-04-04 01:02:50
0.4%,22.2%,23.5%,53.9%,Siskiyou,2021-04-03,2021-04-02,2021-04-04 01:02:53
0.4%,34.7%,27.1%,37.9%,Solano,2021-04-03,2021-04-02,2021-04-04 01:02:55
0.5%,33.6%,24.9%,41.0%,Sonoma,2021-04-03,2021-04-02,2021-04-04 01:02:58
0.7%,36.5%,26.5%,36.3%,Stanislaus,2021-04-03,2021-04-02,2021-04-04 01:03:00
0.2%,32.6%,26.5%,40.8%,Sutter,2021-04-03,2021-04-02,2021-04-04 01:03:03
0.2%,24.8%,26.5%,48.5%,Tehama,2021-04-03,2021-04-02,2021-04-04 01:03:05
0.1%,20.3%,24.1%,55.6%,Trinity,2021-04-03,2021-04-02,2021-04-04 01:03:08
0.7%,42.2%,26.4%,30.7%,Tulare,2021-04-03,2021-04-02,2021-04-04 01:03:10
0.1%,19.5%,25.7%,54.6%,Tuolumne,2021-04-03,2021-04-02,2021-04-04 01:03:13
0.6%,36.2%,25.4%,37.8%,Ventura,2021-04-03,2021-04-02,2021-04-04 01:03:15
0.6%,44.0%,23.4%,32.0%,Yolo,2021-04-03,2021-04-02,2021-04-04 01:03:18
0.2%,30.7%,26.3%,42.8%,Yuba,2021-04-03,2021-04-02,2021-04-04 01:03:21
