0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.1%,32%,19.9%,48%,Santa Clara,2021-03-18,2021-03-17,2021-03-19 02:36:52
0.1%,31.5%,19.2%,49.3%,Santa Cruz,2021-03-18,2021-03-17,2021-03-19 02:36:56
0.1%,21.2%,19.5%,59.2%,Shasta,2021-03-18,2021-03-17,2021-03-19 02:36:59
0%,17%,26.2%,56.9%,Sierra,2021-03-18,2021-03-17,2021-03-19 02:37:03
0.1%,18%,20.3%,61.6%,Siskiyou,2021-03-18,2021-03-17,2021-03-19 02:37:07
0.1%,30.7%,22.1%,47.1%,Solano,2021-03-18,2021-03-17,2021-03-19 02:37:11
0.1%,28.9%,19.5%,51.6%,Sonoma,2021-03-18,2021-03-17,2021-03-19 02:37:14
0.3%,29.5%,22.5%,47.8%,Stanislaus,2021-03-18,2021-03-17,2021-03-19 02:37:18
0.1%,27%,21.2%,51.7%,Sutter,2021-03-18,2021-03-17,2021-03-19 02:37:22
0%,23.4%,22.2%,54.4%,Tehama,2021-03-18,2021-03-17,2021-03-19 02:37:25
0%,16.7%,18.2%,65%,Trinity,2021-03-18,2021-03-17,2021-03-19 02:37:29
0.1%,38.3%,23.9%,37.7%,Tulare,2021-03-18,2021-03-17,2021-03-19 02:37:33
0.1%,16.3%,19.8%,63.8%,Tuolumne,2021-03-18,2021-03-17,2021-03-19 02:37:36
0.1%,30.4%,19.3%,50.2%,Ventura,2021-03-18,2021-03-17,2021-03-19 02:37:40
0.2%,39.5%,19.7%,40.6%,Yolo,2021-03-18,2021-03-17,2021-03-19 02:37:44
0.1%,24.7%,19.5%,55.7%,Yuba,2021-03-18,2021-03-17,2021-03-19 02:37:47
