0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.1%,33%,20.3%,46.6%,Alameda,2021-03-18,2021-03-17,2021-03-19 02:34:20
0.1%,33%,20.3%,46.6%,Alpine,2021-03-18,2021-03-17,2021-03-19 02:34:24
0.1%,33%,20.3%,46.6%,Amador,2021-03-18,2021-03-17,2021-03-19 02:34:27
0.1%,33%,20.3%,46.6%,Butte,2021-03-18,2021-03-17,2021-03-19 02:34:31
0.1%,33%,20.3%,46.6%,Calaveras,2021-03-18,2021-03-17,2021-03-19 02:34:34
0.1%,33%,20.3%,46.6%,Colusa,2021-03-18,2021-03-17,2021-03-19 02:34:38
0.1%,30.3%,21.6%,47.9%,Contra Costa,2021-03-18,2021-03-17,2021-03-19 02:34:42
0.1%,23.2%,22.9%,53.8%,Del Norte,2021-03-18,2021-03-17,2021-03-19 02:34:45
0.1%,20.8%,20.3%,58.8%,El Dorado,2021-03-18,2021-03-17,2021-03-19 02:34:49
0.1%,36.8%,23.3%,39.7%,Fresno,2021-03-18,2021-03-17,2021-03-19 02:34:52
0.1%,25%,20.1%,54.9%,Glenn,2021-03-18,2021-03-17,2021-03-19 02:34:56
0%,30.5%,18.2%,51.2%,Humboldt,2021-03-18,2021-03-17,2021-03-19 02:35:00
0%,33.4%,19.1%,47.4%,Imperial,2021-03-18,2021-03-17,2021-03-19 02:35:03
0.1%,24%,17.2%,58.8%,Inyo,2021-03-18,2021-03-17,2021-03-19 02:35:07
0.1%,34.8%,22.3%,42.8%,Kern,2021-03-18,2021-03-17,2021-03-19 02:35:11
0.1%,37.2%,25.7%,37%,Kings,2021-03-18,2021-03-17,2021-03-19 02:35:15
0%,21.6%,19%,59.3%,Lake,2021-03-18,2021-03-17,2021-03-19 02:35:18
0.1%,33%,20.3%,46.6%,Lassen,2021-03-18,2021-03-17,2021-03-19 02:35:21
0.1%,33%,20.3%,46.6%,Los Angeles,2021-03-18,2021-03-17,2021-03-19 02:35:24
0.1%,29.3%,22.2%,48.4%,Madera,2021-03-18,2021-03-17,2021-03-19 02:35:28
0.3%,24.9%,21.6%,53.2%,Marin,2021-03-18,2021-03-17,2021-03-19 02:35:32
0.1%,33%,20.3%,46.6%,Mariposa,2021-03-18,2021-03-17,2021-03-19 02:35:35
0.3%,31.9%,23%,44.8%,Mendocino,2021-03-18,2021-03-17,2021-03-19 02:35:39
0.2%,31.9%,22.3%,45.6%,Merced,2021-03-18,2021-03-17,2021-03-19 02:35:42
0%,17.7%,23%,59.3%,Modoc,2021-03-18,2021-03-17,2021-03-19 02:35:46
0.2%,38.4%,29.2%,32.2%,Mono,2021-03-18,2021-03-17,2021-03-19 02:35:50
0%,33.2%,19.4%,47.3%,Monterey,2021-03-18,2021-03-17,2021-03-19 02:35:53
0.1%,31.1%,21%,47.8%,Napa,2021-03-18,2021-03-17,2021-03-19 02:35:57
0.1%,33%,20.3%,46.6%,Nevada,2021-03-18,2021-03-17,2021-03-19 02:36:01
0.1%,33%,20.3%,46.6%,Orange,2021-03-18,2021-03-17,2021-03-19 02:36:04
0.1%,24.3%,18.2%,57.4%,Placer,2021-03-18,2021-03-17,2021-03-19 02:36:08
0.1%,33%,20.3%,46.6%,Plumas,2021-03-18,2021-03-17,2021-03-19 02:36:12
0.1%,28%,19.9%,52.1%,Riverside,2021-03-18,2021-03-17,2021-03-19 02:36:16
0.1%,32.9%,21.3%,45.7%,Sacramento,2021-03-18,2021-03-17,2021-03-19 02:36:19
0%,32.8%,20.7%,46.4%,San Benito,2021-03-18,2021-03-17,2021-03-19 02:36:23
0.1%,33.2%,21.6%,45.1%,San Bernardino,2021-03-18,2021-03-17,2021-03-19 02:36:26
0.1%,31.7%,18.2%,50%,San Diego,2021-03-18,2021-03-17,2021-03-19 02:36:30
0.1%,40.3%,20.6%,38.9%,San Francisco,2021-03-18,2021-03-17,2021-03-19 02:36:34
0.2%,30.4%,22.1%,47.3%,San Joaquin,2021-03-18,2021-03-17,2021-03-19 02:36:38
0%,21.8%,14.9%,63.2%,San Luis Obispo,2021-03-18,2021-03-17,2021-03-19 02:36:41
0.2%,34.2%,20.9%,44.7%,San Mateo,2021-03-18,2021-03-17,2021-03-19 02:36:45
0.1%,26.9%,15.9%,57.2%,Santa Barbara,2021-03-18,2021-03-17,2021-03-19 02:36:48
