Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
54.6%,45.1%,0.3%,Alameda,2021-04-15,2021-04-14,2021-04-16 00:58:17
47.1%,52.7%,0.2%,Alpine,2021-04-15,2021-04-08,2021-04-16 00:58:19
55.1%,44.7%,0.2%,Amador,2021-04-15,2021-04-14,2021-04-16 00:58:22
55.3%,44.6%,0.1%,Butte,2021-04-15,2021-04-14,2021-04-16 00:58:24
53.9%,45.5%,0.7%,Calaveras,2021-04-15,2021-04-14,2021-04-16 00:58:27
50.4%,49.0%,0.6%,Colusa,2021-04-15,2021-04-14,2021-04-16 00:58:29
54.8%,45.1%,0.1%,Contra Costa,2021-04-15,2021-04-14,2021-04-16 00:58:32
53.3%,46.5%,0.1%,Del Norte,2021-04-15,2021-04-14,2021-04-16 00:58:34
54.6%,45.3%,0.1%,El Dorado,2021-04-15,2021-04-14,2021-04-16 00:58:37
54.8%,45.1%,0.1%,Fresno,2021-04-15,2021-04-14,2021-04-16 00:58:39
54.3%,45.6%,0.1%,Glenn,2021-04-15,2021-04-14,2021-04-16 00:58:42
55.3%,44.5%,0.2%,Humboldt,2021-04-15,2021-04-14,2021-04-16 00:58:44
52.9%,47.1%,0.04%,Imperial,2021-04-15,2021-04-14,2021-04-16 00:58:46
52.0%,47.9%,0.1%,Inyo,2021-04-15,2021-04-14,2021-04-16 00:58:49
54.2%,45.3%,0.6%,Kern,2021-04-15,2021-04-14,2021-04-16 00:58:52
54.1%,45.5%,0.4%,Kings,2021-04-15,2021-04-14,2021-04-16 00:58:54
54.0%,45.9%,0.1%,Lake,2021-04-15,2021-04-14,2021-04-16 00:58:57
52.1%,47.7%,0.2%,Lassen,2021-04-15,2021-04-14,2021-04-16 00:58:59
54.5%,45.3%,0.2%,Los Angeles,2021-04-15,2021-04-14,2021-04-16 00:59:01
54.1%,45.8%,0.1%,Madera,2021-04-15,2021-04-14,2021-04-16 00:59:04
54.9%,45.0%,0.1%,Marin,2021-04-15,2021-04-14,2021-04-16 00:59:06
53.6%,46.1%,0.3%,Mariposa,2021-04-15,2021-04-14,2021-04-16 00:59:09
53.3%,46.4%,0.4%,Mendocino,2021-04-15,2021-04-14,2021-04-16 00:59:11
54.6%,45.0%,0.4%,Merced,2021-04-15,2021-04-14,2021-04-16 00:59:14
52.6%,47.4%,0.000%,Modoc,2021-04-15,2021-04-14,2021-04-16 00:59:16
47.8%,52.2%,0.01%,Mono,2021-04-15,2021-04-14,2021-04-16 00:59:19
52.7%,45.7%,1.6%,Monterey,2021-04-15,2021-04-14,2021-04-16 00:59:21
53.0%,47.0%,0.1%,Napa,2021-04-15,2021-04-14,2021-04-16 00:59:24
55.1%,44.8%,0.1%,Nevada,2021-04-15,2021-04-14,2021-04-16 00:59:26
54.1%,44.8%,1.1%,Orange,2021-04-15,2021-04-14,2021-04-16 00:59:29
55.9%,44.0%,0.1%,Placer,2021-04-15,2021-04-14,2021-04-16 00:59:32
53.4%,46.5%,0.1%,Plumas,2021-04-15,2021-04-14,2021-04-16 00:59:34
54.3%,45.7%,0.1%,Riverside,2021-04-15,2021-04-14,2021-04-16 00:59:37
56.1%,43.7%,0.2%,Sacramento,2021-04-15,2021-04-14,2021-04-16 00:59:39
54.4%,45.3%,0.2%,San Benito,2021-04-15,2021-04-14,2021-04-16 00:59:42
55.4%,44.4%,0.2%,San Bernardino,2021-04-15,2021-04-14,2021-04-16 00:59:44
55.4%,43.7%,0.9%,San Diego,2021-04-15,2021-04-14,2021-04-16 00:59:46
51.1%,48.6%,0.3%,San Francisco,2021-04-15,2021-04-14,2021-04-16 00:59:49
55.0%,44.1%,0.9%,San Joaquin,2021-04-15,2021-04-14,2021-04-16 00:59:51
55.0%,44.8%,0.2%,San Luis Obispo,2021-04-15,2021-04-14,2021-04-16 00:59:54
54.7%,45.2%,0.1%,San Mateo,2021-04-15,2021-04-14,2021-04-16 00:59:56
54.1%,45.8%,0.1%,Santa Barbara,2021-04-15,2021-04-14,2021-04-16 00:59:59
53.6%,46.3%,0.1%,Santa Clara,2021-04-15,2021-04-14,2021-04-16 01:00:01
54.8%,44.8%,0.3%,Santa Cruz,2021-04-15,2021-04-14,2021-04-16 01:00:04
56.4%,43.4%,0.1%,Shasta,2021-04-15,2021-04-14,2021-04-16 01:00:06
52.2%,47.7%,0.1%,Sierra,2021-04-15,2021-04-13,2021-04-16 01:00:08
54.4%,45.6%,0.1%,Siskiyou,2021-04-15,2021-04-14,2021-04-16 01:00:11
55.7%,43.7%,0.5%,Solano,2021-04-15,2021-04-14,2021-04-16 01:00:14
55.2%,44.8%,0.1%,Sonoma,2021-04-15,2021-04-14,2021-04-16 01:00:16
55.3%,44.3%,0.5%,Stanislaus,2021-04-15,2021-04-14,2021-04-16 01:00:19
54.8%,45.1%,0.2%,Sutter,2021-04-15,2021-04-14,2021-04-16 01:00:21
55.0%,44.8%,0.1%,Tehama,2021-04-15,2021-04-14,2021-04-16 01:00:23
50.0%,49.9%,0.1%,Trinity,2021-04-15,2021-04-13,2021-04-16 01:00:26
54.3%,45.7%,0.1%,Tulare,2021-04-15,2021-04-14,2021-04-16 01:00:28
54.4%,45.5%,0.1%,Tuolumne,2021-04-15,2021-04-14,2021-04-16 01:00:31
54.6%,45.3%,0.05%,Ventura,2021-04-15,2021-04-14,2021-04-16 01:00:33
55.0%,43.3%,1.7%,Yolo,2021-04-15,2021-04-14,2021-04-16 01:00:36
55.8%,44.0%,0.1%,Yuba,2021-04-15,2021-04-14,2021-04-16 01:00:38
