American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Alameda,2021-03-21,2021-03-20,2021-03-21 22:19:01
1.9%,0.6%,0%,0.3%,0.3%,0%,17.5%,1.1%,78.2%,Alpine,2021-03-21,2021-03-18,2021-03-21 22:19:04
0.9%,1.4%,0.3%,7%,4.4%,0.3%,66.8%,9.2%,9.7%,Amador,2021-03-21,2021-03-20,2021-03-21 22:19:08
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Butte,2021-03-21,2021-03-20,2021-03-21 22:19:11
0.4%,1%,0.4%,4.6%,1.6%,0.1%,51.6%,8.8%,31.5%,Calaveras,2021-03-21,2021-03-20,2021-03-21 22:19:15
1.1%,0.7%,0.4%,27%,5.8%,0.1%,33.5%,5.4%,26%,Colusa,2021-03-21,2021-03-20,2021-03-21 22:19:18
0.2%,11.1%,4.6%,12.3%,12%,0.6%,35.4%,7.9%,16.1%,Contra Costa,2021-03-21,2021-03-20,2021-03-21 22:19:22
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Del Norte,2021-03-21,2021-03-20,2021-03-21 22:19:26
0.3%,2.8%,0.5%,4.9%,14%,0.3%,51.1%,8%,18.2%,El Dorado,2021-03-21,2021-03-20,2021-03-21 22:19:30
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Fresno,2021-03-21,2021-03-20,2021-03-21 22:19:33
2.3%,1.1%,0.2%,20.3%,8.9%,0.1%,45.9%,10.3%,11%,Glenn,2021-03-21,2021-03-20,2021-03-21 22:19:37
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Humboldt,2021-03-21,2021-03-20,2021-03-21 22:19:40
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Imperial,2021-03-21,2021-03-20,2021-03-21 22:19:44
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Inyo,2021-03-21,2021-03-20,2021-03-21 22:19:47
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Kern,2021-03-21,2021-03-20,2021-03-21 22:19:51
0.8%,2.7%,2%,41%,7.2%,0.2%,27.6%,5.9%,12.6%,Kings,2021-03-21,2021-03-20,2021-03-21 22:19:55
1.7%,1%,1.1%,16.1%,15.3%,0.1%,55.9%,3.2%,5.5%,Lake,2021-03-21,2021-03-20,2021-03-21 22:19:57
1.1%,1.3%,0.7%,6.1%,8%,0.3%,60.9%,3.7%,17.9%,Lassen,2021-03-21,2021-03-19,2021-03-21 22:20:02
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Los Angeles,2021-03-21,2021-03-20,2021-03-21 22:20:05
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Madera,2021-03-21,2021-03-20,2021-03-21 22:20:09
