American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Alameda,2021-03-26,2021-03-25,2021-03-27 04:26:07
1.7%,0.6%,0.3%,0.6%,0.3%,0.0%,17.8%,0.9%,77.9%,Alpine,2021-03-26,2021-03-25,2021-03-27 04:26:09
0.8%,1.5%,0.3%,7.2%,4.0%,0.3%,67.1%,8.8%,9.9%,Amador,2021-03-26,2021-03-25,2021-03-27 04:26:11
1.1%,2.2%,0.7%,7.4%,15.8%,0.1%,56.6%,8.0%,8.0%,Butte,2021-03-26,2021-03-25,2021-03-27 04:26:14
0.4%,1.1%,0.4%,4.7%,1.4%,0.2%,54.2%,8.7%,29.0%,Calaveras,2021-03-26,2021-03-25,2021-03-27 04:26:16
0.3%,11.8%,3.0%,19.3%,11.2%,0.4%,30.2%,10.9%,12.9%,Colusa,2021-03-26,2021-03-25,2021-03-27 04:26:19
0.2%,10.8%,4.5%,12.5%,11.1%,0.6%,34.3%,7.8%,18.3%,Contra Costa,2021-03-26,2021-03-25,2021-03-27 04:26:21
6.8%,1.7%,0.5%,5.0%,7.8%,0.1%,60.9%,2.7%,14.5%,Del Norte,2021-03-26,2021-03-25,2021-03-27 04:26:23
0.2%,2.8%,0.5%,5.4%,12.8%,0.3%,49.7%,7.9%,20.4%,El Dorado,2021-03-26,2021-03-25,2021-03-27 04:26:26
0.5%,6.9%,2.1%,31.4%,9.0%,0.2%,28.8%,7.8%,13.3%,Fresno,2021-03-26,2021-03-25,2021-03-27 04:26:28
2.2%,1.2%,0.2%,20.9%,8.3%,0.1%,43.9%,10.5%,12.6%,Glenn,2021-03-26,2021-03-25,2021-03-27 04:26:31
3.3%,1.3%,0.7%,6.0%,13.7%,0.2%,64.1%,3.1%,7.6%,Humboldt,2021-03-26,2021-03-25,2021-03-27 04:26:33
0.1%,0.7%,0.4%,66.2%,2.1%,0.1%,9.7%,6.6%,14.1%,Imperial,2021-03-26,2021-03-25,2021-03-27 04:26:36
1.0%,1.0%,0.2%,9.1%,21.3%,0.2%,53.8%,5.1%,8.4%,Inyo,2021-03-26,2021-03-25,2021-03-27 04:26:38
0.4%,4.1%,2.4%,31.0%,11.3%,0.3%,29.0%,11.4%,10.3%,Kern,2021-03-26,2021-03-25,2021-03-27 04:26:40
0.7%,2.6%,2.0%,40.9%,6.6%,0.2%,27.2%,6.3%,13.5%,Kings,2021-03-26,2021-03-25,2021-03-27 04:26:43
1.7%,1.1%,1.2%,16.0%,14.6%,0.1%,55.5%,3.5%,6.3%,Lake,2021-03-26,2021-03-25,2021-03-27 04:26:45
1.1%,1.4%,0.7%,6.8%,7.5%,0.3%,59.8%,3.7%,18.7%,Lassen,2021-03-26,2021-03-25,2021-03-27 04:26:47
0.2%,12.4%,4.4%,24.7%,16.4%,0.4%,19.6%,14.4%,7.5%,Los Angeles,2021-03-26,2021-03-25,2021-03-27 04:26:49
0.9%,1.8%,1.5%,32.8%,6.5%,0.1%,33.8%,8.3%,14.3%,Madera,2021-03-26,2021-03-25,2021-03-27 04:26:52
0.1%,3.9%,1.0%,9.3%,11.3%,0.2%,49.5%,6.4%,18.3%,Marin,2021-03-26,2021-03-25,2021-03-27 04:26:54
1.9%,0.8%,0.3%,7.3%,2.4%,0.1%,62.0%,5.1%,20.2%,Mariposa,2021-03-26,2021-03-25,2021-03-27 04:26:57
0.8%,1.3%,0.3%,16.7%,13.6%,0.2%,50.3%,5.6%,11.3%,Mendocino,2021-03-26,2021-03-25,2021-03-27 04:26:59
0.3%,5.9%,1.6%,33.1%,0.5%,0.3%,25.8%,8.6%,24.1%,Merced,2021-03-26,2021-03-25,2021-03-27 04:27:01
2.2%,1.5%,1.0%,7.4%,4.6%,0.1%,71.2%,1.9%,10.0%,Modoc,2021-03-26,2021-03-25,2021-03-27 04:27:04
