0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.1%,38.2%,20.8%,40.9%,Alameda,2021-03-19,2021-03-18,2021-03-19 16:28:30
0.2%,30.5%,32.2%,37.2%,Alpine,2021-03-19,2021-03-18,2021-03-19 16:28:33
0%,16%,18.1%,65.9%,Amador,2021-03-19,2021-03-18,2021-03-19 16:28:37
0.1%,29.8%,19.7%,50.4%,Butte,2021-03-19,2021-03-18,2021-03-19 16:28:40
0.1%,12.8%,17.7%,69.4%,Calaveras,2021-03-19,2021-03-18,2021-03-19 16:28:44
0.1%,31.7%,21.9%,46.3%,Colusa,2021-03-19,2021-03-18,2021-03-19 16:28:48
0.1%,30.7%,22%,47.2%,Contra Costa,2021-03-19,2021-03-18,2021-03-19 16:28:52
0.1%,23.2%,23%,53.7%,Del Norte,2021-03-19,2021-03-18,2021-03-19 16:28:55
0.1%,21.1%,20.8%,58%,El Dorado,2021-03-19,2021-03-18,2021-03-19 16:28:59
0.1%,37.1%,23.5%,39.3%,Fresno,2021-03-19,2021-03-18,2021-03-19 16:29:02
0.1%,25.1%,20.4%,54.5%,Glenn,2021-03-19,2021-03-18,2021-03-19 16:29:06
0%,30.9%,18.3%,50.8%,Humboldt,2021-03-19,2021-03-18,2021-03-19 16:29:10
0%,34.1%,19.5%,46.3%,Imperial,2021-03-19,2021-03-18,2021-03-19 16:29:13
0.1%,24.4%,17.4%,58.1%,Inyo,2021-03-19,2021-03-18,2021-03-19 16:29:17
0.1%,35.2%,22.6%,42.1%,Kern,2021-03-19,2021-03-18,2021-03-19 16:29:20
0.1%,37.6%,26%,36.3%,Kings,2021-03-19,2021-03-18,2021-03-19 16:29:24
0%,21.8%,19.4%,58.7%,Lake,2021-03-19,2021-03-18,2021-03-19 16:29:28
0%,19.8%,20.5%,59.7%,Lassen,2021-03-19,2021-03-18,2021-03-19 16:29:31
0.1%,36.5%,21.2%,42.2%,Los Angeles,2021-03-19,2021-03-18,2021-03-19 16:29:35
0.1%,30.1%,22.6%,47.2%,Madera,2021-03-19,2021-03-18,2021-03-19 16:29:38
0.3%,25.6%,22%,52%,Marin,2021-03-19,2021-03-18,2021-03-19 16:29:42
0.1%,16.6%,17%,66%,Mariposa,2021-03-19,2021-03-18,2021-03-19 16:29:46
0.3%,31.9%,23%,44.7%,Mendocino,2021-03-19,2021-03-18,2021-03-19 16:29:50
0.2%,32.3%,22.7%,44.8%,Merced,2021-03-19,2021-03-18,2021-03-19 16:29:53
0%,18%,23.4%,58.6%,Modoc,2021-03-19,2021-03-18,2021-03-19 16:29:56
0.2%,38.5%,29.3%,32%,Mono,2021-03-19,2021-03-18,2021-03-19 16:30:00
0.1%,33.8%,20%,46.1%,Monterey,2021-03-19,2021-03-18,2021-03-19 16:30:04
0.1%,31.7%,21.3%,46.9%,Napa,2021-03-19,2021-03-18,2021-03-19 16:30:07
0.1%,18.5%,16.2%,65.2%,Nevada,2021-03-19,2021-03-18,2021-03-19 16:30:11
0.1%,31.4%,19.6%,48.9%,Orange,2021-03-19,2021-03-18,2021-03-19 16:30:14
0.1%,25%,19%,55.9%,Placer,2021-03-19,2021-03-18,2021-03-19 16:30:18
0%,18.6%,16%,65.5%,Plumas,2021-03-19,2021-03-18,2021-03-19 16:30:22
0.1%,28.3%,20.3%,51.3%,Riverside,2021-03-19,2021-03-18,2021-03-19 16:30:25
0.1%,33.4%,21.8%,44.7%,Sacramento,2021-03-19,2021-03-18,2021-03-19 16:30:29
0%,34%,21.5%,44.5%,San Benito,2021-03-19,2021-03-18,2021-03-19 16:30:32
0.1%,33.6%,22%,44.3%,San Bernardino,2021-03-19,2021-03-18,2021-03-19 16:30:36
0.1%,32%,18.5%,49.3%,San Diego,2021-03-19,2021-03-18,2021-03-19 16:30:39
0.1%,40.8%,20.9%,38.2%,San Francisco,2021-03-19,2021-03-18,2021-03-19 16:30:43
0.2%,30.8%,22.7%,46.4%,San Joaquin,2021-03-19,2021-03-18,2021-03-19 16:30:46
0.1%,22.4%,15.2%,62.3%,San Luis Obispo,2021-03-19,2021-03-18,2021-03-19 16:30:50
0.2%,34.5%,21.2%,44.1%,San Mateo,2021-03-19,2021-03-18,2021-03-19 16:30:54
0.1%,28.2%,16.5%,55.2%,Santa Barbara,2021-03-19,2021-03-18,2021-03-19 16:30:57
0.1%,32.5%,20.3%,47.1%,Santa Clara,2021-03-19,2021-03-18,2021-03-19 16:31:01
0.1%,32.1%,19.5%,48.3%,Santa Cruz,2021-03-19,2021-03-18,2021-03-19 16:31:04
0.1%,21.4%,19.4%,59.1%,Shasta,2021-03-19,2021-03-18,2021-03-19 16:31:08
0%,17.3%,26%,56.7%,Sierra,2021-03-19,2021-03-18,2021-03-19 16:31:11
0.2%,19.1%,21.1%,59.6%,Siskiyou,2021-03-19,2021-03-18,2021-03-19 16:31:16
0.1%,30.9%,23.2%,45.8%,Solano,2021-03-19,2021-03-18,2021-03-19 16:31:19
0.1%,29.2%,19.9%,50.8%,Sonoma,2021-03-19,2021-03-18,2021-03-19 16:31:23
0.3%,29.8%,23.1%,46.9%,Stanislaus,2021-03-19,2021-03-18,2021-03-19 16:31:26
0.1%,28%,22.1%,49.8%,Sutter,2021-03-19,2021-03-18,2021-03-19 16:31:30
0%,23.3%,22%,54.6%,Tehama,2021-03-19,2021-03-18,2021-03-19 16:31:33
0%,17%,18.3%,64.6%,Trinity,2021-03-19,2021-03-18,2021-03-19 16:31:37
0.2%,38.6%,24.1%,37.1%,Tulare,2021-03-19,2021-03-18,2021-03-19 16:31:40
0.1%,16.4%,20.2%,63.4%,Tuolumne,2021-03-19,2021-03-18,2021-03-19 16:31:44
0.1%,31.5%,20%,48.5%,Ventura,2021-03-19,2021-03-18,2021-03-19 16:31:47
0.2%,39.9%,20%,40%,Yolo,2021-03-19,2021-03-18,2021-03-19 16:31:51
0.1%,25.8%,20.5%,53.7%,Yuba,2021-03-19,2021-03-18,2021-03-19 16:31:54
