0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.1%,37.3%,20%,42.6%,Alameda,2021-03-16,2021-03-15,2021-03-16 20:15:07
0.2%,29.3%,30%,40.6%,Alpine,2021-03-16,2021-03-15,2021-03-16 20:15:15
0%,14.6%,16.6%,68.8%,Amador,2021-03-16,2021-03-15,2021-03-16 20:15:22
0.1%,28.3%,18.1%,53.6%,Butte,2021-03-16,2021-03-15,2021-03-16 20:15:28
0.1%,11.7%,14.4%,73.7%,Calaveras,2021-03-16,2021-03-15,2021-03-16 20:15:34
0.1%,28.7%,20.4%,50.9%,Colusa,2021-03-16,2021-03-15,2021-03-16 20:15:41
0.1%,29.3%,20.6%,50%,Contra Costa,2021-03-16,2021-03-15,2021-03-16 20:15:48
0.1%,22.5%,22.6%,54.8%,Del Norte,2021-03-16,2021-03-15,2021-03-16 20:15:56
0.1%,20.3%,19.3%,60.2%,El Dorado,2021-03-16,2021-03-15,2021-03-16 20:16:01
0.1%,36%,22.5%,41.3%,Fresno,2021-03-16,2021-03-15,2021-03-16 20:16:09
0%,23.7%,19.4%,56.8%,Glenn,2021-03-16,2021-03-15,2021-03-16 20:16:18
0%,29.9%,18.2%,51.9%,Humboldt,2021-03-16,2021-03-15,2021-03-16 20:16:24
0%,32.5%,17.7%,49.7%,Imperial,2021-03-16,2021-03-15,2021-03-16 20:16:30
0.1%,23.7%,16.4%,59.8%,Inyo,2021-03-16,2021-03-15,2021-03-16 20:16:36
0.1%,33.9%,21.3%,44.6%,Kern,2021-03-16,2021-03-15,2021-03-16 20:16:44
0.1%,36.5%,24.4%,39%,Kings,2021-03-16,2021-03-15,2021-03-16 20:16:51
0.1%,21.8%,16.2%,62%,Lake,2021-03-16,2021-03-15,2021-03-16 20:16:57
0%,18.6%,16.9%,64.5%,Lassen,2021-03-16,2021-03-15,2021-03-16 20:17:05
0.1%,35.2%,20.1%,44.6%,Los Angeles,2021-03-16,2021-03-15,2021-03-16 20:17:12
0%,28.5%,21.5%,49.9%,Madera,2021-03-16,2021-03-15,2021-03-16 20:17:18
0.3%,24.1%,20.8%,54.8%,Marin,2021-03-16,2021-03-15,2021-03-16 20:17:25
0.1%,15.3%,15.4%,68.9%,Mariposa,2021-03-16,2021-03-15,2021-03-16 20:17:33
0.3%,31.6%,22.6%,45.5%,Mendocino,2021-03-16,2021-03-15,2021-03-16 20:17:41
0.2%,30.9%,21.6%,47.3%,Merced,2021-03-16,2021-03-15,2021-03-16 20:17:49
0%,17.2%,22.9%,59.9%,Modoc,2021-03-16,2021-03-15,2021-03-16 20:17:56
0.2%,35.3%,29.4%,35.1%,Mono,2021-03-16,2021-03-15,2021-03-16 20:18:04
0%,31.2%,18.3%,50.5%,Monterey,2021-03-16,2021-03-15,2021-03-16 20:18:10
0.1%,30.6%,20.5%,48.9%,Napa,2021-03-16,2021-03-15,2021-03-16 20:18:17
0.1%,17.3%,15.1%,67.4%,Nevada,2021-03-16,2021-03-15,2021-03-16 20:18:25
0.1%,29.8%,18.4%,51.7%,Orange,2021-03-16,2021-03-15,2021-03-16 20:18:33
0.1%,24%,17.4%,58.6%,Placer,2021-03-16,2021-03-15,2021-03-16 20:18:42
0%,18.6%,15.6%,65.8%,Plumas,2021-03-16,2021-03-15,2021-03-16 20:18:50
0%,27.4%,18.9%,53.7%,Riverside,2021-03-16,2021-03-15,2021-03-16 20:18:57
0.1%,32.2%,20.1%,47.6%,Sacramento,2021-03-16,2021-03-15,2021-03-16 20:19:04
0%,31.7%,19.3%,49%,San Benito,2021-03-16,2021-03-15,2021-03-16 20:19:12
0.1%,32.5%,20.8%,46.6%,San Bernardino,2021-03-16,2021-03-15,2021-03-16 20:19:20
0.1%,31.3%,17.7%,50.9%,San Diego,2021-03-16,2021-03-15,2021-03-16 20:19:26
0.1%,38.9%,19.7%,41.3%,San Francisco,2021-03-16,2021-03-15,2021-03-16 20:19:32
0.2%,29.7%,20.8%,49.3%,San Joaquin,2021-03-16,2021-03-15,2021-03-16 20:19:40
0%,20.6%,14.1%,65.2%,San Luis Obispo,2021-03-16,2021-03-15,2021-03-16 20:19:47
0.1%,33.4%,20.1%,46.3%,San Mateo,2021-03-16,2021-03-15,2021-03-16 20:19:55
0.1%,25.8%,15.2%,59%,Santa Barbara,2021-03-16,2021-03-15,2021-03-16 20:20:02
0.1%,31.2%,19.3%,49.4%,Santa Clara,2021-03-16,2021-03-15,2021-03-16 20:20:09
0.1%,30.5%,18.4%,51%,Santa Cruz,2021-03-16,2021-03-15,2021-03-16 20:20:17
0.1%,20.9%,18.9%,60.1%,Shasta,2021-03-16,2021-03-15,2021-03-16 20:20:24
0%,16.5%,26.3%,57.1%,Sierra,2021-03-16,2021-03-13,2021-03-16 20:20:32
0.1%,17.8%,20%,62.2%,Siskiyou,2021-03-16,2021-03-15,2021-03-16 20:20:39
0.1%,30%,20.6%,49.3%,Solano,2021-03-16,2021-03-15,2021-03-16 20:20:46
0.1%,28.2%,18.7%,53%,Sonoma,2021-03-16,2021-03-15,2021-03-16 20:20:53
0.2%,28.5%,21.8%,49.4%,Stanislaus,2021-03-16,2021-03-15,2021-03-16 20:21:01
0.1%,26.5%,20.9%,52.5%,Sutter,2021-03-16,2021-03-15,2021-03-16 20:21:08
0%,23.5%,21.9%,54.6%,Tehama,2021-03-16,2021-03-15,2021-03-16 20:21:16
0%,16.4%,17%,66.5%,Trinity,2021-03-16,2021-03-15,2021-03-16 20:21:23
0.1%,37.9%,23.3%,38.7%,Tulare,2021-03-16,2021-03-15,2021-03-16 20:21:29
0.1%,16%,18.1%,65.8%,Tuolumne,2021-03-16,2021-03-15,2021-03-16 20:21:37
0.1%,29.9%,18.7%,51.3%,Ventura,2021-03-16,2021-03-15,2021-03-16 20:21:42
0.1%,37.7%,18.4%,43.8%,Yolo,2021-03-16,2021-03-15,2021-03-16 20:21:48
0.1%,24.2%,18.9%,56.8%,Yuba,2021-03-16,2021-03-15,2021-03-16 20:21:55
