American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Alameda,2021-04-05,2021-04-04,2021-04-05 18:35:18
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Alpine,2021-04-05,2021-04-04,2021-04-05 18:35:20
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Amador,2021-04-05,2021-04-04,2021-04-05 18:35:23
1.1%,2.3%,0.7%,7.8%,14.7%,0.1%,56.0%,8.1%,9.2%,Butte,2021-04-05,2021-04-04,2021-04-05 18:35:26
0.4%,1.1%,0.4%,5.2%,1.3%,0.2%,55.1%,8.8%,27.4%,Calaveras,2021-04-05,2021-04-03,2021-04-05 18:35:29
1.0%,0.7%,0.4%,28.0%,5.1%,0.1%,30.7%,5.5%,28.6%,Colusa,2021-04-05,2021-04-03,2021-04-05 18:35:31
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Contra Costa,2021-04-05,2021-04-04,2021-04-05 18:35:34
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Del Norte,2021-04-05,2021-04-03,2021-04-05 18:35:37
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,El Dorado,2021-04-05,2021-04-04,2021-04-05 18:35:39
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Fresno,2021-04-05,2021-04-04,2021-04-05 18:35:42
1.9%,1.2%,0.2%,22.1%,7.5%,0.1%,41.7%,10.4%,14.9%,Glenn,2021-04-05,2021-04-03,2021-04-05 18:35:45
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Humboldt,2021-04-05,2021-04-04,2021-04-05 18:35:48
0.1%,0.6%,0.4%,62.6%,1.8%,0.1%,9.4%,8.0%,17.0%,Imperial,2021-04-05,2021-04-04,2021-04-05 18:35:51
1.0%,1.0%,0.2%,9.4%,19.9%,0.2%,52.7%,5.7%,9.9%,Inyo,2021-04-05,2021-04-03,2021-04-05 18:35:53
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Kern,2021-04-05,2021-04-04,2021-04-05 18:35:56
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Kings,2021-04-05,2021-04-04,2021-04-05 18:35:59
1.6%,1.1%,1.2%,16.0%,13.9%,0.1%,55.0%,3.7%,7.3%,Lake,2021-04-05,2021-04-03,2021-04-05 18:36:01
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Lassen,2021-04-05,2021-04-03,2021-04-05 18:36:04
0.2%,12.4%,4.4%,25.0%,14.2%,0.4%,19.7%,14.8%,9.0%,Los Angeles,2021-04-05,2021-04-04,2021-04-05 18:36:07
0.9%,1.9%,1.4%,32.8%,6.0%,0.1%,32.5%,8.7%,15.7%,Madera,2021-04-05,2021-04-04,2021-04-05 18:36:10
