American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Alameda,2021-04-01,2021-03-31,2021-04-01 16:37:46
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Alpine,2021-04-01,2021-03-31,2021-04-01 16:37:49
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Amador,2021-04-01,2021-03-31,2021-04-01 16:37:51
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Butte,2021-04-01,2021-03-31,2021-04-01 16:37:53
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Calaveras,2021-04-01,2021-03-31,2021-04-01 16:37:56
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Colusa,2021-04-01,2021-03-31,2021-04-01 16:37:58
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Contra Costa,2021-04-01,2021-03-31,2021-04-01 16:38:01
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Del Norte,2021-04-01,2021-03-31,2021-04-01 16:38:03
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,El Dorado,2021-04-01,2021-03-31,2021-04-01 16:38:05
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Fresno,2021-04-01,2021-03-31,2021-04-01 16:38:07
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Glenn,2021-04-01,2021-03-31,2021-04-01 16:38:10
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Humboldt,2021-04-01,2021-03-31,2021-04-01 16:38:12
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Imperial,2021-04-01,2021-03-31,2021-04-01 16:38:15
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Inyo,2021-04-01,2021-03-31,2021-04-01 16:38:17
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Kern,2021-04-01,2021-03-31,2021-04-01 16:38:19
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Kings,2021-04-01,2021-03-31,2021-04-01 16:38:22
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Lake,2021-04-01,2021-03-31,2021-04-01 16:38:24
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Lassen,2021-04-01,2021-03-31,2021-04-01 16:38:26
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Los Angeles,2021-04-01,2021-03-31,2021-04-01 16:38:29
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Madera,2021-04-01,2021-03-31,2021-04-01 16:38:31
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Marin,2021-04-01,2021-03-31,2021-04-01 16:38:34
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Mariposa,2021-04-01,2021-03-31,2021-04-01 16:38:36
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Mendocino,2021-04-01,2021-03-31,2021-04-01 16:38:38
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Merced,2021-04-01,2021-03-31,2021-04-01 16:38:40
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Modoc,2021-04-01,2021-03-31,2021-04-01 16:38:43
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Mono,2021-04-01,2021-03-31,2021-04-01 16:38:45
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Monterey,2021-04-01,2021-03-31,2021-04-01 16:38:47
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Napa,2021-04-01,2021-03-31,2021-04-01 16:38:50
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Nevada,2021-04-01,2021-03-31,2021-04-01 16:38:52
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Orange,2021-04-01,2021-03-31,2021-04-01 16:38:54
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Placer,2021-04-01,2021-03-31,2021-04-01 16:38:57
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Plumas,2021-04-01,2021-03-31,2021-04-01 16:38:59
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Riverside,2021-04-01,2021-03-31,2021-04-01 16:39:03
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Sacramento,2021-04-01,2021-03-31,2021-04-01 16:39:05
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,San Benito,2021-04-01,2021-03-31,2021-04-01 16:39:08
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,San Bernardino,2021-04-01,2021-03-31,2021-04-01 16:39:10
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,San Diego,2021-04-01,2021-03-31,2021-04-01 16:39:12
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,San Francisco,2021-04-01,2021-03-31,2021-04-01 16:39:15
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,San Joaquin,2021-04-01,2021-03-31,2021-04-01 16:39:17
0.2%,1.2%,0.4%,7.4%,10.9%,0.1%,31.3%,14.4%,34.1%,San Luis Obispo,2021-04-01,2021-03-31,2021-04-01 16:39:20
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,San Mateo,2021-04-01,2021-03-31,2021-04-01 16:39:22
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Santa Barbara,2021-04-01,2021-03-31,2021-04-01 16:39:24
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Santa Clara,2021-04-01,2021-03-31,2021-04-01 16:39:27
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Santa Cruz,2021-04-01,2021-03-31,2021-04-01 16:39:29
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Shasta,2021-04-01,2021-03-31,2021-04-01 16:39:32
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Sierra,2021-04-01,2021-03-31,2021-04-01 16:39:34
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Siskiyou,2021-04-01,2021-03-31,2021-04-01 16:39:37
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Solano,2021-04-01,2021-03-31,2021-04-01 16:39:39
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Sonoma,2021-04-01,2021-03-31,2021-04-01 16:39:42
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Stanislaus,2021-04-01,2021-03-31,2021-04-01 16:39:44
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Sutter,2021-04-01,2021-03-31,2021-04-01 16:39:46
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Tehama,2021-04-01,2021-03-31,2021-04-01 16:39:49
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Trinity,2021-04-01,2021-03-31,2021-04-01 16:39:51
