American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Alameda,2021-03-21,2021-03-20,2021-03-22 06:24:30
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Alpine,2021-03-21,2021-03-18,2021-03-22 06:24:33
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Amador,2021-03-21,2021-03-20,2021-03-22 06:24:37
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Butte,2021-03-21,2021-03-20,2021-03-22 06:24:40
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Calaveras,2021-03-21,2021-03-20,2021-03-22 06:24:44
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Colusa,2021-03-21,2021-03-20,2021-03-22 06:24:47
0.2%,11.1%,4.6%,12.3%,12%,0.6%,35.4%,7.9%,16.1%,Contra Costa,2021-03-21,2021-03-20,2021-03-22 06:24:51
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Del Norte,2021-03-21,2021-03-20,2021-03-22 06:24:55
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,El Dorado,2021-03-21,2021-03-20,2021-03-22 06:24:58
0.5%,7%,2.1%,31.6%,9.9%,0.2%,29.1%,7.7%,12%,Fresno,2021-03-21,2021-03-20,2021-03-22 06:25:01
2.3%,1.1%,0.2%,20.3%,8.9%,0.1%,45.9%,10.3%,11%,Glenn,2021-03-21,2021-03-20,2021-03-22 06:25:05
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Humboldt,2021-03-21,2021-03-20,2021-03-22 06:25:08
0.3%,11.9%,3%,19%,12.3%,0.4%,30.7%,10.7%,11.8%,Imperial,2021-03-21,2021-03-20,2021-03-22 06:25:12
