American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Alameda,2021-04-08,2021-04-07,2021-04-09 04:25:21
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Alpine,2021-04-08,2021-04-06,2021-04-09 04:25:24
0.8%,1.5%,0.5%,7.6%,4.1%,0.3%,70.4%,8.8%,5.8%,Amador,2021-04-08,2021-04-07,2021-04-09 04:25:27
1.1%,2.8%,0.8%,9.5%,17.3%,0.1%,58.0%,6.6%,3.7%,Butte,2021-04-08,2021-04-07,2021-04-09 04:25:29
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Calaveras,2021-04-08,2021-04-07,2021-04-09 04:25:32
0.9%,0.7%,0.5%,33.4%,6.8%,0.1%,30.8%,6.0%,20.9%,Colusa,2021-04-08,2021-04-07,2021-04-09 04:25:34
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Contra Costa,2021-04-08,2021-04-07,2021-04-09 04:25:37
6.3%,1.6%,0.5%,6.4%,11.7%,0.1%,59.5%,3.1%,10.7%,Del Norte,2021-04-08,2021-04-07,2021-04-09 04:25:39
0.3%,3.9%,0.6%,6.6%,14.4%,0.3%,61.1%,7.3%,5.5%,El Dorado,2021-04-08,2021-04-07,2021-04-09 04:25:42
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Fresno,2021-04-08,2021-04-07,2021-04-09 04:25:44
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Glenn,2021-04-08,2021-04-07,2021-04-09 04:25:47
3.0%,1.5%,0.8%,8.1%,14.2%,0.2%,66.0%,2.7%,3.6%,Humboldt,2021-04-08,2021-04-07,2021-04-09 04:25:50
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Imperial,2021-04-08,2021-04-07,2021-04-09 04:25:52
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Inyo,2021-04-08,2021-04-07,2021-04-09 04:25:55
0.3%,4.4%,2.5%,35.6%,12.5%,0.2%,29.2%,9.3%,6.1%,Kern,2021-04-08,2021-04-07,2021-04-09 04:25:57
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Kings,2021-04-08,2021-04-07,2021-04-09 04:26:00
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Lake,2021-04-08,2021-04-07,2021-04-09 04:26:02
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Lassen,2021-04-08,2021-04-07,2021-04-09 04:26:05
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Los Angeles,2021-04-08,2021-04-07,2021-04-09 04:26:07
0.9%,2.1%,1.6%,37.5%,7.9%,0.1%,34.7%,9.6%,5.7%,Madera,2021-04-08,2021-04-07,2021-04-09 04:26:10
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Marin,2021-04-08,2021-04-07,2021-04-09 04:26:13
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Mariposa,2021-04-08,2021-04-07,2021-04-09 04:26:15
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Mendocino,2021-04-08,2021-04-07,2021-04-09 04:26:17
0.4%,6.1%,1.7%,35.2%,0.7%,0.3%,24.9%,8.3%,22.7%,Merced,2021-04-08,2021-04-07,2021-04-09 04:26:20
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,72.8%,1.7%,5.5%,Modoc,2021-04-08,2021-04-06,2021-04-09 04:26:23
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Mono,2021-04-08,2021-04-07,2021-04-09 04:26:26
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Monterey,2021-04-08,2021-04-07,2021-04-09 04:26:28
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Napa,2021-04-08,2021-04-07,2021-04-09 04:26:31
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Nevada,2021-04-08,2021-04-07,2021-04-09 04:26:33
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Orange,2021-04-08,2021-04-07,2021-04-09 04:26:35
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Placer,2021-04-08,2021-04-07,2021-04-09 04:26:38
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Plumas,2021-04-08,2021-04-07,2021-04-09 04:26:40
0.2%,6.1%,3.9%,29.7%,14.7%,0.3%,31.8%,9.2%,4.0%,Riverside,2021-04-08,2021-04-07,2021-04-09 04:26:43
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Sacramento,2021-04-08,2021-04-07,2021-04-09 04:26:46
0.3%,2.8%,0.7%,35.1%,6.2%,0.3%,25.4%,11.0%,18.2%,San Benito,2021-04-08,2021-04-07,2021-04-09 04:26:48
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,San Bernardino,2021-04-08,2021-04-07,2021-04-09 04:26:51
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,San Diego,2021-04-08,2021-04-07,2021-04-09 04:26:53
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,San Francisco,2021-04-08,2021-04-07,2021-04-09 04:26:56
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,San Joaquin,2021-04-08,2021-04-07,2021-04-09 04:26:58
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,San Luis Obispo,2021-04-08,2021-04-07,2021-04-09 04:27:01
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,San Mateo,2021-04-08,2021-04-07,2021-04-09 04:27:03
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Santa Barbara,2021-04-08,2021-04-07,2021-04-09 04:27:06
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Santa Clara,2021-04-08,2021-04-07,2021-04-09 04:27:08
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Santa Cruz,2021-04-08,2021-04-07,2021-04-09 04:27:11
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Shasta,2021-04-08,2021-04-07,2021-04-09 04:27:13
0.6%,0.9%,0.1%,8.0%,9.6%,0.000%,75.2%,2.7%,2.9%,Sierra,2021-04-08,2021-04-07,2021-04-09 04:27:16
1.6%,1.0%,0.6%,7.5%,8.9%,0.05%,62.6%,4.0%,13.8%,Siskiyou,2021-04-08,2021-04-07,2021-04-09 04:27:19
0.4%,14.6%,8.8%,11.1%,9.3%,1.2%,34.3%,13.6%,6.8%,Solano,2021-04-08,2021-04-07,2021-04-09 04:27:21
0.5%,2.9%,0.9%,15.2%,13.0%,0.3%,53.8%,8.9%,4.6%,Sonoma,2021-04-08,2021-04-07,2021-04-09 04:27:24
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Stanislaus,2021-04-08,2021-04-07,2021-04-09 04:27:26
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Sutter,2021-04-08,2021-04-07,2021-04-09 04:27:29
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Tehama,2021-04-08,2021-04-07,2021-04-09 04:27:31
1.8%,1.4%,0.2%,3.4%,10.7%,0.2%,75.5%,1.2%,5.5%,Trinity,2021-04-08,2021-04-07,2021-04-09 04:27:34
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Tulare,2021-04-08,2021-04-07,2021-04-09 04:27:37
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Tuolumne,2021-04-08,2021-04-07,2021-04-09 04:27:39
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Ventura,2021-04-08,2021-04-07,2021-04-09 04:27:42
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Yolo,2021-04-08,2021-04-07,2021-04-09 04:27:44
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Yuba,2021-04-08,2021-04-07,2021-04-09 04:27:47
