American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Alameda,2021-04-15,2021-04-14,2021-04-15 18:32:15
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Alpine,2021-04-15,2021-04-14,2021-04-15 18:32:17
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Amador,2021-04-15,2021-04-14,2021-04-15 18:32:20
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Butte,2021-04-15,2021-04-14,2021-04-15 18:32:23
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Calaveras,2021-04-15,2021-04-14,2021-04-15 18:32:26
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Colusa,2021-04-15,2021-04-14,2021-04-15 18:32:28
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Contra Costa,2021-04-15,2021-04-14,2021-04-15 18:32:31
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Del Norte,2021-04-15,2021-04-14,2021-04-15 18:32:34
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,El Dorado,2021-04-15,2021-04-14,2021-04-15 18:32:36
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Fresno,2021-04-15,2021-04-14,2021-04-15 18:32:39
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Glenn,2021-04-15,2021-04-14,2021-04-15 18:32:42
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Humboldt,2021-04-15,2021-04-14,2021-04-15 18:32:45
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Imperial,2021-04-15,2021-04-14,2021-04-15 18:32:47
0.9%,1.2%,0.2%,11.0%,21.0%,0.2%,55.6%,3.4%,6.4%,Inyo,2021-04-15,2021-04-14,2021-04-15 18:32:50
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Kern,2021-04-15,2021-04-14,2021-04-15 18:32:52
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Kings,2021-04-15,2021-04-14,2021-04-15 18:32:55
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Lake,2021-04-15,2021-04-14,2021-04-15 18:32:57
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Lassen,2021-04-15,2021-04-14,2021-04-15 18:33:00
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Los Angeles,2021-04-15,2021-04-14,2021-04-15 18:33:02
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Madera,2021-04-15,2021-04-14,2021-04-15 18:33:05
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Marin,2021-04-15,2021-04-14,2021-04-15 18:33:07
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Mariposa,2021-04-15,2021-04-14,2021-04-15 18:33:10
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Mendocino,2021-04-15,2021-04-14,2021-04-15 18:33:12
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Merced,2021-04-15,2021-04-14,2021-04-15 18:33:15
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Modoc,2021-04-15,2021-04-14,2021-04-15 18:33:18
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Mono,2021-04-15,2021-04-14,2021-04-15 18:33:20
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Monterey,2021-04-15,2021-04-14,2021-04-15 18:33:23
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Napa,2021-04-15,2021-04-14,2021-04-15 18:33:25
0.7%,1.0%,0.2%,5.3%,16.9%,0.1%,65.3%,5.0%,5.5%,Nevada,2021-04-15,2021-04-14,2021-04-15 18:33:28
0.1%,18.8%,1.0%,14.9%,15.1%,0.3%,32.1%,9.4%,8.3%,Orange,2021-04-15,2021-04-14,2021-04-15 18:33:30
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Placer,2021-04-15,2021-04-14,2021-04-15 18:33:33
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Plumas,2021-04-15,2021-04-14,2021-04-15 18:33:36
0.3%,13.2%,3.2%,22.4%,11.9%,0.4%,30.8%,10.0%,7.8%,Riverside,2021-04-15,2021-04-14,2021-04-15 18:33:38
