Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
58.3%,41.4%,0.3%,Alameda,2021-03-15,2021-03-14,2021-03-16 05:46:21
48.1%,51.3%,0.6%,Alpine,2021-03-15,2021-03-12,2021-03-16 05:46:29
56.8%,43.1%,0.1%,Amador,2021-03-15,2021-03-14,2021-03-16 05:46:36
58.7%,41.3%,0%,Butte,2021-03-15,2021-03-14,2021-03-16 05:46:44
55.9%,43.6%,0.5%,Calaveras,2021-03-15,2021-03-14,2021-03-16 05:46:51
55.3%,43.4%,1.3%,Colusa,2021-03-15,2021-03-14,2021-03-16 05:46:59
58.6%,41.3%,0.1%,Contra Costa,2021-03-15,2021-03-14,2021-03-16 05:47:06
54.3%,45.6%,0.1%,Del Norte,2021-03-15,2021-03-13,2021-03-16 05:47:13
56.9%,42.9%,0.1%,El Dorado,2021-03-15,2021-03-14,2021-03-16 05:47:20
57%,42.9%,0.1%,Fresno,2021-03-15,2021-03-14,2021-03-16 05:47:28
57.8%,42.1%,0.1%,Glenn,2021-03-15,2021-03-14,2021-03-16 05:47:35
59.5%,40.4%,0.1%,Humboldt,2021-03-15,2021-03-14,2021-03-16 05:47:43
56.6%,43.4%,0%,Imperial,2021-03-15,2021-03-14,2021-03-16 05:47:49
54.1%,45.8%,0.1%,Inyo,2021-03-15,2021-03-14,2021-03-16 05:47:56
56.6%,43.3%,0.2%,Kern,2021-03-15,2021-03-14,2021-03-16 05:48:04
55.2%,44.3%,0.5%,Kings,2021-03-15,2021-03-14,2021-03-16 05:48:11
55.4%,44.6%,0.1%,Lake,2021-03-15,2021-03-14,2021-03-16 05:48:18
53%,46.9%,0.1%,Lassen,2021-03-15,2021-03-13,2021-03-16 05:48:26
57.6%,42.3%,0.1%,Los Angeles,2021-03-15,2021-03-14,2021-03-16 05:48:33
56.1%,43.8%,0.1%,Madera,2021-03-15,2021-03-14,2021-03-16 05:48:41
58.2%,41.7%,0.1%,Marin,2021-03-15,2021-03-14,2021-03-16 05:48:49
55.7%,44%,0.3%,Mariposa,2021-03-15,2021-03-13,2021-03-16 05:48:56
54.6%,44.5%,0.9%,Mendocino,2021-03-15,2021-03-13,2021-03-16 05:49:04
57.6%,42.1%,0.3%,Merced,2021-03-15,2021-03-14,2021-03-16 05:49:12
52.6%,47.4%,0%,Modoc,2021-03-15,2021-03-13,2021-03-16 05:49:19
47.9%,52%,0%,Mono,2021-03-15,2021-03-14,2021-03-16 05:49:27
56.5%,39.5%,4%,Monterey,2021-03-15,2021-03-14,2021-03-16 05:49:34
53.9%,46%,0.1%,Napa,2021-03-15,2021-03-14,2021-03-16 05:49:41
57.7%,42.2%,0.1%,Nevada,2021-03-15,2021-03-14,2021-03-16 05:49:49
57.1%,41.7%,1.2%,Orange,2021-03-15,2021-03-14,2021-03-16 05:49:57
58.5%,41.4%,0.1%,Placer,2021-03-15,2021-03-14,2021-03-16 05:50:04
54.6%,45.4%,0%,Plumas,2021-03-15,2021-03-13,2021-03-16 05:50:12
56.4%,43.5%,0.1%,Riverside,2021-03-15,2021-03-14,2021-03-16 05:50:19
59%,40.8%,0.2%,Sacramento,2021-03-15,2021-03-14,2021-03-16 05:50:26
58.7%,40.9%,0.4%,San Benito,2021-03-15,2021-03-14,2021-03-16 05:50:33
58.5%,41.4%,0.1%,San Bernardino,2021-03-15,2021-03-14,2021-03-16 05:50:40
58.2%,41%,0.8%,San Diego,2021-03-15,2021-03-14,2021-03-16 05:50:47
54.9%,44.8%,0.3%,San Francisco,2021-03-15,2021-03-14,2021-03-16 05:50:55
59%,40.6%,0.5%,San Joaquin,2021-03-15,2021-03-15,2021-03-16 05:51:02
57.3%,42.6%,0.1%,San Luis Obispo,2021-03-15,2021-03-14,2021-03-16 05:51:10
58.2%,41.8%,0.1%,San Mateo,2021-03-15,2021-03-14,2021-03-16 05:51:17
58.4%,41.5%,0.1%,Santa Barbara,2021-03-15,2021-03-14,2021-03-16 05:51:23
58.4%,41.5%,0.1%,Santa Clara,2021-03-15,2021-03-14,2021-03-16 05:51:31
58.2%,41.4%,0.4%,Santa Cruz,2021-03-15,2021-03-14,2021-03-16 05:51:37
57.8%,42.1%,0.1%,Shasta,2021-03-15,2021-03-14,2021-03-16 05:51:44
53%,47%,0%,Sierra,2021-03-15,2021-03-13,2021-03-16 05:51:52
55.8%,44.2%,0%,Siskiyou,2021-03-15,2021-03-14,2021-03-16 05:51:59
58.9%,40.9%,0.1%,Solano,2021-03-15,2021-03-14,2021-03-16 05:52:06
58%,41.9%,0.1%,Sonoma,2021-03-15,2021-03-14,2021-03-16 05:52:14
57.7%,42%,0.3%,Stanislaus,2021-03-15,2021-03-14,2021-03-16 05:52:21
57.2%,42.5%,0.3%,Sutter,2021-03-15,2021-03-14,2021-03-16 05:52:28
56.2%,43.7%,0%,Tehama,2021-03-15,2021-03-14,2021-03-16 05:52:35
50.7%,49.1%,0.2%,Trinity,2021-03-15,2021-03-13,2021-03-16 05:52:43
55.8%,44.1%,0.1%,Tulare,2021-03-15,2021-03-14,2021-03-16 05:52:49
55.5%,44.5%,0.1%,Tuolumne,2021-03-15,2021-03-14,2021-03-16 05:52:56
57.8%,42.2%,0%,Ventura,2021-03-15,2021-03-14,2021-03-16 05:53:04
57.2%,39.5%,3.3%,Yolo,2021-03-15,2021-03-14,2021-03-16 05:53:11
58.6%,41.1%,0.3%,Yuba,2021-03-15,2021-03-13,2021-03-16 05:53:18
