Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
56.8%,42.9%,0.3%,Alameda,2021-03-28,2021-03-27,2021-03-29 02:41:53
46.7%,52.8%,0.4%,Alpine,2021-03-28,2021-03-25,2021-03-29 02:41:56
55.9%,43.9%,0.1%,Amador,2021-03-28,2021-03-27,2021-03-29 02:41:58
56.7%,43.3%,0.1%,Butte,2021-03-28,2021-03-27,2021-03-29 02:42:01
54.7%,44.5%,0.8%,Calaveras,2021-03-28,2021-03-27,2021-03-29 02:42:03
51.8%,46.4%,1.8%,Colusa,2021-03-28,2021-03-27,2021-03-29 02:42:06
56.9%,43.0%,0.1%,Contra Costa,2021-03-28,2021-03-27,2021-03-29 02:42:09
53.9%,46.0%,0.1%,Del Norte,2021-03-28,2021-03-27,2021-03-29 02:42:11
55.4%,44.5%,0.1%,El Dorado,2021-03-28,2021-03-27,2021-03-29 02:42:14
55.8%,44.2%,0.1%,Fresno,2021-03-28,2021-03-27,2021-03-29 02:42:17
55.4%,44.4%,0.1%,Glenn,2021-03-28,2021-03-27,2021-03-29 02:42:19
57.8%,42.0%,0.1%,Humboldt,2021-03-28,2021-03-27,2021-03-29 02:42:21
54.2%,45.7%,0.0%,Imperial,2021-03-28,2021-03-27,2021-03-29 02:42:24
53.1%,46.9%,0.1%,Inyo,2021-03-28,2021-03-27,2021-03-29 02:42:26
55.2%,44.2%,0.6%,Kern,2021-03-28,2021-03-27,2021-03-29 02:42:29
54.9%,44.8%,0.4%,Kings,2021-03-28,2021-03-27,2021-03-29 02:42:31
54.3%,45.6%,0.1%,Lake,2021-03-28,2021-03-27,2021-03-29 02:42:33
52.5%,47.4%,0.2%,Lassen,2021-03-28,2021-03-26,2021-03-29 02:42:36
55.9%,43.9%,0.2%,Los Angeles,2021-03-28,2021-03-27,2021-03-29 02:42:38
55.0%,44.9%,0.1%,Madera,2021-03-28,2021-03-27,2021-03-29 02:42:41
56.5%,43.5%,0.1%,Marin,2021-03-28,2021-03-27,2021-03-29 02:42:44
53.8%,45.8%,0.4%,Mariposa,2021-03-28,2021-03-27,2021-03-29 02:42:46
54.0%,45.2%,0.8%,Mendocino,2021-03-28,2021-03-27,2021-03-29 02:42:49
55.1%,44.5%,0.4%,Merced,2021-03-28,2021-03-27,2021-03-29 02:42:51
52.7%,47.3%,0.0%,Modoc,2021-03-28,2021-03-26,2021-03-29 02:42:53
47.4%,52.6%,0.0%,Mono,2021-03-28,2021-03-27,2021-03-29 02:42:56
54.0%,43.0%,3.0%,Monterey,2021-03-28,2021-03-27,2021-03-29 02:42:58
53.3%,46.6%,0.1%,Napa,2021-03-28,2021-03-27,2021-03-29 02:43:01
56.4%,43.5%,0.1%,Nevada,2021-03-28,2021-03-27,2021-03-29 02:43:03
55.6%,43.5%,0.9%,Orange,2021-03-28,2021-03-27,2021-03-29 02:43:05
57.1%,42.9%,0.1%,Placer,2021-03-28,2021-03-27,2021-03-29 02:43:08
54.0%,46.0%,0.0%,Plumas,2021-03-28,2021-03-27,2021-03-29 02:43:10
55.3%,44.6%,0.1%,Riverside,2021-03-28,2021-03-27,2021-03-29 02:43:13
57.2%,42.6%,0.2%,Sacramento,2021-03-28,2021-03-27,2021-03-29 02:43:15
56.2%,43.5%,0.4%,San Benito,2021-03-28,2021-03-27,2021-03-29 02:43:18
56.9%,43.0%,0.1%,San Bernardino,2021-03-28,2021-03-27,2021-03-29 02:43:20
57.1%,42.2%,0.8%,San Diego,2021-03-28,2021-03-27,2021-03-29 02:43:23
52.8%,46.9%,0.3%,San Francisco,2021-03-28,2021-03-27,2021-03-29 02:43:25
56.4%,42.8%,0.8%,San Joaquin,2021-03-28,2021-03-27,2021-03-29 02:43:28
56.2%,43.6%,0.1%,San Luis Obispo,2021-03-28,2021-03-27,2021-03-29 02:43:30
56.6%,43.3%,0.1%,San Mateo,2021-03-28,2021-03-27,2021-03-29 02:43:33
56.2%,43.7%,0.1%,Santa Barbara,2021-03-28,2021-03-27,2021-03-29 02:43:35
56.7%,43.2%,0.1%,Santa Clara,2021-03-28,2021-03-27,2021-03-29 02:43:37
56.8%,42.8%,0.4%,Santa Cruz,2021-03-28,2021-03-27,2021-03-29 02:43:40
57.2%,42.8%,0.1%,Shasta,2021-03-28,2021-03-27,2021-03-29 02:43:42
52.0%,47.9%,0.2%,Sierra,2021-03-28,2021-03-26,2021-03-29 02:43:45
54.5%,45.4%,0.1%,Siskiyou,2021-03-28,2021-03-27,2021-03-29 02:43:47
57.1%,42.7%,0.3%,Solano,2021-03-28,2021-03-27,2021-03-29 02:43:50
56.5%,43.4%,0.1%,Sonoma,2021-03-28,2021-03-27,2021-03-29 02:43:52
56.1%,43.4%,0.4%,Stanislaus,2021-03-28,2021-03-27,2021-03-29 02:43:54
55.5%,44.1%,0.5%,Sutter,2021-03-28,2021-03-27,2021-03-29 02:43:57
55.6%,44.3%,0.1%,Tehama,2021-03-28,2021-03-27,2021-03-29 02:43:59
50.5%,49.4%,0.2%,Trinity,2021-03-28,2021-03-26,2021-03-29 02:44:02
55.0%,45.0%,0.1%,Tulare,2021-03-28,2021-03-27,2021-03-29 02:44:04
54.7%,45.2%,0.1%,Tuolumne,2021-03-28,2021-03-27,2021-03-29 02:44:07
55.8%,44.1%,0.0%,Ventura,2021-03-28,2021-03-27,2021-03-29 02:44:09
55.2%,41.1%,3.7%,Yolo,2021-03-28,2021-03-27,2021-03-29 02:44:12
57.2%,42.6%,0.3%,Yuba,2021-03-28,2021-03-27,2021-03-29 02:44:14
