American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.6%,3.2%,23.3%,12.6%,0.4%,31.2%,9.6%,5.8%,Alameda,2021-04-16,2021-04-15,2021-04-16 16:35:33
1.7%,0.9%,0.2%,1.1%,0.4%,0.000%,17.8%,0.9%,77.0%,Alpine,2021-04-16,2021-04-15,2021-04-16 16:35:35
0.8%,1.6%,0.5%,7.8%,4.0%,0.3%,70.5%,8.9%,5.6%,Amador,2021-04-16,2021-04-15,2021-04-16 16:35:38
1.1%,3.0%,0.8%,10.1%,17.2%,0.1%,57.9%,6.4%,3.4%,Butte,2021-04-16,2021-04-15,2021-04-16 16:35:40
0.5%,1.5%,0.5%,6.0%,1.9%,0.2%,58.7%,8.4%,22.4%,Calaveras,2021-04-16,2021-04-15,2021-04-16 16:35:42
0.3%,13.6%,3.2%,23.3%,12.6%,0.4%,31.2%,9.6%,5.8%,Colusa,2021-04-16,2021-04-15,2021-04-16 16:35:44
0.2%,12.9%,5.1%,16.0%,11.9%,0.6%,37.9%,8.4%,6.8%,Contra Costa,2021-04-16,2021-04-15,2021-04-16 16:35:46
6.1%,1.9%,0.5%,7.3%,11.3%,0.1%,58.0%,2.9%,11.8%,Del Norte,2021-04-16,2021-04-15,2021-04-16 16:35:48
0.3%,4.0%,0.6%,6.9%,14.1%,0.3%,61.7%,7.0%,5.1%,El Dorado,2021-04-16,2021-04-15,2021-04-16 16:35:51
0.4%,8.4%,2.3%,37.0%,10.9%,0.2%,28.2%,7.8%,4.9%,Fresno,2021-04-16,2021-04-15,2021-04-16 16:35:53
1.7%,1.6%,0.2%,28.3%,10.0%,0.1%,42.3%,10.8%,4.9%,Glenn,2021-04-16,2021-04-15,2021-04-16 16:35:55
0.3%,13.6%,3.2%,23.3%,12.6%,0.4%,31.2%,9.6%,5.8%,Humboldt,2021-04-16,2021-04-15,2021-04-16 16:35:58
0.2%,0.8%,0.4%,73.3%,2.8%,0.1%,9.9%,8.1%,4.5%,Imperial,2021-04-16,2021-04-15,2021-04-16 16:36:00
0.9%,1.3%,0.2%,11.4%,21.2%,0.2%,56.1%,3.2%,5.6%,Inyo,2021-04-16,2021-04-15,2021-04-16 16:36:02
0.3%,4.5%,2.5%,37.3%,12.4%,0.2%,28.7%,8.6%,5.5%,Kern,2021-04-16,2021-04-15,2021-04-16 16:36:04
0.6%,3.0%,2.3%,46.3%,8.2%,0.2%,26.9%,5.6%,6.9%,Kings,2021-04-16,2021-04-15,2021-04-16 16:36:07
1.8%,1.3%,1.3%,17.5%,15.4%,0.2%,57.3%,2.5%,2.7%,Lake,2021-04-16,2021-04-15,2021-04-16 16:36:09
1.0%,1.6%,0.8%,9.0%,8.2%,0.3%,63.2%,3.4%,12.5%,Lassen,2021-04-16,2021-04-15,2021-04-16 16:36:11
0.2%,13.1%,4.4%,29.9%,17.6%,0.3%,19.9%,11.6%,3.1%,Los Angeles,2021-04-16,2021-04-15,2021-04-16 16:36:13
0.8%,2.1%,1.6%,38.0%,8.0%,0.1%,34.4%,9.8%,5.3%,Madera,2021-04-16,2021-04-15,2021-04-16 16:36:15
