0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.3%,35.3%,21.6%,42.8%,Alameda,2021-03-21,2021-03-20,2021-03-21 18:26:18
0.2%,33%,33.4%,33.4%,Alpine,2021-03-21,2021-03-18,2021-03-21 18:26:22
0.3%,35.3%,21.6%,42.8%,Amador,2021-03-21,2021-03-20,2021-03-21 18:26:26
0.2%,31.1%,20.3%,48.5%,Butte,2021-03-21,2021-03-20,2021-03-21 18:26:28
0.2%,14.8%,20%,65%,Calaveras,2021-03-21,2021-03-20,2021-03-21 18:26:33
0.3%,35.3%,21.6%,42.8%,Colusa,2021-03-21,2021-03-20,2021-03-21 18:26:37
0.4%,32.4%,22.8%,44.4%,Contra Costa,2021-03-21,2021-03-20,2021-03-21 18:26:41
0.3%,35.3%,21.6%,42.8%,Del Norte,2021-03-21,2021-03-20,2021-03-21 18:26:45
0.3%,22.5%,22.4%,54.8%,El Dorado,2021-03-21,2021-03-20,2021-03-21 18:26:49
0.3%,35.3%,21.6%,42.8%,Fresno,2021-03-21,2021-03-20,2021-03-21 18:26:52
0.3%,35.3%,21.6%,42.8%,Glenn,2021-03-21,2021-03-20,2021-03-21 18:26:56
0.1%,31.9%,18.7%,49.4%,Humboldt,2021-03-21,2021-03-20,2021-03-21 18:27:00
0.1%,37%,20.6%,42.3%,Imperial,2021-03-21,2021-03-20,2021-03-21 18:27:03
0.1%,25.8%,18.7%,55.4%,Inyo,2021-03-21,2021-03-20,2021-03-21 18:27:07
0.3%,36.9%,23.3%,39.5%,Kern,2021-03-21,2021-03-20,2021-03-21 18:27:10
0.2%,39.7%,26.5%,33.5%,Kings,2021-03-21,2021-03-20,2021-03-21 18:27:14
0.2%,23.6%,22%,54.3%,Lake,2021-03-21,2021-03-20,2021-03-21 18:27:17
0%,20.6%,22%,57.3%,Lassen,2021-03-21,2021-03-19,2021-03-21 18:27:20
0.3%,38.6%,22.1%,39%,Los Angeles,2021-03-21,2021-03-20,2021-03-21 18:27:24
0.2%,32.2%,23.9%,43.7%,Madera,2021-03-21,2021-03-20,2021-03-21 18:27:27
0.7%,27.7%,23.1%,48.5%,Marin,2021-03-21,2021-03-20,2021-03-21 18:27:31
0.1%,17.8%,19.2%,62.8%,Mariposa,2021-03-21,2021-03-20,2021-03-21 18:27:35
0.5%,32.9%,23.5%,43%,Mendocino,2021-03-21,2021-03-20,2021-03-21 18:27:38
0.3%,35.8%,24.2%,39.7%,Merced,2021-03-21,2021-03-20,2021-03-21 18:27:42
0.1%,18.6%,24.8%,56.5%,Modoc,2021-03-21,2021-03-19,2021-03-21 18:27:45
1.2%,43.8%,28.7%,26.3%,Mono,2021-03-21,2021-03-18,2021-03-21 18:27:49
