0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.2%,36.9%,21%,42%,Monterey,2021-03-21,2021-03-20,2021-03-21 18:27:52
0.3%,35.3%,21.6%,42.8%,Napa,2021-03-21,2021-03-20,2021-03-21 18:27:56
0.3%,20.2%,17.7%,61.8%,Nevada,2021-03-21,2021-03-20,2021-03-21 18:27:59
0.2%,33.3%,20.6%,45.9%,Orange,2021-03-21,2021-03-20,2021-03-21 18:28:03
0.3%,26.9%,20.1%,52.6%,Placer,2021-03-21,2021-03-20,2021-03-21 18:28:06
0.1%,19%,17.5%,63.4%,Plumas,2021-03-21,2021-03-20,2021-03-21 18:28:10
0.2%,29.9%,21.5%,48.4%,Riverside,2021-03-21,2021-03-20,2021-03-21 18:28:13
0.3%,35.4%,22.5%,41.8%,Sacramento,2021-03-21,2021-03-20,2021-03-21 18:28:17
0.1%,36.5%,22.4%,41%,San Benito,2021-03-21,2021-03-20,2021-03-21 18:28:20
0.2%,35.5%,22.8%,41.5%,San Bernardino,2021-03-21,2021-03-20,2021-03-21 18:28:24
0.2%,33.9%,19.3%,46.5%,San Diego,2021-03-21,2021-03-20,2021-03-21 18:28:27
0.2%,42.6%,21.3%,35.9%,San Francisco,2021-03-21,2021-03-20,2021-03-21 18:28:31
0.3%,33.8%,24%,41.9%,San Joaquin,2021-03-21,2021-03-20,2021-03-21 18:28:35
0.3%,35.3%,21.6%,42.8%,San Luis Obispo,2021-03-21,2021-03-20,2021-03-21 18:28:38
0.3%,35.3%,21.6%,42.8%,San Mateo,2021-03-21,2021-03-20,2021-03-21 18:28:42
0.1%,31%,17.6%,51.2%,Santa Barbara,2021-03-21,2021-03-20,2021-03-21 18:28:45
0.3%,34.3%,21%,44.4%,Santa Clara,2021-03-21,2021-03-20,2021-03-21 18:28:49
0.2%,33.6%,20.4%,45.8%,Santa Cruz,2021-03-21,2021-03-20,2021-03-21 18:28:52
0.1%,22.5%,20.5%,56.8%,Shasta,2021-03-21,2021-03-20,2021-03-21 18:28:56
0%,18.9%,27.5%,53.6%,Sierra,2021-03-21,2021-03-18,2021-03-21 18:29:00
0.4%,20%,22.3%,57.4%,Siskiyou,2021-03-21,2021-03-20,2021-03-21 18:29:03
0.3%,32.3%,24.6%,42.8%,Solano,2021-03-21,2021-03-20,2021-03-21 18:29:06
0.2%,30.6%,20.7%,48.4%,Sonoma,2021-03-21,2021-03-20,2021-03-21 18:29:10
0.5%,32.2%,24.5%,42.9%,Stanislaus,2021-03-21,2021-03-20,2021-03-21 18:29:13
0.2%,30.2%,23.7%,45.9%,Sutter,2021-03-21,2021-03-20,2021-03-21 18:29:17
0%,24.4%,23.2%,52.4%,Tehama,2021-03-21,2021-03-20,2021-03-21 18:29:20
0%,18.9%,20.7%,60.3%,Trinity,2021-03-21,2021-03-20,2021-03-21 18:29:24
0.4%,40.3%,24.8%,34.5%,Tulare,2021-03-21,2021-03-20,2021-03-21 18:29:27
0.1%,17.6%,22.3%,59.9%,Tuolumne,2021-03-21,2021-03-19,2021-03-21 18:29:31
0.3%,34.1%,21.2%,44.3%,Ventura,2021-03-21,2021-03-20,2021-03-21 18:29:34
0.4%,41.4%,20.6%,37.6%,Yolo,2021-03-21,2021-03-20,2021-03-21 18:29:38
0.1%,27.7%,22.2%,50%,Yuba,2021-03-21,2021-03-20,2021-03-21 18:29:41
