0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,43.9%,26.7%,28.7%,Alameda,2021-04-09,2021-04-08,2021-04-09 16:29:31
0.1%,36.5%,35.0%,28.4%,Alpine,2021-04-09,2021-04-08,2021-04-09 16:29:33
0.1%,19.4%,26.1%,54.4%,Amador,2021-04-09,2021-04-08,2021-04-09 16:29:36
0.7%,40.0%,27.0%,32.3%,Butte,2021-04-09,2021-04-08,2021-04-09 16:29:38
0.4%,16.8%,27.2%,55.6%,Calaveras,2021-04-09,2021-04-08,2021-04-09 16:29:40
0.7%,40.0%,27.0%,32.3%,Colusa,2021-04-09,2021-04-08,2021-04-09 16:29:43
1.1%,38.5%,29.1%,31.3%,Contra Costa,2021-04-09,2021-04-08,2021-04-09 16:29:45
0.1%,26.2%,28.0%,45.6%,Del Norte,2021-04-09,2021-04-08,2021-04-09 16:29:48
0.5%,25.6%,28.5%,45.3%,El Dorado,2021-04-09,2021-04-08,2021-04-09 16:29:50
0.6%,42.2%,26.6%,30.6%,Fresno,2021-04-09,2021-04-08,2021-04-09 16:29:52
0.4%,32.0%,27.2%,40.4%,Glenn,2021-04-09,2021-04-08,2021-04-09 16:29:55
0.7%,40.0%,27.0%,32.3%,Humboldt,2021-04-09,2021-04-08,2021-04-09 16:29:57
0.3%,41.7%,26.2%,31.7%,Imperial,2021-04-09,2021-04-08,2021-04-09 16:30:00
0.3%,28.9%,25.7%,45.1%,Inyo,2021-04-09,2021-04-08,2021-04-09 16:30:02
1.0%,41.6%,27.0%,30.3%,Kern,2021-04-09,2021-04-08,2021-04-09 16:30:05
0.6%,44.0%,28.9%,26.5%,Kings,2021-04-09,2021-04-08,2021-04-09 16:30:07
0.7%,40.0%,27.0%,32.3%,Lake,2021-04-09,2021-04-08,2021-04-09 16:30:09
0.1%,24.3%,27.7%,48.0%,Lassen,2021-04-09,2021-04-08,2021-04-09 16:30:12
0.6%,43.1%,27.5%,28.7%,Los Angeles,2021-04-09,2021-04-08,2021-04-09 16:30:14
0.5%,36.1%,26.8%,36.6%,Madera,2021-04-09,2021-04-08,2021-04-09 16:30:17
1.2%,33.1%,29.4%,36.3%,Marin,2021-04-09,2021-04-08,2021-04-09 16:30:19
0.7%,40.0%,27.0%,32.3%,Mariposa,2021-04-09,2021-04-08,2021-04-09 16:30:22
0.6%,32.5%,24.8%,42.1%,Mendocino,2021-04-09,2021-04-08,2021-04-09 16:30:24
0.5%,41.5%,26.3%,31.7%,Merced,2021-04-09,2021-04-08,2021-04-09 16:30:26
0.1%,20.4%,26.7%,52.8%,Modoc,2021-04-09,2021-04-08,2021-04-09 16:30:29
1.4%,46.4%,29.4%,22.8%,Mono,2021-04-09,2021-04-08,2021-04-09 16:30:31
0.6%,43.1%,26.1%,30.2%,Monterey,2021-04-09,2021-04-08,2021-04-09 16:30:33
0.7%,40.0%,27.0%,32.3%,Napa,2021-04-09,2021-04-08,2021-04-09 16:30:36
0.7%,24.7%,25.1%,49.4%,Nevada,2021-04-09,2021-04-08,2021-04-09 16:30:38
0.7%,39.5%,27.2%,32.7%,Orange,2021-04-09,2021-04-08,2021-04-09 16:30:41
0.6%,29.7%,26.2%,43.5%,Placer,2021-04-09,2021-04-08,2021-04-09 16:30:43
0.1%,20.8%,23.8%,55.4%,Plumas,2021-04-09,2021-04-08,2021-04-09 16:30:45
0.8%,34.8%,27.7%,36.7%,Riverside,2021-04-09,2021-04-08,2021-04-09 16:30:48
0.7%,40.0%,27.0%,32.3%,Sacramento,2021-04-09,2021-04-08,2021-04-09 16:30:50
0.4%,40.3%,27.8%,31.5%,San Benito,2021-04-09,2021-04-08,2021-04-09 16:30:53
0.7%,38.9%,28.7%,31.7%,San Bernardino,2021-04-09,2021-04-08,2021-04-09 16:30:55
0.6%,38.8%,24.7%,35.8%,San Diego,2021-04-09,2021-04-08,2021-04-09 16:30:57
0.4%,47.3%,25.4%,26.9%,San Francisco,2021-04-09,2021-04-08,2021-04-09 16:31:00
0.6%,38.0%,27.9%,33.5%,San Joaquin,2021-04-09,2021-04-08,2021-04-09 16:31:02
0.4%,30.5%,24.2%,44.9%,San Luis Obispo,2021-04-09,2021-04-08,2021-04-09 16:31:05
0.7%,40.2%,27.7%,31.4%,San Mateo,2021-04-09,2021-04-08,2021-04-09 16:31:07
0.4%,38.3%,25.6%,35.7%,Santa Barbara,2021-04-09,2021-04-08,2021-04-09 16:31:09
