American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,20.3%,5.4%,10.2%,9.6%,0.5%,24.1%,8.8%,20.8%,Alameda,2021-04-01,2021-03-31,2021-04-02 01:05:31
1.7%,0.6%,0.3%,0.7%,0.3%,0.0%,18.1%,0.9%,77.5%,Alpine,2021-04-01,2021-03-31,2021-04-02 01:05:33
0.8%,1.5%,0.4%,7.4%,3.7%,0.3%,67.6%,8.6%,9.8%,Amador,2021-04-01,2021-03-31,2021-04-02 01:05:36
1.1%,2.3%,0.7%,7.7%,15.2%,0.1%,56.2%,8.1%,8.6%,Butte,2021-04-01,2021-03-31,2021-04-02 01:05:38
0.4%,1.1%,0.4%,4.9%,1.3%,0.2%,55.1%,8.7%,27.8%,Calaveras,2021-04-01,2021-03-31,2021-04-02 01:05:41
1.0%,0.7%,0.5%,27.4%,5.3%,0.1%,31.6%,5.5%,27.9%,Colusa,2021-04-01,2021-03-31,2021-04-02 01:05:43
0.2%,10.6%,4.4%,12.5%,10.3%,0.5%,33.5%,7.7%,20.3%,Contra Costa,2021-04-01,2021-03-31,2021-04-02 01:05:46
6.6%,1.7%,0.5%,5.4%,7.3%,0.2%,60.6%,3.1%,14.6%,Del Norte,2021-04-01,2021-03-31,2021-04-02 01:05:48
0.2%,2.8%,0.5%,5.5%,12.1%,0.3%,48.8%,7.8%,22.1%,El Dorado,2021-04-01,2021-03-31,2021-04-02 01:05:51
0.3%,11.8%,3.0%,19.5%,10.5%,0.4%,29.6%,11.0%,13.9%,Fresno,2021-04-01,2021-03-31,2021-04-02 01:05:53
2.0%,1.2%,0.2%,21.9%,7.7%,0.1%,42.1%,10.5%,14.3%,Glenn,2021-04-01,2021-03-31,2021-04-02 01:05:56
3.3%,1.4%,0.7%,6.8%,12.8%,0.2%,63.4%,3.3%,8.1%,Humboldt,2021-04-01,2021-03-31,2021-04-02 01:05:58
0.1%,0.7%,0.4%,63.5%,1.9%,0.1%,9.5%,7.8%,16.1%,Imperial,2021-04-01,2021-03-31,2021-04-02 01:06:01
1.0%,1.1%,0.2%,9.3%,20.4%,0.2%,52.9%,5.6%,9.4%,Inyo,2021-04-01,2021-03-31,2021-04-02 01:06:03
0.3%,4.1%,2.4%,31.4%,10.4%,0.3%,28.6%,11.6%,11.0%,Kern,2021-04-01,2021-03-31,2021-04-02 01:06:05
0.7%,2.6%,2.0%,41.1%,6.0%,0.2%,26.7%,6.2%,14.4%,Kings,2021-04-01,2021-03-31,2021-04-02 01:06:08
1.6%,1.1%,1.2%,16.0%,14.2%,0.1%,55.3%,3.6%,6.9%,Lake,2021-04-01,2021-03-31,2021-04-02 01:06:10
1.2%,1.3%,0.7%,6.9%,7.2%,0.3%,59.4%,3.7%,19.3%,Lassen,2021-04-01,2021-03-31,2021-04-02 01:06:13
0.2%,12.4%,4.4%,25.0%,15.1%,0.4%,19.6%,14.7%,8.3%,Los Angeles,2021-04-01,2021-03-31,2021-04-02 01:06:15
0.9%,1.9%,1.4%,32.9%,6.2%,0.1%,32.9%,8.6%,15.2%,Madera,2021-04-01,2021-03-31,2021-04-02 01:06:18
0.1%,3.8%,0.9%,9.8%,10.6%,0.2%,48.2%,6.3%,20.1%,Marin,2021-04-01,2021-03-31,2021-04-02 01:06:20
1.8%,0.8%,0.3%,7.4%,2.3%,0.1%,61.9%,5.2%,20.1%,Mariposa,2021-04-01,2021-03-31,2021-04-02 01:06:23
0.9%,1.4%,0.3%,16.7%,13.2%,0.2%,50.1%,5.9%,11.4%,Mendocino,2021-04-01,2021-03-31,2021-04-02 01:06:25
0.3%,5.9%,1.6%,34.1%,0.4%,0.3%,25.4%,8.4%,23.4%,Merced,2021-04-01,2021-03-31,2021-04-02 01:06:28
2.3%,1.5%,1.0%,7.6%,4.6%,0.1%,70.2%,2.0%,10.5%,Modoc,2021-04-01,2021-03-31,2021-04-02 01:06:30
0.4%,1.3%,0.3%,21.5%,9.9%,0.2%,57.4%,1.8%,7.3%,Mono,2021-04-01,2021-03-31,2021-04-02 01:06:32
0.2%,4.1%,1.1%,35.9%,9.5%,0.5%,25.9%,7.6%,15.2%,Monterey,2021-04-01,2021-03-31,2021-04-02 01:06:35
0.2%,4.0%,0.9%,18.1%,6.5%,0.4%,39.4%,6.2%,24.4%,Napa,2021-04-01,2021-03-31,2021-04-02 01:06:37
0.8%,0.7%,0.3%,5.2%,15.6%,0.1%,61.6%,6.3%,9.4%,Nevada,2021-04-01,2021-03-31,2021-04-02 01:06:40
0.1%,18.0%,0.9%,12.9%,13.4%,0.3%,31.1%,11.0%,12.3%,Orange,2021-04-01,2021-03-31,2021-04-02 01:06:42
0.4%,5.2%,0.9%,8.7%,11.8%,0.4%,45.1%,7.9%,19.6%,Placer,2021-04-01,2021-03-31,2021-04-02 01:06:44
