0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.7%,44.4%,27.1%,27.8%,Alameda,2021-04-11,2021-04-10,2021-04-11 18:29:52
0.1%,36.5%,35.0%,28.3%,Alpine,2021-04-11,2021-04-09,2021-04-11 18:29:55
0.1%,20.2%,26.3%,53.4%,Amador,2021-04-11,2021-04-10,2021-04-11 18:29:57
0.7%,35.4%,24.9%,39.0%,Butte,2021-04-11,2021-04-10,2021-04-11 18:30:00
0.4%,16.9%,27.4%,55.3%,Calaveras,2021-04-11,2021-04-10,2021-04-11 18:30:02
0.2%,38.2%,27.4%,34.3%,Colusa,2021-04-11,2021-04-10,2021-04-11 18:30:05
1.2%,39.5%,28.9%,30.4%,Contra Costa,2021-04-11,2021-04-10,2021-04-11 18:30:08
0.1%,26.7%,28.7%,44.5%,Del Norte,2021-04-11,2021-04-10,2021-04-11 18:30:10
0.6%,25.8%,29.3%,44.4%,El Dorado,2021-04-11,2021-04-10,2021-04-11 18:30:13
0.7%,42.4%,26.8%,30.1%,Fresno,2021-04-11,2021-04-10,2021-04-11 18:30:16
0.7%,40.5%,27.4%,31.5%,Glenn,2021-04-11,2021-04-09,2021-04-11 18:30:18
0.4%,37.1%,23.8%,38.6%,Humboldt,2021-04-11,2021-04-10,2021-04-11 18:30:21
0.4%,42.3%,26.3%,31.1%,Imperial,2021-04-11,2021-04-10,2021-04-11 18:30:23
0.3%,29.2%,25.9%,44.6%,Inyo,2021-04-11,2021-04-10,2021-04-11 18:30:26
0.7%,40.5%,27.4%,31.5%,Kern,2021-04-11,2021-04-10,2021-04-11 18:30:28
0.6%,44.2%,29.0%,26.2%,Kings,2021-04-11,2021-04-10,2021-04-11 18:30:31
0.2%,25.5%,28.8%,45.4%,Lake,2021-04-11,2021-04-10,2021-04-11 18:30:34
0.1%,24.5%,27.9%,47.6%,Lassen,2021-04-11,2021-04-09,2021-04-11 18:30:36
0.6%,43.4%,27.8%,28.1%,Los Angeles,2021-04-11,2021-04-10,2021-04-11 18:30:39
0.5%,36.4%,27.0%,36.1%,Madera,2021-04-11,2021-04-10,2021-04-11 18:30:42
1.3%,33.6%,29.6%,35.5%,Marin,2021-04-11,2021-04-10,2021-04-11 18:30:44
0.2%,19.9%,25.4%,54.4%,Mariposa,2021-04-11,2021-04-10,2021-04-11 18:30:47
0.7%,32.7%,25.4%,41.2%,Mendocino,2021-04-11,2021-04-10,2021-04-11 18:30:49
0.6%,41.8%,26.5%,31.2%,Merced,2021-04-11,2021-04-10,2021-04-11 18:30:52
0.1%,20.7%,26.8%,52.3%,Modoc,2021-04-11,2021-04-09,2021-04-11 18:30:54
1.4%,46.6%,29.3%,22.6%,Mono,2021-04-11,2021-04-10,2021-04-11 18:30:57
0.7%,44.1%,26.2%,29.0%,Monterey,2021-04-11,2021-04-10,2021-04-11 18:31:00
0.7%,40.5%,27.4%,31.5%,Napa,2021-04-11,2021-04-10,2021-04-11 18:31:02
0.8%,25.2%,25.7%,48.3%,Nevada,2021-04-11,2021-04-10,2021-04-11 18:31:05
0.7%,40.5%,27.4%,31.5%,Orange,2021-04-11,2021-04-10,2021-04-11 18:31:08
0.6%,29.8%,26.7%,42.9%,Placer,2021-04-11,2021-04-10,2021-04-11 18:31:11
0.2%,22.5%,25.7%,51.6%,Plumas,2021-04-11,2021-04-10,2021-04-11 18:31:13
0.9%,35.4%,27.9%,35.8%,Riverside,2021-04-11,2021-04-10,2021-04-11 18:31:16
0.7%,38.9%,27.3%,33.2%,Sacramento,2021-04-11,2021-04-10,2021-04-11 18:31:19
0.4%,40.2%,28.6%,30.8%,San Benito,2021-04-11,2021-04-10,2021-04-11 18:31:21
0.8%,39.4%,28.9%,30.8%,San Bernardino,2021-04-11,2021-04-10,2021-04-11 18:31:24
0.6%,39.5%,25.2%,34.8%,San Diego,2021-04-11,2021-04-10,2021-04-11 18:31:27
0.4%,48.2%,25.4%,25.9%,San Francisco,2021-04-11,2021-04-10,2021-04-11 18:31:29
0.6%,38.5%,28.3%,32.6%,San Joaquin,2021-04-11,2021-04-10,2021-04-11 18:31:32
0.4%,31.1%,25.0%,43.5%,San Luis Obispo,2021-04-11,2021-04-10,2021-04-11 18:31:35
0.8%,40.7%,28.0%,30.5%,San Mateo,2021-04-11,2021-04-10,2021-04-11 18:31:37
0.6%,39.2%,25.8%,34.4%,Santa Barbara,2021-04-11,2021-04-10,2021-04-11 18:31:40
0.8%,41.2%,29.3%,28.7%,Santa Clara,2021-04-11,2021-04-10,2021-04-11 18:31:43
0.6%,37.6%,27.4%,34.3%,Santa Cruz,2021-04-11,2021-04-10,2021-04-11 18:31:46
0.7%,40.5%,27.4%,31.5%,Shasta,2021-04-11,2021-04-10,2021-04-11 18:31:48
0.000%,24.0%,29.0%,47.0%,Sierra,2021-04-11,2021-04-10,2021-04-11 18:31:51
0.5%,22.7%,25.0%,51.8%,Siskiyou,2021-04-11,2021-04-10,2021-04-11 18:31:53
0.5%,36.0%,28.6%,34.8%,Solano,2021-04-11,2021-04-10,2021-04-11 18:31:56
0.7%,34.9%,27.2%,37.2%,Sonoma,2021-04-11,2021-04-10,2021-04-11 18:31:59
1.1%,38.5%,27.2%,33.1%,Stanislaus,2021-04-11,2021-04-10,2021-04-11 18:32:01
0.4%,35.4%,27.7%,36.4%,Sutter,2021-04-11,2021-04-10,2021-04-11 18:32:04
0.5%,25.4%,27.7%,46.4%,Tehama,2021-04-11,2021-04-10,2021-04-11 18:32:07
