American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Alameda,2021-03-28,2021-03-27,2021-03-29 08:49:23
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Alpine,2021-03-28,2021-03-25,2021-03-29 08:49:26
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Amador,2021-03-28,2021-03-27,2021-03-29 08:49:29
1.1%,2.2%,0.7%,7.5%,15.6%,0.1%,56.5%,8.1%,8.2%,Butte,2021-03-28,2021-03-27,2021-03-29 08:49:31
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Calaveras,2021-03-28,2021-03-27,2021-03-29 08:49:34
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Colusa,2021-03-28,2021-03-27,2021-03-29 08:49:37
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Contra Costa,2021-03-28,2021-03-27,2021-03-29 08:49:40
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Del Norte,2021-03-28,2021-03-27,2021-03-29 08:49:43
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,El Dorado,2021-03-28,2021-03-27,2021-03-29 08:49:45
0.5%,6.9%,2.1%,31.5%,8.8%,0.2%,28.6%,7.8%,13.6%,Fresno,2021-03-28,2021-03-27,2021-03-29 08:49:48
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Glenn,2021-03-28,2021-03-27,2021-03-29 08:49:51
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Humboldt,2021-03-28,2021-03-27,2021-03-29 08:49:53
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Imperial,2021-03-28,2021-03-27,2021-03-29 08:49:56
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Inyo,2021-03-28,2021-03-27,2021-03-29 08:49:59
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Kern,2021-03-28,2021-03-27,2021-03-29 08:50:01
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Kings,2021-03-28,2021-03-27,2021-03-29 08:50:04
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Lake,2021-03-28,2021-03-27,2021-03-29 08:50:07
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Lassen,2021-03-28,2021-03-26,2021-03-29 08:50:10
0.3%,11.8%,3.0%,19.4%,10.9%,0.4%,30.0%,11.0%,13.3%,Los Angeles,2021-03-28,2021-03-27,2021-03-29 08:50:12
0.9%,1.8%,1.5%,32.9%,6.3%,0.1%,33.4%,8.4%,14.6%,Madera,2021-03-28,2021-03-27,2021-03-29 08:50:15
