American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Alameda,2021-03-27,2021-03-26,2021-03-28 06:23:44
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Alpine,2021-03-27,2021-03-25,2021-03-28 06:23:47
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,Amador,2021-03-27,2021-03-26,2021-03-28 06:23:50
1.1%,2.2%,0.7%,7.4%,15.7%,0.1%,56.6%,8.0%,8.2%,Butte,2021-03-27,2021-03-26,2021-03-28 06:23:53
0.4%,1.1%,0.4%,4.7%,1.4%,0.2%,54.3%,8.6%,28.9%,Calaveras,2021-03-27,2021-03-26,2021-03-28 06:23:56
1.1%,0.7%,0.4%,27.3%,5.5%,0.1%,32.3%,5.6%,27.0%,Colusa,2021-03-27,2021-03-26,2021-03-28 06:23:59
0.2%,10.8%,4.5%,12.5%,11.0%,0.5%,34.1%,7.7%,18.7%,Contra Costa,2021-03-27,2021-03-26,2021-03-28 06:24:02
6.7%,1.7%,0.5%,5.1%,7.7%,0.1%,60.9%,2.7%,14.5%,Del Norte,2021-03-27,2021-03-26,2021-03-28 06:24:04
0.3%,11.8%,3.0%,19.3%,11.1%,0.4%,30.1%,10.9%,13.1%,El Dorado,2021-03-27,2021-03-26,2021-03-28 06:24:07
0.5%,6.9%,2.1%,31.5%,8.9%,0.2%,28.7%,7.8%,13.5%,Fresno,2021-03-27,2021-03-26,2021-03-28 06:24:10
2.1%,1.2%,0.2%,21.5%,8.1%,0.1%,43.2%,10.4%,13.2%,Glenn,2021-03-27,2021-03-26,2021-03-28 06:24:13
