American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Alameda,2021-04-09,2021-04-08,2021-04-10 04:28:35
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Alpine,2021-04-09,2021-04-08,2021-04-10 04:28:38
0.8%,1.6%,0.5%,7.7%,4.0%,0.3%,70.5%,8.7%,5.8%,Amador,2021-04-09,2021-04-08,2021-04-10 04:28:41
1.1%,2.8%,0.8%,9.6%,17.1%,0.1%,57.9%,6.7%,4.0%,Butte,2021-04-09,2021-04-08,2021-04-10 04:28:44
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Calaveras,2021-04-09,2021-04-08,2021-04-10 04:28:46
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Colusa,2021-04-09,2021-04-08,2021-04-10 04:28:49
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Contra Costa,2021-04-09,2021-04-08,2021-04-10 04:28:52
6.3%,1.7%,0.5%,6.6%,11.4%,0.1%,58.8%,3.1%,11.5%,Del Norte,2021-04-09,2021-04-08,2021-04-10 04:28:55
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,El Dorado,2021-04-09,2021-04-08,2021-04-10 04:28:58
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Fresno,2021-04-09,2021-04-08,2021-04-10 04:29:00
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Glenn,2021-04-09,2021-04-08,2021-04-10 04:29:03
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Humboldt,2021-04-09,2021-04-08,2021-04-10 04:29:06
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Imperial,2021-04-09,2021-04-08,2021-04-10 04:29:08
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Inyo,2021-04-09,2021-04-08,2021-04-10 04:29:11
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Kern,2021-04-09,2021-04-08,2021-04-10 04:29:14
0.6%,2.9%,2.2%,45.4%,7.8%,0.2%,27.4%,5.8%,7.6%,Kings,2021-04-09,2021-04-08,2021-04-10 04:29:16
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Lake,2021-04-09,2021-04-08,2021-04-10 04:29:19
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Lassen,2021-04-09,2021-04-08,2021-04-10 04:29:22
0.2%,13.1%,4.4%,28.8%,17.6%,0.3%,20.1%,12.0%,3.5%,Los Angeles,2021-04-09,2021-04-08,2021-04-10 04:29:24
0.9%,2.1%,1.6%,37.1%,7.8%,0.1%,34.7%,9.7%,6.0%,Madera,2021-04-09,2021-04-08,2021-04-10 04:29:27
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Marin,2021-04-09,2021-04-08,2021-04-10 04:29:30
1.7%,1.0%,0.4%,8.0%,3.2%,0.1%,65.2%,4.5%,15.8%,Mariposa,2021-04-09,2021-04-08,2021-04-10 04:29:33
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Mendocino,2021-04-09,2021-04-08,2021-04-10 04:29:35
0.3%,6.1%,1.6%,35.1%,0.7%,0.2%,24.7%,8.3%,22.9%,Merced,2021-04-09,2021-04-08,2021-04-10 04:29:38
2.4%,1.9%,1.1%,9.0%,5.5%,0.2%,72.6%,1.7%,5.6%,Modoc,2021-04-09,2021-04-08,2021-04-10 04:29:41
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Mono,2021-04-09,2021-04-08,2021-04-10 04:29:43
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Monterey,2021-04-09,2021-04-08,2021-04-10 04:29:46
0.2%,5.3%,1.1%,20.9%,8.3%,0.4%,47.7%,7.7%,8.4%,Napa,2021-04-09,2021-04-08,2021-04-10 04:29:49
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Nevada,2021-04-09,2021-04-08,2021-04-10 04:29:51
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Orange,2021-04-09,2021-04-08,2021-04-10 04:29:54
0.3%,13.2%,3.3%,22.2%,12.7%,0.4%,31.5%,9.9%,6.5%,Placer,2021-04-09,2021-04-08,2021-04-10 04:29:56
