0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,40.3%,22.1%,37.2%,Alameda,2021-03-24,2021-03-23,2021-03-25 06:25:45
0.2%,33.3%,33.4%,33.1%,Alpine,2021-03-24,2021-03-22,2021-03-25 06:25:48
0.1%,17.6%,20.5%,61.8%,Amador,2021-03-24,2021-03-23,2021-03-25 06:25:50
0.2%,31.2%,22.0%,46.6%,Butte,2021-03-24,2021-03-23,2021-03-25 06:25:52
0.2%,15.1%,20.6%,64.1%,Calaveras,2021-03-24,2021-03-23,2021-03-25 06:25:55
0.1%,34.6%,22.9%,42.4%,Colusa,2021-03-24,2021-03-23,2021-03-25 06:25:57
0.4%,33.1%,23.8%,42.6%,Contra Costa,2021-03-24,2021-03-23,2021-03-25 06:26:00
0.1%,23.8%,23.5%,52.6%,Del Norte,2021-03-24,2021-03-23,2021-03-25 06:26:02
0.3%,23.1%,23.4%,53.2%,El Dorado,2021-03-24,2021-03-23,2021-03-25 06:26:05
0.3%,39.1%,24.5%,36.1%,Fresno,2021-03-24,2021-03-23,2021-03-25 06:26:07
0.1%,27.6%,22.8%,49.5%,Glenn,2021-03-24,2021-03-23,2021-03-25 06:26:09
0.1%,32.3%,18.7%,48.9%,Humboldt,2021-03-24,2021-03-23,2021-03-25 06:26:12
0.1%,37.4%,21.5%,41.0%,Imperial,2021-03-24,2021-03-23,2021-03-25 06:26:14
0.1%,26.1%,19.4%,54.4%,Inyo,2021-03-24,2021-03-23,2021-03-25 06:26:16
0.3%,37.5%,24.0%,38.1%,Kern,2021-03-24,2021-03-23,2021-03-25 06:26:19
0.3%,41.2%,27.2%,31.3%,Kings,2021-03-24,2021-03-23,2021-03-25 06:26:21
0.2%,23.8%,23.0%,53.0%,Lake,2021-03-24,2021-03-23,2021-03-25 06:26:23
0.0%,22.0%,24.0%,53.9%,Lassen,2021-03-24,2021-03-23,2021-03-25 06:26:26
0.3%,39.6%,23.0%,37.1%,Los Angeles,2021-03-24,2021-03-23,2021-03-25 06:26:28
0.3%,32.6%,24.5%,42.6%,Madera,2021-03-24,2021-03-23,2021-03-25 06:26:31
0.8%,28.9%,23.9%,46.5%,Marin,2021-03-24,2021-03-23,2021-03-25 06:26:33
0.2%,18.5%,19.5%,61.9%,Mariposa,2021-03-24,2021-03-23,2021-03-25 06:26:35
0.6%,33.1%,24.0%,42.2%,Mendocino,2021-03-24,2021-03-23,2021-03-25 06:26:38
0.3%,36.8%,24.7%,38.1%,Merced,2021-03-24,2021-03-23,2021-03-25 06:26:40
0.1%,18.7%,25.3%,55.9%,Modoc,2021-03-24,2021-03-23,2021-03-25 06:26:43
1.2%,43.8%,28.8%,26.2%,Mono,2021-03-24,2021-03-23,2021-03-25 06:26:45
0.2%,38.1%,22.0%,39.7%,Monterey,2021-03-24,2021-03-23,2021-03-25 06:26:47
0.3%,34.8%,22.5%,42.4%,Napa,2021-03-24,2021-03-23,2021-03-25 06:26:50
0.3%,20.6%,18.8%,60.3%,Nevada,2021-03-24,2021-03-23,2021-03-25 06:26:52
0.3%,34.7%,22.3%,42.8%,Orange,2021-03-24,2021-03-23,2021-03-25 06:26:54
0.4%,27.7%,21.4%,50.5%,Placer,2021-03-24,2021-03-23,2021-03-25 06:26:56
0.1%,19.4%,18.6%,61.9%,Plumas,2021-03-24,2021-03-23,2021-03-25 06:26:59
0.2%,30.6%,22.6%,46.6%,Riverside,2021-03-24,2021-03-23,2021-03-25 06:27:01
0.3%,36.2%,22.5%,41.0%,Sacramento,2021-03-24,2021-03-23,2021-03-25 06:27:04
0.1%,36.9%,23.3%,39.7%,San Benito,2021-03-24,2021-03-23,2021-03-25 06:27:06
0.3%,36.1%,23.6%,40.0%,San Bernardino,2021-03-24,2021-03-23,2021-03-25 06:27:08
0.3%,34.7%,20.0%,45.0%,San Diego,2021-03-24,2021-03-23,2021-03-25 06:27:11
0.3%,43.5%,21.9%,34.3%,San Francisco,2021-03-24,2021-03-23,2021-03-25 06:27:13
0.4%,34.8%,25.1%,39.7%,San Joaquin,2021-03-24,2021-03-23,2021-03-25 06:27:15
0.1%,25.1%,17.0%,57.7%,San Luis Obispo,2021-03-24,2021-03-23,2021-03-25 06:27:18
0.4%,36.8%,22.4%,40.3%,San Mateo,2021-03-24,2021-03-23,2021-03-25 06:27:20
0.2%,32.6%,18.4%,48.8%,Santa Barbara,2021-03-24,2021-03-23,2021-03-25 06:27:23
0.3%,35.4%,22.1%,42.2%,Santa Clara,2021-03-24,2021-03-23,2021-03-25 06:27:25
0.3%,34.2%,21.3%,44.2%,Santa Cruz,2021-03-24,2021-03-23,2021-03-25 06:27:27
0.2%,23.1%,21.4%,55.3%,Shasta,2021-03-24,2021-03-23,2021-03-25 06:27:30
0.0%,19.0%,27.5%,53.5%,Sierra,2021-03-24,2021-03-23,2021-03-25 06:27:32
0.4%,20.3%,22.8%,56.5%,Siskiyou,2021-03-24,2021-03-23,2021-03-25 06:27:35
0.3%,32.6%,25.1%,42.0%,Solano,2021-03-24,2021-03-23,2021-03-25 06:27:37
0.3%,31.1%,22.5%,46.1%,Sonoma,2021-03-24,2021-03-23,2021-03-25 06:27:39
0.5%,33.9%,25.2%,40.4%,Stanislaus,2021-03-24,2021-03-23,2021-03-25 06:27:42
0.2%,30.5%,24.4%,44.8%,Sutter,2021-03-24,2021-03-23,2021-03-25 06:27:44
0.0%,24.4%,23.5%,52.1%,Tehama,2021-03-24,2021-03-23,2021-03-25 06:27:46
0.1%,19.1%,21.1%,59.7%,Trinity,2021-03-24,2021-03-23,2021-03-25 06:27:49
0.5%,40.9%,25.2%,33.4%,Tulare,2021-03-24,2021-03-23,2021-03-25 06:27:51
0.1%,17.9%,23.2%,58.7%,Tuolumne,2021-03-24,2021-03-23,2021-03-25 06:27:53
