American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,25.1%,6.4%,11.6%,12.1%,0.6%,28.1%,9.6%,6.2%,Alameda,2021-04-08,2021-04-07,2021-04-08 18:34:41
1.7%,0.7%,0.3%,0.9%,0.3%,0.000%,18.8%,0.8%,76.6%,Alpine,2021-04-08,2021-04-06,2021-04-08 18:34:43
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Amador,2021-04-08,2021-04-07,2021-04-08 18:34:45
1.1%,2.8%,0.8%,9.5%,17.3%,0.1%,58.0%,6.6%,3.7%,Butte,2021-04-08,2021-04-07,2021-04-08 18:34:48
0.4%,1.3%,0.4%,5.4%,1.9%,0.2%,57.3%,8.4%,24.7%,Calaveras,2021-04-08,2021-04-07,2021-04-08 18:34:50
0.9%,0.7%,0.5%,33.4%,6.8%,0.1%,30.8%,6.0%,20.9%,Colusa,2021-04-08,2021-04-07,2021-04-08 18:34:53
0.2%,12.8%,5.1%,14.9%,12.3%,0.6%,38.6%,8.6%,6.9%,Contra Costa,2021-04-08,2021-04-07,2021-04-08 18:34:55
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Del Norte,2021-04-08,2021-04-07,2021-04-08 18:34:57
0.3%,3.9%,0.6%,6.6%,14.4%,0.3%,61.1%,7.3%,5.5%,El Dorado,2021-04-08,2021-04-07,2021-04-08 18:35:00
0.5%,8.3%,2.3%,36.2%,10.9%,0.2%,28.6%,7.9%,5.1%,Fresno,2021-04-08,2021-04-07,2021-04-08 18:35:03
1.8%,1.5%,0.2%,27.5%,9.8%,0.1%,43.0%,10.8%,5.3%,Glenn,2021-04-08,2021-04-07,2021-04-08 18:35:05
3.0%,1.5%,0.8%,8.1%,14.2%,0.2%,66.0%,2.7%,3.6%,Humboldt,2021-04-08,2021-04-07,2021-04-08 18:35:08
0.2%,0.8%,0.4%,73.2%,2.8%,0.1%,10.1%,7.7%,4.8%,Imperial,2021-04-08,2021-04-07,2021-04-08 18:35:10
1.0%,1.2%,0.2%,10.9%,21.7%,0.1%,55.8%,3.3%,5.8%,Inyo,2021-04-08,2021-04-07,2021-04-08 18:35:12
0.3%,4.4%,2.5%,35.6%,12.5%,0.2%,29.2%,9.3%,6.1%,Kern,2021-04-08,2021-04-07,2021-04-08 18:35:15
0.7%,2.9%,2.2%,45.5%,7.9%,0.2%,27.4%,5.8%,7.4%,Kings,2021-04-08,2021-04-07,2021-04-08 18:35:17
1.8%,1.2%,1.3%,16.8%,15.9%,0.2%,57.7%,2.6%,2.6%,Lake,2021-04-08,2021-04-07,2021-04-08 18:35:20
1.0%,1.6%,0.9%,8.8%,8.0%,0.3%,63.3%,3.2%,12.9%,Lassen,2021-04-08,2021-04-07,2021-04-08 18:35:22
0.2%,13.1%,4.4%,28.9%,17.9%,0.3%,20.1%,11.9%,3.2%,Los Angeles,2021-04-08,2021-04-07,2021-04-08 18:35:25
0.9%,2.1%,1.6%,37.5%,7.9%,0.1%,34.7%,9.6%,5.7%,Madera,2021-04-08,2021-04-07,2021-04-08 18:35:28
0.1%,4.9%,1.1%,11.6%,13.0%,0.2%,58.7%,6.8%,3.4%,Marin,2021-04-08,2021-04-07,2021-04-08 18:35:31
1.7%,1.0%,0.4%,7.9%,3.3%,0.1%,65.3%,4.5%,15.8%,Mariposa,2021-04-08,2021-04-07,2021-04-08 18:35:33
0.8%,1.4%,0.3%,16.4%,16.7%,0.2%,51.2%,5.6%,7.5%,Mendocino,2021-04-08,2021-04-07,2021-04-08 18:35:36
0.4%,6.1%,1.7%,35.2%,0.7%,0.3%,24.9%,8.3%,22.7%,Merced,2021-04-08,2021-04-07,2021-04-08 18:35:38
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,72.8%,1.7%,5.5%,Modoc,2021-04-08,2021-04-06,2021-04-08 18:35:40
0.4%,1.6%,0.2%,24.4%,12.1%,0.2%,58.9%,1.4%,0.7%,Mono,2021-04-08,2021-04-07,2021-04-08 18:35:43
0.2%,4.3%,1.1%,45.0%,11.1%,0.5%,27.1%,5.1%,5.6%,Monterey,2021-04-08,2021-04-07,2021-04-08 18:35:45
0.2%,5.3%,1.1%,21.1%,8.4%,0.4%,47.9%,7.7%,7.8%,Napa,2021-04-08,2021-04-07,2021-04-08 18:35:48
0.7%,1.0%,0.2%,5.1%,17.6%,0.1%,66.0%,4.7%,4.5%,Nevada,2021-04-08,2021-04-07,2021-04-08 18:35:50
0.1%,19.2%,1.0%,14.9%,16.3%,0.3%,32.5%,8.9%,6.9%,Orange,2021-04-08,2021-04-07,2021-04-08 18:35:53
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Placer,2021-04-08,2021-04-07,2021-04-08 18:35:55
0.9%,0.7%,0.4%,2.8%,6.7%,0.1%,75.2%,3.6%,9.5%,Plumas,2021-04-08,2021-04-07,2021-04-08 18:35:58
0.2%,6.1%,3.9%,29.7%,14.7%,0.3%,31.8%,9.2%,4.0%,Riverside,2021-04-08,2021-04-07,2021-04-08 18:36:00
0.4%,14.7%,5.6%,9.8%,11.4%,1.1%,37.2%,12.6%,7.2%,Sacramento,2021-04-08,2021-04-07,2021-04-08 18:36:03
0.3%,2.8%,0.7%,35.1%,6.2%,0.3%,25.4%,11.0%,18.2%,San Benito,2021-04-08,2021-04-07,2021-04-08 18:36:05
0.2%,9.4%,5.0%,32.5%,13.5%,0.3%,25.2%,9.7%,4.1%,San Bernardino,2021-04-08,2021-04-07,2021-04-08 18:36:08
0.4%,12.3%,2.5%,21.4%,0.6%,0.6%,45.3%,8.9%,8.0%,San Diego,2021-04-08,2021-04-07,2021-04-08 18:36:10
0.2%,31.7%,3.4%,12.2%,9.5%,0.3%,31.0%,6.2%,5.6%,San Francisco,2021-04-08,2021-04-07,2021-04-08 18:36:13
0.4%,12.1%,3.9%,16.6%,2.5%,0.9%,24.2%,15.4%,24.0%,San Joaquin,2021-04-08,2021-04-07,2021-04-08 18:36:15
0.2%,1.7%,0.5%,10.0%,14.1%,0.2%,39.6%,11.0%,22.8%,San Luis Obispo,2021-04-08,2021-04-07,2021-04-08 18:36:18
0.2%,20.0%,1.3%,10.6%,20.0%,0.7%,29.6%,11.9%,5.7%,San Mateo,2021-04-08,2021-04-07,2021-04-08 18:36:20
0.2%,3.2%,0.9%,27.8%,18.4%,0.2%,35.5%,9.9%,4.0%,Santa Barbara,2021-04-08,2021-04-07,2021-04-08 18:36:22
0.2%,30.2%,1.5%,13.1%,14.7%,0.4%,25.9%,8.9%,5.1%,Santa Clara,2021-04-08,2021-04-07,2021-04-08 18:36:25
0.2%,2.4%,0.4%,22.1%,16.4%,0.1%,43.7%,9.3%,5.4%,Santa Cruz,2021-04-08,2021-04-07,2021-04-08 18:36:27
0.7%,1.8%,0.6%,4.6%,23.8%,0.1%,51.9%,8.4%,7.9%,Shasta,2021-04-08,2021-04-07,2021-04-08 18:36:30
0.6%,0.9%,0.1%,8.0%,9.6%,0.000%,75.2%,2.7%,2.9%,Sierra,2021-04-08,2021-04-07,2021-04-08 18:36:32
1.6%,1.0%,0.6%,7.5%,8.9%,0.05%,62.6%,4.0%,13.8%,Siskiyou,2021-04-08,2021-04-07,2021-04-08 18:36:35
0.4%,14.6%,8.8%,11.1%,9.3%,1.2%,34.3%,13.6%,6.8%,Solano,2021-04-08,2021-04-07,2021-04-08 18:36:37
0.5%,2.9%,0.9%,15.2%,13.0%,0.3%,53.8%,8.9%,4.6%,Sonoma,2021-04-08,2021-04-07,2021-04-08 18:36:40
0.5%,5.6%,1.8%,26.6%,0.9%,0.7%,36.8%,10.5%,16.5%,Stanislaus,2021-04-08,2021-04-07,2021-04-08 18:36:42
0.6%,14.8%,1.1%,19.4%,15.0%,0.3%,39.8%,6.0%,3.1%,Sutter,2021-04-08,2021-04-07,2021-04-08 18:36:45
1.0%,0.9%,0.3%,13.4%,10.0%,0.2%,54.1%,8.6%,11.4%,Tehama,2021-04-08,2021-04-07,2021-04-08 18:36:47
1.8%,1.4%,0.2%,3.4%,10.7%,0.2%,75.5%,1.2%,5.5%,Trinity,2021-04-08,2021-04-07,2021-04-08 18:36:50
0.2%,2.8%,0.7%,49.1%,8.0%,0.1%,28.5%,5.5%,4.9%,Tulare,2021-04-08,2021-04-07,2021-04-08 18:36:52
