American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Alameda,2021-04-06,2021-04-05,2021-04-06 18:37:18
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Alpine,2021-04-06,2021-04-02,2021-04-06 18:37:21
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Amador,2021-04-06,2021-04-05,2021-04-06 18:37:24
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Butte,2021-04-06,2021-04-05,2021-04-06 18:37:27
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Calaveras,2021-04-06,2021-04-05,2021-04-06 18:37:30
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Colusa,2021-04-06,2021-04-05,2021-04-06 18:37:32
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Contra Costa,2021-04-06,2021-04-05,2021-04-06 18:37:35
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Del Norte,2021-04-06,2021-04-05,2021-04-06 18:37:38
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,El Dorado,2021-04-06,2021-04-05,2021-04-06 18:37:41
0.5%,7.0%,2.1%,31.5%,8.1%,0.2%,27.9%,7.9%,14.8%,Fresno,2021-04-06,2021-04-05,2021-04-06 18:37:44
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Glenn,2021-04-06,2021-04-05,2021-04-06 18:37:47
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Humboldt,2021-04-06,2021-04-05,2021-04-06 18:37:49
0.3%,11.8%,3.0%,19.6%,9.8%,0.4%,29.3%,11.1%,14.7%,Imperial,2021-04-06,2021-04-05,2021-04-06 18:37:52
1.0%,1.0%,0.2%,9.4%,19.8%,0.2%,52.7%,5.7%,10.0%,Inyo,2021-04-06,2021-04-05,2021-04-06 18:37:55
