American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Alameda,2021-04-08,2021-04-07,2021-04-08 16:38:09
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Alpine,2021-04-08,2021-04-07,2021-04-08 16:38:11
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Amador,2021-04-08,2021-04-07,2021-04-08 16:38:14
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Butte,2021-04-08,2021-04-07,2021-04-08 16:38:17
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Calaveras,2021-04-08,2021-04-07,2021-04-08 16:38:19
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Colusa,2021-04-08,2021-04-07,2021-04-08 16:38:22
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Contra Costa,2021-04-08,2021-04-07,2021-04-08 16:38:25
6.3%,1.6%,0.5%,6.4%,11.7%,0.1%,59.5%,3.1%,10.7%,Del Norte,2021-04-08,2021-04-07,2021-04-08 16:38:28
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,El Dorado,2021-04-08,2021-04-07,2021-04-08 16:38:30
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Fresno,2021-04-08,2021-04-07,2021-04-08 16:38:33
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Glenn,2021-04-08,2021-04-07,2021-04-08 16:38:35
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Humboldt,2021-04-08,2021-04-07,2021-04-08 16:38:38
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Imperial,2021-04-08,2021-04-07,2021-04-08 16:38:41
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Inyo,2021-04-08,2021-04-07,2021-04-08 16:38:44
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Kern,2021-04-08,2021-04-07,2021-04-08 16:38:46
0.3%,13.3%,3.3%,22.3%,12.9%,0.4%,31.6%,9.9%,6.1%,Kings,2021-04-08,2021-04-07,2021-04-08 16:38:49
