Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
56.9%,42.8%,0.3%,Alameda,2021-03-27,2021-03-26,2021-03-27 18:32:52
46.7%,52.8%,0.4%,Alpine,2021-03-27,2021-03-25,2021-03-27 18:32:55
56.0%,43.9%,0.1%,Amador,2021-03-27,2021-03-26,2021-03-27 18:32:57
56.7%,43.2%,0.1%,Butte,2021-03-27,2021-03-26,2021-03-27 18:33:00
54.7%,44.5%,0.8%,Calaveras,2021-03-27,2021-03-26,2021-03-27 18:33:03
51.8%,46.4%,1.8%,Colusa,2021-03-27,2021-03-26,2021-03-27 18:33:05
57.0%,42.9%,0.1%,Contra Costa,2021-03-27,2021-03-26,2021-03-27 18:33:07
54.0%,45.9%,0.1%,Del Norte,2021-03-27,2021-03-26,2021-03-27 18:33:10
55.3%,44.5%,0.1%,El Dorado,2021-03-27,2021-03-26,2021-03-27 18:33:12
55.8%,44.1%,0.1%,Fresno,2021-03-27,2021-03-26,2021-03-27 18:33:14
55.8%,44.0%,0.1%,Glenn,2021-03-27,2021-03-26,2021-03-27 18:33:17
58.0%,41.9%,0.1%,Humboldt,2021-03-27,2021-03-26,2021-03-27 18:33:19
54.3%,45.6%,0.0%,Imperial,2021-03-27,2021-03-26,2021-03-27 18:33:21
53.2%,46.7%,0.1%,Inyo,2021-03-27,2021-03-26,2021-03-27 18:33:24
55.3%,44.1%,0.6%,Kern,2021-03-27,2021-03-26,2021-03-27 18:33:26
54.9%,44.7%,0.4%,Kings,2021-03-27,2021-03-26,2021-03-27 18:33:28
54.3%,45.6%,0.1%,Lake,2021-03-27,2021-03-26,2021-03-27 18:33:31
52.4%,47.4%,0.2%,Lassen,2021-03-27,2021-03-26,2021-03-27 18:33:33
56.0%,43.8%,0.2%,Los Angeles,2021-03-27,2021-03-26,2021-03-27 18:33:35
55.1%,44.9%,0.1%,Madera,2021-03-27,2021-03-26,2021-03-27 18:33:38
56.5%,43.4%,0.1%,Marin,2021-03-27,2021-03-26,2021-03-27 18:33:40
53.8%,45.8%,0.4%,Mariposa,2021-03-27,2021-03-26,2021-03-27 18:33:42
54.1%,45.2%,0.8%,Mendocino,2021-03-27,2021-03-26,2021-03-27 18:33:45
55.1%,44.5%,0.4%,Merced,2021-03-27,2021-03-26,2021-03-27 18:33:47
52.7%,47.3%,0.0%,Modoc,2021-03-27,2021-03-26,2021-03-27 18:33:49
47.4%,52.6%,0.0%,Mono,2021-03-27,2021-03-26,2021-03-27 18:33:52
54.4%,42.5%,3.1%,Monterey,2021-03-27,2021-03-26,2021-03-27 18:33:54
53.4%,46.6%,0.1%,Napa,2021-03-27,2021-03-26,2021-03-27 18:33:56
56.5%,43.5%,0.1%,Nevada,2021-03-27,2021-03-26,2021-03-27 18:33:59
55.7%,43.4%,0.9%,Orange,2021-03-27,2021-03-26,2021-03-27 18:34:01
57.1%,42.9%,0.1%,Placer,2021-03-27,2021-03-26,2021-03-27 18:34:03
54.0%,46.0%,0.0%,Plumas,2021-03-27,2021-03-26,2021-03-27 18:34:06
55.4%,44.5%,0.1%,Riverside,2021-03-27,2021-03-26,2021-03-27 18:34:08
57.3%,42.6%,0.2%,Sacramento,2021-03-27,2021-03-26,2021-03-27 18:34:10
56.3%,43.3%,0.4%,San Benito,2021-03-27,2021-03-26,2021-03-27 18:34:13
57.0%,42.9%,0.1%,San Bernardino,2021-03-27,2021-03-26,2021-03-27 18:34:15
57.2%,42.0%,0.8%,San Diego,2021-03-27,2021-03-26,2021-03-27 18:34:17
52.8%,46.9%,0.3%,San Francisco,2021-03-27,2021-03-26,2021-03-27 18:34:20
56.5%,42.7%,0.8%,San Joaquin,2021-03-27,2021-03-26,2021-03-27 18:34:22
56.3%,43.6%,0.1%,San Luis Obispo,2021-03-27,2021-03-26,2021-03-27 18:34:25
56.7%,43.2%,0.1%,San Mateo,2021-03-27,2021-03-26,2021-03-27 18:34:27
56.3%,43.6%,0.1%,Santa Barbara,2021-03-27,2021-03-26,2021-03-27 18:34:29
56.8%,43.1%,0.1%,Santa Clara,2021-03-27,2021-03-26,2021-03-27 18:34:32
56.8%,42.8%,0.4%,Santa Cruz,2021-03-27,2021-03-26,2021-03-27 18:34:34
57.2%,42.7%,0.1%,Shasta,2021-03-27,2021-03-26,2021-03-27 18:34:37
52.0%,47.9%,0.2%,Sierra,2021-03-27,2021-03-26,2021-03-27 18:34:39
54.5%,45.4%,0.1%,Siskiyou,2021-03-27,2021-03-26,2021-03-27 18:34:41
57.1%,42.6%,0.3%,Solano,2021-03-27,2021-03-26,2021-03-27 18:34:44
56.6%,43.4%,0.1%,Sonoma,2021-03-27,2021-03-26,2021-03-27 18:34:46
56.2%,43.4%,0.4%,Stanislaus,2021-03-27,2021-03-26,2021-03-27 18:34:48
55.7%,43.8%,0.5%,Sutter,2021-03-27,2021-03-26,2021-03-27 18:34:51
55.8%,44.2%,0.0%,Tehama,2021-03-27,2021-03-26,2021-03-27 18:34:53
50.5%,49.4%,0.2%,Trinity,2021-03-27,2021-03-26,2021-03-27 18:34:56
55.9%,43.7%,0.4%,Tulare,2021-03-27,2021-03-26,2021-03-27 18:34:58
54.8%,45.1%,0.1%,Tuolumne,2021-03-27,2021-03-26,2021-03-27 18:35:00
55.9%,44.0%,0.0%,Ventura,2021-03-27,2021-03-26,2021-03-27 18:35:03
55.2%,41.1%,3.7%,Yolo,2021-03-27,2021-03-26,2021-03-27 18:35:05
57.4%,42.3%,0.3%,Yuba,2021-03-27,2021-03-26,2021-03-27 18:35:07
