0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,35.7%,25.6%,38.3%,San Joaquin,2021-03-27,2021-03-26,2021-03-28 12:30:43
0.2%,26.8%,18.8%,54.2%,San Luis Obispo,2021-03-27,2021-03-26,2021-03-28 12:30:45
0.5%,38.0%,23.2%,38.3%,San Mateo,2021-03-27,2021-03-26,2021-03-28 12:30:48
0.2%,33.7%,19.7%,46.3%,Santa Barbara,2021-03-27,2021-03-26,2021-03-28 12:30:50
0.4%,36.9%,23.2%,39.5%,Santa Clara,2021-03-27,2021-03-26,2021-03-28 12:30:53
0.4%,37.3%,23.4%,39.0%,Santa Cruz,2021-03-27,2021-03-26,2021-03-28 12:30:55
0.2%,23.5%,22.0%,54.2%,Shasta,2021-03-27,2021-03-26,2021-03-28 12:30:58
0.0%,20.6%,27.8%,51.7%,Sierra,2021-03-27,2021-03-26,2021-03-28 12:31:00
0.4%,21.8%,22.9%,54.8%,Siskiyou,2021-03-27,2021-03-26,2021-03-28 12:31:03
0.3%,33.3%,25.8%,40.5%,Solano,2021-03-27,2021-03-26,2021-03-28 12:31:05
0.3%,32.3%,23.5%,43.9%,Sonoma,2021-03-27,2021-03-26,2021-03-28 12:31:08
0.5%,34.7%,25.8%,38.9%,Stanislaus,2021-03-27,2021-03-26,2021-03-28 12:31:10
0.2%,30.9%,25.0%,43.9%,Sutter,2021-03-27,2021-03-26,2021-03-28 12:31:12
0.1%,24.4%,24.2%,51.3%,Tehama,2021-03-27,2021-03-26,2021-03-28 12:31:15
0.1%,19.6%,22.1%,58.3%,Trinity,2021-03-27,2021-03-26,2021-03-28 12:31:17
0.5%,41.3%,25.6%,32.5%,Tulare,2021-03-27,2021-03-26,2021-03-28 12:31:20
0.1%,18.6%,24.6%,56.7%,Tuolumne,2021-03-27,2021-03-26,2021-03-28 12:31:22
0.4%,35.4%,23.0%,41.1%,Ventura,2021-03-27,2021-03-26,2021-03-28 12:31:25
0.5%,42.9%,21.8%,34.9%,Yolo,2021-03-27,2021-03-26,2021-03-28 12:31:27
0.1%,29.2%,24.0%,46.6%,Yuba,2021-03-27,2021-03-26,2021-03-28 12:31:30
