0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
1.1%,31.8%,26.5%,40.6%,Marin,2021-04-02,2021-04-01,2021-04-03 10:22:45
0.2%,18.3%,23.0%,58.5%,Mariposa,2021-04-02,2021-04-01,2021-04-03 10:22:47
0.7%,33.8%,24.9%,40.7%,Mendocino,2021-04-02,2021-04-01,2021-04-03 10:22:49
0.5%,39.6%,25.8%,34.1%,Merced,2021-04-02,2021-04-01,2021-04-03 10:22:52
0.1%,19.7%,26.3%,54.0%,Modoc,2021-04-02,2021-04-01,2021-04-03 10:22:54
1.5%,45.4%,28.5%,24.7%,Mono,2021-04-02,2021-03-31,2021-04-03 10:22:57
0.4%,41.4%,24.2%,33.9%,Monterey,2021-04-02,2021-04-01,2021-04-03 10:22:59
0.4%,36.8%,24.1%,38.7%,Napa,2021-04-02,2021-04-01,2021-04-03 10:23:02
0.5%,22.9%,21.8%,54.8%,Nevada,2021-04-02,2021-04-01,2021-04-03 10:23:04
0.6%,38.5%,24.9%,36.1%,Orange,2021-04-02,2021-04-01,2021-04-03 10:23:07
0.5%,28.9%,23.4%,47.1%,Placer,2021-04-02,2021-04-01,2021-04-03 10:23:09
0.1%,20.6%,21.9%,57.4%,Plumas,2021-04-02,2021-04-01,2021-04-03 10:23:12
0.4%,32.9%,25.4%,41.3%,Riverside,2021-04-02,2021-04-01,2021-04-03 10:23:14
0.5%,37.6%,24.8%,37.1%,Sacramento,2021-04-02,2021-04-01,2021-04-03 10:23:17
0.3%,39.0%,26.0%,34.7%,San Benito,2021-04-02,2021-04-01,2021-04-03 10:23:19
0.6%,38.0%,26.2%,35.2%,San Bernardino,2021-04-02,2021-04-01,2021-04-03 10:23:22
0.5%,37.4%,22.4%,39.7%,San Diego,2021-04-02,2021-04-01,2021-04-03 10:23:24
0.4%,46.0%,23.3%,30.3%,San Francisco,2021-04-02,2021-04-01,2021-04-03 10:23:27
0.5%,37.0%,26.3%,36.1%,San Joaquin,2021-04-02,2021-04-01,2021-04-03 10:23:29
0.3%,28.6%,21.1%,50.0%,San Luis Obispo,2021-04-02,2021-04-01,2021-04-03 10:23:32
0.6%,39.3%,24.5%,35.6%,San Mateo,2021-04-02,2021-04-01,2021-04-03 10:23:34
0.3%,35.6%,23.1%,41.0%,Santa Barbara,2021-04-02,2021-04-01,2021-04-03 10:23:37
0.6%,39.3%,25.0%,35.0%,Santa Clara,2021-04-02,2021-04-01,2021-04-03 10:23:39
0.5%,36.4%,23.9%,39.2%,Santa Cruz,2021-04-02,2021-04-01,2021-04-03 10:23:42
0.3%,23.9%,23.2%,52.6%,Shasta,2021-04-02,2021-04-01,2021-04-03 10:23:44
0.0%,21.2%,27.9%,50.9%,Sierra,2021-04-02,2021-04-01,2021-04-03 10:23:47
0.4%,22.1%,23.3%,54.1%,Siskiyou,2021-04-02,2021-04-01,2021-04-03 10:23:49
0.4%,34.3%,26.8%,38.4%,Solano,2021-04-02,2021-04-01,2021-04-03 10:23:51
0.5%,33.4%,24.6%,41.5%,Sonoma,2021-04-02,2021-04-01,2021-04-03 10:23:54
0.7%,36.2%,26.4%,36.7%,Stanislaus,2021-04-02,2021-04-01,2021-04-03 10:23:57
0.2%,32.5%,26.2%,41.1%,Sutter,2021-04-02,2021-04-01,2021-04-03 10:23:59
0.1%,24.6%,25.9%,49.3%,Tehama,2021-04-02,2021-04-01,2021-04-03 10:24:01
0.1%,20.2%,22.7%,57.0%,Trinity,2021-04-02,2021-04-01,2021-04-03 10:24:04
0.6%,41.9%,26.4%,31.1%,Tulare,2021-04-02,2021-04-01,2021-04-03 10:24:06
0.1%,19.4%,25.4%,55.0%,Tuolumne,2021-04-02,2021-04-01,2021-04-03 10:24:09
0.6%,36.4%,24.5%,38.6%,Ventura,2021-04-02,2021-04-01,2021-04-03 10:24:11
0.6%,44.0%,22.9%,32.5%,Yolo,2021-04-02,2021-04-01,2021-04-03 10:24:14
0.2%,30.5%,25.9%,43.4%,Yuba,2021-04-02,2021-04-01,2021-04-03 10:24:16
