0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.5%,42.7%,24.0%,32.7%,Alameda,2021-04-02,2021-04-01,2021-04-03 10:21:54
0.1%,34.3%,34.3%,31.3%,Alpine,2021-04-02,2021-04-01,2021-04-03 10:21:56
0.1%,18.1%,24.1%,57.7%,Amador,2021-04-02,2021-04-01,2021-04-03 10:21:59
0.5%,33.2%,24.6%,41.8%,Butte,2021-04-02,2021-04-01,2021-04-03 10:22:01
0.3%,16.4%,23.2%,60.0%,Calaveras,2021-04-02,2021-04-01,2021-04-03 10:22:04
0.1%,36.4%,24.8%,38.7%,Colusa,2021-04-02,2021-04-01,2021-04-03 10:22:06
0.6%,34.5%,28.9%,36.0%,Contra Costa,2021-04-02,2021-04-01,2021-04-03 10:22:09
0.1%,24.7%,26.1%,49.1%,Del Norte,2021-04-02,2021-04-01,2021-04-03 10:22:12
0.4%,24.7%,25.8%,49.1%,El Dorado,2021-04-02,2021-04-01,2021-04-03 10:22:14
0.5%,41.0%,25.7%,32.8%,Fresno,2021-04-02,2021-04-01,2021-04-03 10:22:17
0.3%,31.1%,25.7%,43.0%,Glenn,2021-04-02,2021-04-01,2021-04-03 10:22:20
0.2%,35.1%,21.4%,43.3%,Humboldt,2021-04-02,2021-04-01,2021-04-03 10:22:22
0.2%,40.3%,24.3%,35.2%,Imperial,2021-04-02,2021-04-01,2021-04-03 10:22:25
0.3%,27.9%,23.5%,48.2%,Inyo,2021-04-02,2021-04-01,2021-04-03 10:22:27
0.7%,40.0%,25.8%,33.5%,Kern,2021-04-02,2021-04-01,2021-04-03 10:22:30
0.5%,43.1%,28.1%,28.4%,Kings,2021-04-02,2021-04-01,2021-04-03 10:22:32
0.2%,24.4%,25.5%,49.9%,Lake,2021-04-02,2021-04-01,2021-04-03 10:22:35
0.1%,22.8%,26.2%,50.9%,Lassen,2021-04-02,2021-04-01,2021-04-03 10:22:37
0.5%,42.0%,25.1%,32.4%,Los Angeles,2021-04-02,2021-04-01,2021-04-03 10:22:40
0.4%,34.8%,25.6%,39.3%,Madera,2021-04-02,2021-04-01,2021-04-03 10:22:42
