American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Alameda,2021-04-05,2021-04-04,2021-04-06 10:22:01
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Alpine,2021-04-05,2021-04-01,2021-04-06 10:22:03
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Amador,2021-04-05,2021-04-04,2021-04-06 10:22:06
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Butte,2021-04-05,2021-04-04,2021-04-06 10:22:08
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Calaveras,2021-04-05,2021-04-03,2021-04-06 10:22:11
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Colusa,2021-04-05,2021-04-03,2021-04-06 10:22:13
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Contra Costa,2021-04-05,2021-04-04,2021-04-06 10:22:16
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Del Norte,2021-04-05,2021-04-03,2021-04-06 10:22:18
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,El Dorado,2021-04-05,2021-04-04,2021-04-06 10:22:21
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Fresno,2021-04-05,2021-04-04,2021-04-06 10:22:24
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Glenn,2021-04-05,2021-04-04,2021-04-06 10:22:27
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Humboldt,2021-04-05,2021-04-04,2021-04-06 10:22:29
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Imperial,2021-04-05,2021-04-04,2021-04-06 10:22:32
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Inyo,2021-04-05,2021-04-03,2021-04-06 10:22:34
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Kern,2021-04-05,2021-04-04,2021-04-06 10:22:37
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Kings,2021-04-05,2021-04-04,2021-04-06 10:22:39
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Lake,2021-04-05,2021-04-03,2021-04-06 10:22:42
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Lassen,2021-04-05,2021-04-03,2021-04-06 10:22:44
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Los Angeles,2021-04-05,2021-04-04,2021-04-06 10:22:46
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Madera,2021-04-05,2021-04-04,2021-04-06 10:22:49
0.3%,11.8%,3.0%,19.6%,9.9%,0.4%,29.3%,11.1%,14.5%,Marin,2021-04-05,2021-04-04,2021-04-06 10:22:51
