American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Alameda,2021-04-12,2021-04-11,2021-04-13 10:22:09
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Alpine,2021-04-12,2021-04-09,2021-04-13 10:22:12
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Amador,2021-04-12,2021-04-11,2021-04-13 10:22:15
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Butte,2021-04-12,2021-04-11,2021-04-13 10:22:18
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Calaveras,2021-04-12,2021-04-11,2021-04-13 10:22:20
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Colusa,2021-04-12,2021-04-11,2021-04-13 10:22:23
0.2%,12.6%,5.0%,14.9%,11.7%,0.6%,37.7%,8.5%,8.6%,Contra Costa,2021-04-12,2021-04-11,2021-04-13 10:22:25
6.3%,1.7%,0.5%,6.6%,11.0%,0.1%,58.9%,3.1%,11.8%,Del Norte,2021-04-12,2021-04-10,2021-04-13 10:22:28
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,El Dorado,2021-04-12,2021-04-11,2021-04-13 10:22:31
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Fresno,2021-04-12,2021-04-11,2021-04-13 10:22:34
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Glenn,2021-04-12,2021-04-11,2021-04-13 10:22:36
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Humboldt,2021-04-12,2021-04-11,2021-04-13 10:22:39
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Imperial,2021-04-12,2021-04-11,2021-04-13 10:22:41
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Inyo,2021-04-12,2021-04-10,2021-04-13 10:22:44
0.3%,13.2%,3.2%,22.3%,12.3%,0.4%,31.2%,10.0%,7.1%,Kern,2021-04-12,2021-04-11,2021-04-13 10:22:47
