American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Alameda,2021-03-18,2021-03-17,2021-03-19 01:31:04
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Alpine,2021-03-18,2021-03-17,2021-03-19 01:31:07
0.9%,1.4%,0.4%,6.6%,5.1%,0.2%,66.6%,9.6%,9.3%,Amador,2021-03-18,2021-03-17,2021-03-19 01:31:10
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Butte,2021-03-18,2021-03-17,2021-03-19 01:31:14
0.3%,0.9%,0.4%,4.4%,1.7%,0.2%,51%,8.8%,32.4%,Calaveras,2021-03-18,2021-03-17,2021-03-19 01:31:17
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Colusa,2021-03-18,2021-03-17,2021-03-19 01:31:19
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Contra Costa,2021-03-18,2021-03-17,2021-03-19 01:31:24
7.7%,1.8%,0.5%,5.2%,8.5%,0.1%,61.4%,2.5%,12.3%,Del Norte,2021-03-18,2021-03-17,2021-03-19 01:31:27
0.3%,2.7%,0.5%,4.9%,14.9%,0.3%,52.2%,8.1%,16.1%,El Dorado,2021-03-18,2021-03-17,2021-03-19 01:31:30
0.5%,7.1%,2.1%,31.5%,10.5%,0.2%,29.4%,7.8%,11%,Fresno,2021-03-18,2021-03-17,2021-03-19 01:31:34
2.4%,1.1%,0.2%,19.9%,9.2%,0.1%,47.1%,10.2%,9.9%,Glenn,2021-03-18,2021-03-17,2021-03-19 01:31:37
3.5%,1.3%,0.6%,5.7%,15.1%,0.2%,64.4%,3%,6.1%,Humboldt,2021-03-18,2021-03-17,2021-03-19 01:31:41
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Imperial,2021-03-18,2021-03-17,2021-03-19 01:31:44
1.1%,0.8%,0.2%,8.7%,22.8%,0.1%,54.3%,4.9%,7.1%,Inyo,2021-03-18,2021-03-17,2021-03-19 01:31:48
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Kern,2021-03-18,2021-03-17,2021-03-19 01:31:51
0.8%,2.7%,1.9%,41.2%,7.7%,0.1%,27.7%,5.7%,12%,Kings,2021-03-18,2021-03-17,2021-03-19 01:31:54
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Lake,2021-03-18,2021-03-17,2021-03-19 01:31:58
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Lassen,2021-03-18,2021-03-17,2021-03-19 01:32:01
0.3%,12.1%,3%,18.7%,13%,0.4%,31.2%,10.6%,10.8%,Los Angeles,2021-03-18,2021-03-17,2021-03-19 01:32:04
