American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,20.1%,5.3%,10.1%,9.2%,0.5%,23.5%,8.8%,22.2%,Alameda,2021-04-04,2021-04-03,2021-04-04 22:23:18
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Alpine,2021-04-04,2021-04-01,2021-04-04 22:23:21
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Amador,2021-04-04,2021-04-03,2021-04-04 22:23:23
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Butte,2021-04-04,2021-04-03,2021-04-04 22:23:26
0.4%,1.1%,0.4%,5.2%,1.3%,0.2%,55.1%,8.8%,27.4%,Calaveras,2021-04-04,2021-04-03,2021-04-04 22:23:28
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Colusa,2021-04-04,2021-04-03,2021-04-04 22:23:31
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Contra Costa,2021-04-04,2021-04-03,2021-04-04 22:23:33
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Del Norte,2021-04-04,2021-04-03,2021-04-04 22:23:35
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,El Dorado,2021-04-04,2021-04-03,2021-04-04 22:23:38
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Fresno,2021-04-04,2021-04-03,2021-04-04 22:23:41
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Glenn,2021-04-04,2021-04-02,2021-04-04 22:23:43
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Humboldt,2021-04-04,2021-04-03,2021-04-04 22:23:46
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Imperial,2021-04-04,2021-04-03,2021-04-04 22:23:48
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Inyo,2021-04-04,2021-04-03,2021-04-04 22:23:50
0.3%,4.1%,2.4%,31.4%,10.0%,0.3%,28.5%,11.7%,11.4%,Kern,2021-04-04,2021-04-03,2021-04-04 22:23:53
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Kings,2021-04-04,2021-04-03,2021-04-04 22:23:56
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Lake,2021-04-04,2021-04-03,2021-04-04 22:23:58
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Lassen,2021-04-04,2021-04-03,2021-04-04 22:24:01
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Los Angeles,2021-04-04,2021-04-03,2021-04-04 22:24:03
