Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
55.6%,44.0%,0.3%,Alameda,2021-04-06,2021-04-05,2021-04-07 12:30:13
46.8%,52.8%,0.4%,Alpine,2021-04-06,2021-04-02,2021-04-07 12:30:15
55.6%,44.2%,0.1%,Amador,2021-04-06,2021-04-05,2021-04-07 12:30:17
55.8%,44.1%,0.1%,Butte,2021-04-06,2021-04-05,2021-04-07 12:30:20
54.4%,44.9%,0.7%,Calaveras,2021-04-06,2021-04-05,2021-04-07 12:30:23
50.7%,47.7%,1.5%,Colusa,2021-04-06,2021-04-05,2021-04-07 12:30:25
55.8%,44.0%,0.1%,Contra Costa,2021-04-06,2021-04-05,2021-04-07 12:30:28
53.7%,46.2%,0.1%,Del Norte,2021-04-06,2021-04-05,2021-04-07 12:30:30
55.0%,44.9%,0.1%,El Dorado,2021-04-06,2021-04-05,2021-04-07 12:30:33
55.3%,44.7%,0.1%,Fresno,2021-04-06,2021-04-05,2021-04-07 12:30:35
54.7%,45.1%,0.1%,Glenn,2021-04-06,2021-04-05,2021-04-07 12:30:38
56.4%,43.5%,0.1%,Humboldt,2021-04-06,2021-04-05,2021-04-07 12:30:40
53.4%,46.6%,0.04%,Imperial,2021-04-06,2021-04-05,2021-04-07 12:30:43
52.6%,47.3%,0.1%,Inyo,2021-04-06,2021-04-05,2021-04-07 12:30:45
54.6%,44.8%,0.6%,Kern,2021-04-06,2021-04-05,2021-04-07 12:30:48
54.3%,45.3%,0.3%,Kings,2021-04-06,2021-04-05,2021-04-07 12:30:50
54.0%,46.0%,0.1%,Lake,2021-04-06,2021-04-05,2021-04-07 12:30:53
52.5%,47.3%,0.2%,Lassen,2021-04-06,2021-04-05,2021-04-07 12:30:55
55.1%,44.7%,0.2%,Los Angeles,2021-04-06,2021-04-05,2021-04-07 12:30:58
54.6%,45.3%,0.1%,Madera,2021-04-06,2021-04-05,2021-04-07 12:31:00
55.7%,44.2%,0.1%,Marin,2021-04-06,2021-04-05,2021-04-07 12:31:03
53.5%,46.1%,0.4%,Mariposa,2021-04-06,2021-04-05,2021-04-07 12:31:06
53.8%,45.5%,0.7%,Mendocino,2021-04-06,2021-04-05,2021-04-07 12:31:08
54.9%,44.7%,0.4%,Merced,2021-04-06,2021-04-05,2021-04-07 12:31:11
52.5%,47.5%,0.000%,Modoc,2021-04-06,2021-04-01,2021-04-07 12:31:13
47.4%,52.6%,0.02%,Mono,2021-04-06,2021-04-05,2021-04-07 12:31:16
53.3%,43.9%,2.8%,Monterey,2021-04-06,2021-04-05,2021-04-07 12:31:19
53.3%,46.7%,0.1%,Napa,2021-04-06,2021-04-05,2021-04-07 12:31:21
55.8%,44.1%,0.1%,Nevada,2021-04-06,2021-04-05,2021-04-07 12:31:24
54.9%,44.2%,0.9%,Orange,2021-04-06,2021-04-05,2021-04-07 12:31:26
56.6%,43.4%,0.1%,Placer,2021-04-06,2021-04-05,2021-04-07 12:31:29
54.0%,45.9%,0.1%,Plumas,2021-04-06,2021-04-05,2021-04-07 12:31:31
54.8%,45.1%,0.1%,Riverside,2021-04-06,2021-04-05,2021-04-07 12:31:34
56.7%,43.1%,0.3%,Sacramento,2021-04-06,2021-04-05,2021-04-07 12:31:36
55.2%,44.5%,0.3%,San Benito,2021-04-06,2021-04-05,2021-04-07 12:31:39
56.2%,43.6%,0.2%,San Bernardino,2021-04-06,2021-04-05,2021-04-07 12:31:41
56.3%,42.9%,0.8%,San Diego,2021-04-06,2021-04-05,2021-04-07 12:31:44
52.0%,47.7%,0.3%,San Francisco,2021-04-06,2021-04-05,2021-04-07 12:31:47
55.8%,43.3%,0.9%,San Joaquin,2021-04-06,2021-04-05,2021-04-07 12:31:49
55.7%,44.2%,0.1%,San Luis Obispo,2021-04-06,2021-04-05,2021-04-07 12:31:52
55.7%,44.2%,0.1%,San Mateo,2021-04-06,2021-04-05,2021-04-07 12:31:54
55.2%,44.7%,0.1%,Santa Barbara,2021-04-06,2021-04-05,2021-04-07 12:31:57
55.3%,44.6%,0.1%,Santa Clara,2021-04-06,2021-04-05,2021-04-07 12:31:59
56.0%,43.6%,0.4%,Santa Cruz,2021-04-06,2021-04-05,2021-04-07 12:32:02
56.9%,43.0%,0.1%,Shasta,2021-04-06,2021-04-05,2021-04-07 12:32:04
52.1%,47.8%,0.2%,Sierra,2021-04-06,2021-04-05,2021-04-07 12:32:07
54.6%,45.4%,0.05%,Siskiyou,2021-04-06,2021-04-05,2021-04-07 12:32:09
56.4%,43.1%,0.6%,Solano,2021-04-06,2021-04-05,2021-04-07 12:32:12
55.9%,44.0%,0.1%,Sonoma,2021-04-06,2021-04-05,2021-04-07 12:32:14
55.7%,43.8%,0.5%,Stanislaus,2021-04-06,2021-04-05,2021-04-07 12:32:17
55.0%,44.6%,0.4%,Sutter,2021-04-06,2021-04-05,2021-04-07 12:32:20
55.3%,44.6%,0.1%,Tehama,2021-04-06,2021-04-05,2021-04-07 12:32:22
50.0%,49.9%,0.2%,Trinity,2021-04-06,2021-04-05,2021-04-07 12:32:25
54.6%,45.4%,0.1%,Tulare,2021-04-06,2021-04-05,2021-04-07 12:32:27
54.4%,45.4%,0.1%,Tuolumne,2021-04-06,2021-04-05,2021-04-07 12:32:30
55.2%,44.7%,0.05%,Ventura,2021-04-06,2021-04-05,2021-04-07 12:32:32
54.8%,42.0%,3.3%,Yolo,2021-04-06,2021-04-05,2021-04-07 12:32:35
56.5%,43.3%,0.2%,Yuba,2021-04-06,2021-04-05,2021-04-07 12:32:37
