Female,Male,Unknown/undifferentiated,County,Date Updated,Date Data,Date Scraped
55.0%,44.7%,0.3%,Alameda,2021-04-11,2021-04-10,2021-04-11 20:20:37
47.0%,52.7%,0.3%,Alpine,2021-04-11,2021-04-09,2021-04-11 20:20:39
55.2%,44.6%,0.2%,Amador,2021-04-11,2021-04-10,2021-04-11 20:20:42
55.5%,44.4%,0.1%,Butte,2021-04-11,2021-04-10,2021-04-11 20:20:45
54.0%,45.3%,0.7%,Calaveras,2021-04-11,2021-04-10,2021-04-11 20:20:47
50.5%,48.9%,0.6%,Colusa,2021-04-11,2021-04-10,2021-04-11 20:20:50
55.1%,44.8%,0.1%,Contra Costa,2021-04-11,2021-04-10,2021-04-11 20:20:53
53.6%,46.2%,0.1%,Del Norte,2021-04-11,2021-04-10,2021-04-11 20:20:55
54.7%,45.2%,0.1%,El Dorado,2021-04-11,2021-04-10,2021-04-11 20:20:58
54.9%,45.0%,0.1%,Fresno,2021-04-11,2021-04-10,2021-04-11 20:21:00
54.4%,45.6%,0.05%,Glenn,2021-04-11,2021-04-09,2021-04-11 20:21:03
55.8%,44.0%,0.2%,Humboldt,2021-04-11,2021-04-10,2021-04-11 20:21:06
53.0%,47.0%,0.04%,Imperial,2021-04-11,2021-04-10,2021-04-11 20:21:08
52.0%,47.9%,0.1%,Inyo,2021-04-11,2021-04-10,2021-04-11 20:21:11
54.3%,45.1%,0.6%,Kern,2021-04-11,2021-04-10,2021-04-11 20:21:14
54.1%,45.5%,0.4%,Kings,2021-04-11,2021-04-10,2021-04-11 20:21:16
54.0%,45.9%,0.1%,Lake,2021-04-11,2021-04-10,2021-04-11 20:21:19
52.1%,47.7%,0.2%,Lassen,2021-04-11,2021-04-09,2021-04-11 20:21:22
54.7%,45.1%,0.2%,Los Angeles,2021-04-11,2021-04-10,2021-04-11 20:21:24
54.3%,45.6%,0.1%,Madera,2021-04-11,2021-04-10,2021-04-11 20:21:27
55.1%,44.8%,0.1%,Marin,2021-04-11,2021-04-10,2021-04-11 20:21:30
53.6%,46.1%,0.3%,Mariposa,2021-04-11,2021-04-10,2021-04-11 20:21:33
53.3%,46.3%,0.4%,Mendocino,2021-04-11,2021-04-10,2021-04-11 20:21:35
54.7%,45.0%,0.4%,Merced,2021-04-11,2021-04-10,2021-04-11 20:21:38
52.6%,47.4%,0.000%,Modoc,2021-04-11,2021-04-09,2021-04-11 20:21:40
47.8%,52.2%,0.01%,Mono,2021-04-11,2021-04-10,2021-04-11 20:21:43
53.0%,45.4%,1.6%,Monterey,2021-04-11,2021-04-10,2021-04-11 20:21:46
53.0%,46.9%,0.1%,Napa,2021-04-11,2021-04-10,2021-04-11 20:21:48
55.3%,44.6%,0.1%,Nevada,2021-04-11,2021-04-10,2021-04-11 20:21:51
54.3%,44.5%,1.2%,Orange,2021-04-11,2021-04-10,2021-04-11 20:21:54
56.2%,43.8%,0.1%,Placer,2021-04-11,2021-04-10,2021-04-11 20:21:56
53.5%,46.4%,0.1%,Plumas,2021-04-11,2021-04-10,2021-04-11 20:21:59
54.4%,45.5%,0.1%,Riverside,2021-04-11,2021-04-10,2021-04-11 20:22:02
56.3%,43.5%,0.2%,Sacramento,2021-04-11,2021-04-10,2021-04-11 20:22:04
54.9%,44.9%,0.2%,San Benito,2021-04-11,2021-04-10,2021-04-11 20:22:07
55.7%,44.2%,0.2%,San Bernardino,2021-04-11,2021-04-10,2021-04-11 20:22:10
55.8%,43.3%,0.9%,San Diego,2021-04-11,2021-04-10,2021-04-11 20:22:12
51.4%,48.3%,0.3%,San Francisco,2021-04-11,2021-04-10,2021-04-11 20:22:15
55.3%,43.8%,0.9%,San Joaquin,2021-04-11,2021-04-10,2021-04-11 20:22:18
55.4%,44.4%,0.2%,San Luis Obispo,2021-04-11,2021-04-10,2021-04-11 20:22:20
55.1%,44.8%,0.1%,San Mateo,2021-04-11,2021-04-10,2021-04-11 20:22:23
54.5%,45.4%,0.1%,Santa Barbara,2021-04-11,2021-04-10,2021-04-11 20:22:26
54.3%,45.6%,0.1%,Santa Clara,2021-04-11,2021-04-10,2021-04-11 20:22:28
55.3%,44.4%,0.3%,Santa Cruz,2021-04-11,2021-04-10,2021-04-11 20:22:31
56.6%,43.2%,0.1%,Shasta,2021-04-11,2021-04-10,2021-04-11 20:22:34
52.4%,47.6%,0.1%,Sierra,2021-04-11,2021-04-10,2021-04-11 20:22:36
54.4%,45.6%,0.1%,Siskiyou,2021-04-11,2021-04-10,2021-04-11 20:22:39
55.9%,43.6%,0.5%,Solano,2021-04-11,2021-04-10,2021-04-11 20:22:42
55.4%,44.5%,0.1%,Sonoma,2021-04-11,2021-04-10,2021-04-11 20:22:44
55.4%,44.1%,0.5%,Stanislaus,2021-04-11,2021-04-10,2021-04-11 20:22:47
54.8%,45.0%,0.2%,Sutter,2021-04-11,2021-04-10,2021-04-11 20:22:50
55.1%,44.8%,0.1%,Tehama,2021-04-11,2021-04-10,2021-04-11 20:22:52
50.1%,49.8%,0.1%,Trinity,2021-04-11,2021-04-10,2021-04-11 20:22:55
54.3%,45.6%,0.1%,Tulare,2021-04-11,2021-04-10,2021-04-11 20:22:58
54.5%,45.4%,0.1%,Tuolumne,2021-04-11,2021-04-10,2021-04-11 20:23:00
54.8%,45.2%,0.05%,Ventura,2021-04-11,2021-04-10,2021-04-11 20:23:03
55.2%,43.1%,1.7%,Yolo,2021-04-11,2021-04-10,2021-04-11 20:23:06
55.9%,44.0%,0.1%,Yuba,2021-04-11,2021-04-10,2021-04-11 20:23:08
