0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.0%,22.5%,36.1%,Alameda,2021-03-26,2021-03-25,2021-03-27 06:23:57
0.1%,34.7%,33.9%,31.3%,Alpine,2021-03-26,2021-03-25,2021-03-27 06:23:59
0.1%,17.8%,21.5%,60.6%,Amador,2021-03-26,2021-03-25,2021-03-27 06:24:02
0.2%,31.2%,23.7%,44.8%,Butte,2021-03-26,2021-03-25,2021-03-27 06:24:04
0.3%,15.6%,21.7%,62.4%,Calaveras,2021-03-26,2021-03-25,2021-03-27 06:24:07
0.1%,35.0%,23.7%,41.2%,Colusa,2021-03-26,2021-03-25,2021-03-27 06:24:09
0.5%,33.6%,25.1%,40.8%,Contra Costa,2021-03-26,2021-03-25,2021-03-27 06:24:12
0.1%,24.0%,24.6%,51.3%,Del Norte,2021-03-26,2021-03-25,2021-03-27 06:24:14
0.3%,23.7%,24.2%,51.8%,El Dorado,2021-03-26,2021-03-25,2021-03-27 06:24:17
0.4%,39.7%,24.8%,35.1%,Fresno,2021-03-26,2021-03-25,2021-03-27 06:24:20
0.2%,28.8%,23.5%,47.6%,Glenn,2021-03-26,2021-03-25,2021-03-27 06:24:22
0.1%,32.9%,19.2%,47.8%,Humboldt,2021-03-26,2021-03-25,2021-03-27 06:24:24
0.2%,38.2%,22.5%,39.2%,Imperial,2021-03-26,2021-03-25,2021-03-27 06:24:27
0.3%,26.8%,20.6%,52.3%,Inyo,2021-03-26,2021-03-25,2021-03-27 06:24:30
0.4%,38.2%,24.5%,37.0%,Kern,2021-03-26,2021-03-25,2021-03-27 06:24:32
0.3%,41.8%,27.4%,30.4%,Kings,2021-03-26,2021-03-25,2021-03-27 06:24:35
0.2%,24.0%,23.7%,52.1%,Lake,2021-03-26,2021-03-25,2021-03-27 06:24:38
0.0%,22.8%,24.9%,52.3%,Lassen,2021-03-26,2021-03-25,2021-03-27 06:24:40
0.3%,40.4%,23.6%,35.7%,Los Angeles,2021-03-26,2021-03-25,2021-03-27 06:24:43
0.4%,36.9%,23.1%,39.6%,Madera,2021-03-26,2021-03-25,2021-03-27 06:24:45
0.9%,29.6%,24.5%,45.1%,Marin,2021-03-26,2021-03-25,2021-03-27 06:24:48
0.1%,18.2%,22.8%,58.9%,Mariposa,2021-03-26,2021-03-25,2021-03-27 06:24:51
0.4%,36.9%,23.1%,39.6%,Mendocino,2021-03-26,2021-03-25,2021-03-27 06:24:53
0.4%,37.8%,25.1%,36.6%,Merced,2021-03-26,2021-03-25,2021-03-27 06:24:56
0.1%,19.0%,25.3%,55.6%,Modoc,2021-03-26,2021-03-25,2021-03-27 06:24:59
1.2%,43.9%,28.8%,26.1%,Mono,2021-03-26,2021-03-25,2021-03-27 06:25:01
0.2%,39.2%,22.7%,37.9%,Monterey,2021-03-26,2021-03-25,2021-03-27 06:25:04
