0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.2%,34%,21.4%,44.3%,Orange,2021-03-22,2021-03-21,2021-03-23 02:37:31
0.4%,27.2%,20.5%,52%,Placer,2021-03-22,2021-03-21,2021-03-23 02:37:34
0.1%,19%,17.5%,63.4%,Plumas,2021-03-22,2021-03-20,2021-03-23 02:37:37
0.2%,30.1%,21.8%,47.9%,Riverside,2021-03-22,2021-03-21,2021-03-23 02:37:41
0.3%,35.6%,22.7%,41.3%,Sacramento,2021-03-22,2021-03-21,2021-03-23 02:37:44
0.1%,36.7%,22.6%,40.6%,San Benito,2021-03-22,2021-03-21,2021-03-23 02:37:50
0.2%,35.7%,23.1%,41%,San Bernardino,2021-03-22,2021-03-21,2021-03-23 02:37:53
0.3%,34.3%,19.6%,45.8%,San Diego,2021-03-22,2021-03-21,2021-03-23 02:37:56
0.2%,43%,21.4%,35.4%,San Francisco,2021-03-22,2021-03-21,2021-03-23 02:38:00
0.4%,34%,24.2%,41.4%,San Joaquin,2021-03-22,2021-03-21,2021-03-23 02:38:03
0.1%,24.3%,16.1%,59.4%,San Luis Obispo,2021-03-22,2021-03-21,2021-03-23 02:38:06
0.4%,36.4%,21.9%,41.4%,San Mateo,2021-03-22,2021-03-21,2021-03-23 02:38:09
0.2%,31.4%,17.9%,50.5%,Santa Barbara,2021-03-22,2021-03-21,2021-03-23 02:38:12
0.3%,34.6%,21.4%,43.7%,Santa Clara,2021-03-22,2021-03-21,2021-03-23 02:38:16
0.3%,33.8%,20.6%,45.3%,Santa Cruz,2021-03-22,2021-03-21,2021-03-23 02:38:19
0.2%,22.8%,21%,55.9%,Shasta,2021-03-22,2021-03-21,2021-03-23 02:38:22
0%,19%,27.4%,53.6%,Sierra,2021-03-22,2021-03-18,2021-03-23 02:38:31
0.4%,20%,22.3%,57.4%,Siskiyou,2021-03-22,2021-03-21,2021-03-23 02:38:34
0.3%,32.3%,24.7%,42.7%,Solano,2021-03-22,2021-03-21,2021-03-23 02:38:37
0.2%,30.8%,21.2%,47.7%,Sonoma,2021-03-22,2021-03-21,2021-03-23 02:38:40
0.5%,32.4%,24.6%,42.6%,Stanislaus,2021-03-22,2021-03-21,2021-03-23 02:38:44
0.2%,30.4%,24.1%,45.3%,Sutter,2021-03-22,2021-03-21,2021-03-23 02:38:47
0%,24.4%,23.2%,52.3%,Tehama,2021-03-22,2021-03-20,2021-03-23 02:38:50
0.1%,19%,20.7%,60.2%,Trinity,2021-03-22,2021-03-20,2021-03-23 02:38:53
0.4%,40.5%,25%,34%,Tulare,2021-03-22,2021-03-21,2021-03-23 02:38:56
0.1%,17.7%,22.4%,59.8%,Tuolumne,2021-03-22,2021-03-21,2021-03-23 02:39:00
0.4%,34.3%,21.4%,43.9%,Ventura,2021-03-22,2021-03-21,2021-03-23 02:39:03
0.4%,41.6%,20.8%,37.3%,Yolo,2021-03-22,2021-03-21,2021-03-23 02:39:06
0.1%,28%,22.7%,49.1%,Yuba,2021-03-22,2021-03-21,2021-03-23 02:39:09
