American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,24.8%,6.3%,11.5%,11.7%,0.6%,27.6%,9.6%,7.7%,Alameda,2021-04-10,2021-04-09,2021-04-10 16:35:03
1.8%,0.6%,0.3%,1.0%,0.3%,0.000%,18.5%,0.8%,76.9%,Alpine,2021-04-10,2021-04-08,2021-04-10 16:35:06
0.8%,1.6%,0.5%,7.6%,4.0%,0.3%,70.6%,8.7%,5.9%,Amador,2021-04-10,2021-04-09,2021-04-10 16:35:08
1.1%,2.8%,0.8%,9.6%,17.0%,0.1%,57.9%,6.7%,4.1%,Butte,2021-04-10,2021-04-09,2021-04-10 16:35:10
0.4%,1.4%,0.5%,5.4%,1.8%,0.2%,58.0%,8.2%,24.0%,Calaveras,2021-04-10,2021-04-09,2021-04-10 16:35:13
0.8%,0.7%,0.5%,33.7%,6.6%,0.1%,30.6%,5.9%,21.1%,Colusa,2021-04-10,2021-04-09,2021-04-10 16:35:15
0.2%,12.7%,5.1%,14.8%,11.9%,0.6%,38.0%,8.6%,8.2%,Contra Costa,2021-04-10,2021-04-09,2021-04-10 16:35:18
6.3%,1.7%,0.5%,6.5%,11.1%,0.1%,58.9%,3.1%,11.7%,Del Norte,2021-04-10,2021-04-09,2021-04-10 16:35:20
0.3%,3.8%,0.6%,6.6%,14.0%,0.3%,60.6%,7.2%,6.6%,El Dorado,2021-04-10,2021-04-09,2021-04-10 16:35:23
0.5%,8.2%,2.3%,36.1%,10.7%,0.2%,28.5%,7.9%,5.6%,Fresno,2021-04-10,2021-04-09,2021-04-10 16:35:26
1.8%,1.5%,0.2%,27.3%,9.6%,0.1%,42.7%,10.8%,6.0%,Glenn,2021-04-10,2021-04-09,2021-04-10 16:35:28
3.0%,1.5%,0.8%,8.0%,13.9%,0.2%,65.9%,2.7%,4.0%,Humboldt,2021-04-10,2021-04-09,2021-04-10 16:35:31
0.2%,0.8%,0.4%,71.9%,2.7%,0.1%,10.0%,7.7%,6.2%,Imperial,2021-04-10,2021-04-09,2021-04-10 16:35:33
0.9%,1.2%,0.2%,11.0%,21.3%,0.1%,55.7%,3.4%,6.1%,Inyo,2021-04-10,2021-04-09,2021-04-10 16:35:36
0.3%,4.4%,2.5%,35.6%,12.2%,0.2%,29.0%,9.4%,6.5%,Kern,2021-04-10,2021-04-09,2021-04-10 16:35:38
0.3%,13.2%,3.2%,22.2%,12.5%,0.4%,31.4%,10.0%,6.8%,Kings,2021-04-10,2021-04-09,2021-04-10 16:35:41
1.8%,1.3%,1.3%,16.9%,15.5%,0.2%,57.3%,2.6%,3.2%,Lake,2021-04-10,2021-04-09,2021-04-10 16:35:43
1.0%,1.5%,0.9%,8.8%,7.9%,0.3%,63.2%,3.3%,13.1%,Lassen,2021-04-10,2021-04-09,2021-04-10 16:35:46
0.2%,13.0%,4.4%,28.8%,17.3%,0.3%,20.1%,12.0%,3.8%,Los Angeles,2021-04-10,2021-04-09,2021-04-10 16:35:48
0.9%,2.1%,1.6%,36.9%,7.7%,0.1%,34.6%,9.7%,6.4%,Madera,2021-04-10,2021-04-09,2021-04-10 16:35:50
0.1%,4.9%,1.1%,11.5%,12.7%,0.2%,58.1%,6.8%,4.5%,Marin,2021-04-10,2021-04-09,2021-04-10 16:35:53
1.7%,1.1%,0.4%,8.0%,3.2%,0.1%,65.2%,4.5%,15.7%,Mariposa,2021-04-10,2021-04-09,2021-04-10 16:35:55
0.8%,1.4%,0.3%,16.7%,16.1%,0.2%,50.8%,5.9%,7.7%,Mendocino,2021-04-10,2021-04-09,2021-04-10 16:35:58
0.3%,6.0%,1.6%,35.2%,0.7%,0.3%,24.6%,8.2%,23.0%,Merced,2021-04-10,2021-04-09,2021-04-10 16:36:00
2.4%,1.9%,1.1%,9.0%,5.4%,0.2%,72.4%,1.7%,6.0%,Modoc,2021-04-10,2021-04-09,2021-04-10 16:36:03
