American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Alameda,2021-04-04,2021-04-03,2021-04-05 12:30:01
1.7%,0.6%,0.3%,0.7%,0.3%,0.0%,17.8%,0.8%,77.8%,Alpine,2021-04-04,2021-04-01,2021-04-05 12:30:04
0.9%,1.5%,0.4%,7.4%,3.6%,0.3%,67.2%,8.7%,10.2%,Amador,2021-04-04,2021-04-03,2021-04-05 12:30:07
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Butte,2021-04-04,2021-04-03,2021-04-05 12:30:09
0.4%,1.1%,0.4%,5.2%,1.3%,0.2%,55.1%,8.8%,27.4%,Calaveras,2021-04-04,2021-04-03,2021-04-05 12:30:12
1.0%,0.6%,0.4%,28.1%,5.1%,0.1%,30.9%,5.5%,28.1%,Colusa,2021-04-04,2021-04-03,2021-04-05 12:30:15
0.2%,10.5%,4.3%,12.5%,9.9%,0.5%,33.0%,7.6%,21.5%,Contra Costa,2021-04-04,2021-04-03,2021-04-05 12:30:17
6.5%,1.7%,0.5%,5.6%,7.0%,0.2%,59.9%,3.3%,15.2%,Del Norte,2021-04-04,2021-04-03,2021-04-05 12:30:20
0.2%,2.8%,0.5%,5.6%,11.6%,0.3%,48.3%,7.8%,22.9%,El Dorado,2021-04-04,2021-04-03,2021-04-05 12:30:23
0.5%,7.0%,2.1%,31.5%,8.2%,0.2%,28.0%,7.9%,14.6%,Fresno,2021-04-04,2021-04-03,2021-04-05 12:30:26
1.9%,1.2%,0.2%,22.1%,7.5%,0.1%,41.7%,10.5%,14.8%,Glenn,2021-04-04,2021-04-02,2021-04-05 12:30:28
3.1%,1.4%,0.7%,7.0%,12.1%,0.2%,63.3%,3.4%,8.7%,Humboldt,2021-04-04,2021-04-03,2021-04-05 12:30:31
0.1%,0.6%,0.4%,62.6%,1.8%,0.1%,9.4%,8.0%,16.9%,Imperial,2021-04-04,2021-04-03,2021-04-05 12:30:34
1.0%,1.0%,0.2%,9.4%,19.9%,0.2%,52.7%,5.7%,9.9%,Inyo,2021-04-04,2021-04-03,2021-04-05 12:30:36
0.3%,4.1%,2.4%,31.4%,10.0%,0.3%,28.5%,11.7%,11.4%,Kern,2021-04-04,2021-04-03,2021-04-05 12:30:39
0.7%,2.6%,2.1%,41.0%,5.8%,0.2%,26.5%,6.2%,14.8%,Kings,2021-04-04,2021-04-03,2021-04-05 12:30:42
1.6%,1.1%,1.2%,16.0%,13.9%,0.1%,55.0%,3.7%,7.3%,Lake,2021-04-04,2021-04-03,2021-04-05 12:30:44
1.2%,1.4%,0.7%,7.0%,7.1%,0.3%,59.5%,3.6%,19.2%,Lassen,2021-04-04,2021-04-03,2021-04-05 12:30:47
0.2%,12.4%,4.4%,25.0%,14.3%,0.4%,19.7%,14.8%,8.9%,Los Angeles,2021-04-04,2021-04-03,2021-04-05 12:30:50
0.9%,1.9%,1.4%,32.8%,6.0%,0.1%,32.5%,8.7%,15.7%,Madera,2021-04-04,2021-04-03,2021-04-05 12:30:53
0.1%,3.8%,0.9%,9.9%,10.3%,0.2%,47.6%,6.3%,20.9%,Marin,2021-04-04,2021-04-03,2021-04-05 12:30:55
1.8%,0.9%,0.4%,7.4%,2.2%,0.2%,62.8%,4.9%,19.4%,Mariposa,2021-04-04,2021-04-02,2021-04-05 12:30:58
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Mendocino,2021-04-04,2021-04-03,2021-04-05 12:31:00
0.4%,6.0%,1.6%,34.4%,0.4%,0.2%,25.3%,8.4%,23.3%,Merced,2021-04-04,2021-04-03,2021-04-05 12:31:03
2.3%,1.7%,1.0%,7.8%,4.5%,0.1%,69.6%,2.0%,10.9%,Modoc,2021-04-04,2021-04-01,2021-04-05 12:31:05
0.4%,1.3%,0.3%,21.4%,9.9%,0.2%,57.1%,1.9%,7.6%,Mono,2021-04-04,2021-04-03,2021-04-05 12:31:08
0.2%,4.1%,1.1%,35.8%,9.1%,0.5%,25.7%,7.7%,15.8%,Monterey,2021-04-04,2021-04-03,2021-04-05 12:31:11
0.2%,4.0%,0.9%,18.1%,6.4%,0.4%,39.0%,6.1%,25.0%,Napa,2021-04-04,2021-04-03,2021-04-05 12:31:13
0.7%,0.7%,0.3%,5.1%,15.2%,0.1%,61.5%,6.5%,9.9%,Nevada,2021-04-04,2021-04-03,2021-04-05 12:31:16
0.1%,17.8%,0.9%,12.9%,12.8%,0.3%,30.9%,11.2%,12.9%,Orange,2021-04-04,2021-04-03,2021-04-05 12:31:19
0.4%,5.1%,0.9%,8.6%,11.5%,0.4%,44.8%,7.9%,20.4%,Placer,2021-04-04,2021-04-03,2021-04-05 12:31:21
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Plumas,2021-04-04,2021-04-03,2021-04-05 12:31:24
0.3%,5.7%,3.7%,24.5%,11.8%,0.3%,31.3%,12.9%,9.4%,Riverside,2021-04-04,2021-04-03,2021-04-05 12:31:27
0.4%,10.4%,3.9%,8.1%,8.2%,0.8%,28.4%,10.6%,29.3%,Sacramento,2021-04-04,2021-04-03,2021-04-05 12:31:30
0.2%,2.0%,0.6%,28.7%,4.1%,0.2%,20.9%,10.1%,33.1%,San Benito,2021-04-04,2021-04-03,2021-04-05 12:31:32
0.2%,8.7%,4.9%,27.6%,11.2%,0.4%,24.7%,12.8%,9.5%,San Bernardino,2021-04-04,2021-04-03,2021-04-05 12:31:35
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,San Diego,2021-04-04,2021-04-03,2021-04-05 12:31:38
0.2%,27.6%,3.0%,10.7%,6.7%,0.3%,25.8%,5.9%,19.9%,San Francisco,2021-04-04,2021-04-03,2021-04-05 12:31:41
0.4%,11.1%,3.7%,15.9%,1.7%,0.9%,23.3%,15.1%,27.9%,San Joaquin,2021-04-04,2021-04-03,2021-04-05 12:31:43
0.2%,1.3%,0.4%,7.6%,10.5%,0.1%,31.6%,14.2%,34.0%,San Luis Obispo,2021-04-04,2021-04-03,2021-04-05 12:31:46
0.2%,17.7%,1.1%,10.0%,12.2%,0.5%,27.9%,10.0%,20.4%,San Mateo,2021-04-04,2021-04-03,2021-04-05 12:31:49
0.3%,2.8%,0.8%,21.6%,14.8%,0.2%,34.2%,14.1%,11.1%,Santa Barbara,2021-04-04,2021-04-03,2021-04-05 12:31:51
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Santa Clara,2021-04-04,2021-04-03,2021-04-05 12:31:54
0.2%,2.0%,0.4%,20.1%,13.8%,0.1%,39.8%,10.2%,13.4%,Santa Cruz,2021-04-04,2021-04-03,2021-04-05 12:31:57
0.7%,1.4%,0.5%,3.4%,18.1%,0.1%,44.9%,13.5%,17.4%,Shasta,2021-04-04,2021-04-03,2021-04-05 12:32:00
0.5%,0.9%,0.1%,8.1%,8.8%,0.0%,72.7%,3.1%,5.9%,Sierra,2021-04-04,2021-04-02,2021-04-05 12:32:02
1.6%,0.9%,0.5%,6.2%,8.0%,0.0%,58.5%,4.4%,19.8%,Siskiyou,2021-04-04,2021-04-03,2021-04-05 12:32:05
0.3%,10.4%,6.3%,9.1%,6.3%,0.9%,25.7%,10.7%,30.4%,Solano,2021-04-04,2021-04-03,2021-04-05 12:32:08
0.5%,2.1%,0.7%,13.9%,10.1%,0.2%,42.3%,8.3%,22.0%,Sonoma,2021-04-04,2021-04-03,2021-04-05 12:32:10
0.5%,5.3%,1.7%,25.9%,0.5%,0.7%,35.9%,9.9%,19.7%,Stanislaus,2021-04-04,2021-04-03,2021-04-05 12:32:13
0.3%,11.8%,3.0%,19.6%,10.0%,0.4%,29.4%,11.1%,14.5%,Sutter,2021-04-04,2021-04-03,2021-04-05 12:32:16
