American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Alameda,2021-03-20,2021-03-19,2021-03-21 06:18:54
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Alpine,2021-03-20,2021-03-18,2021-03-21 06:18:57
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Amador,2021-03-20,2021-03-19,2021-03-21 06:19:00
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Butte,2021-03-20,2021-03-19,2021-03-21 06:19:05
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Calaveras,2021-03-20,2021-03-19,2021-03-21 06:19:09
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Colusa,2021-03-20,2021-03-19,2021-03-21 06:19:13
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Contra Costa,2021-03-20,2021-03-19,2021-03-21 06:19:16
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Del Norte,2021-03-20,2021-03-19,2021-03-21 06:19:19
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,El Dorado,2021-03-20,2021-03-19,2021-03-21 06:19:22
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Fresno,2021-03-20,2021-03-19,2021-03-21 06:19:25
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Glenn,2021-03-20,2021-03-19,2021-03-21 06:19:29
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Humboldt,2021-03-20,2021-03-19,2021-03-21 06:19:32
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Imperial,2021-03-20,2021-03-19,2021-03-21 06:19:35
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Inyo,2021-03-20,2021-03-19,2021-03-21 06:19:38
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Kern,2021-03-20,2021-03-19,2021-03-21 06:19:41
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Kings,2021-03-20,2021-03-19,2021-03-21 06:19:45
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Lake,2021-03-20,2021-03-19,2021-03-21 06:19:48
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Lassen,2021-03-20,2021-03-19,2021-03-21 06:19:51
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Los Angeles,2021-03-20,2021-03-19,2021-03-21 06:19:54
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Madera,2021-03-20,2021-03-19,2021-03-21 06:19:57
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Marin,2021-03-20,2021-03-19,2021-03-21 06:20:01
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Mariposa,2021-03-20,2021-03-19,2021-03-21 06:20:04
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Mendocino,2021-03-20,2021-03-19,2021-03-21 06:20:07
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Merced,2021-03-20,2021-03-19,2021-03-21 06:20:10
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Modoc,2021-03-20,2021-03-19,2021-03-21 06:20:12
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Mono,2021-03-20,2021-03-19,2021-03-21 06:20:16
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Monterey,2021-03-20,2021-03-19,2021-03-21 06:20:19
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Napa,2021-03-20,2021-03-19,2021-03-21 06:20:23
0.7%,0.6%,0.2%,5.1%,17.7%,0.1%,62.4%,6%,7.2%,Nevada,2021-03-20,2021-03-19,2021-03-21 06:20:26
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Orange,2021-03-20,2021-03-19,2021-03-21 06:20:29
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Placer,2021-03-20,2021-03-19,2021-03-21 06:20:33
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Plumas,2021-03-20,2021-03-19,2021-03-21 06:20:36
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Riverside,2021-03-20,2021-03-19,2021-03-21 06:20:39
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Sacramento,2021-03-20,2021-03-19,2021-03-21 06:20:42
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,San Benito,2021-03-20,2021-03-19,2021-03-21 06:20:46
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,San Bernardino,2021-03-20,2021-03-19,2021-03-21 06:20:49
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,San Diego,2021-03-20,2021-03-19,2021-03-21 06:20:52
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,San Francisco,2021-03-20,2021-03-19,2021-03-21 06:20:55
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,San Joaquin,2021-03-20,2021-03-19,2021-03-21 06:20:59
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,San Luis Obispo,2021-03-20,2021-03-19,2021-03-21 06:21:02
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,San Mateo,2021-03-20,2021-03-19,2021-03-21 06:21:05
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Santa Barbara,2021-03-20,2021-03-19,2021-03-21 06:21:08
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Santa Clara,2021-03-20,2021-03-19,2021-03-21 06:21:11
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Santa Cruz,2021-03-20,2021-03-19,2021-03-21 06:21:15
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Shasta,2021-03-20,2021-03-19,2021-03-21 06:21:18
0.6%,0.7%,0.1%,8.2%,9%,0%,74.1%,3.1%,4.2%,Sierra,2021-03-20,2021-03-18,2021-03-21 06:21:21
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Siskiyou,2021-03-20,2021-03-19,2021-03-21 06:21:24
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Solano,2021-03-20,2021-03-19,2021-03-21 06:21:27
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Sonoma,2021-03-20,2021-03-19,2021-03-21 06:21:31
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Stanislaus,2021-03-20,2021-03-19,2021-03-21 06:21:34
0.3%,12%,3%,18.9%,12.5%,0.4%,30.8%,10.7%,11.5%,Sutter,2021-03-20,2021-03-19,2021-03-21 06:21:37
1.1%,0.6%,0.2%,10.4%,9.2%,0.1%,50.4%,9.7%,18.2%,Tehama,2021-03-20,2021-03-19,2021-03-21 06:21:40
